station_id,station_code,station_name,sample_date,depth1,depth2,DOC_mg/L C,DOC_mg/l,Farge_mg Pt/l,NH4-N_µg/l,NO3+NO2-N_µg/l,NO3-N_µg/l,PO4-P_µg/l,POC_µg/l C,STS_mg/l,SiO2_mg/l,Si_mg/l,TOC_mg/l,TOTN_EF_usikker_µg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TOTP_µg/l,TSM_mg/l,UV-Abs. 254nm_Abs/cm,UV-Abs. 410nm_Abs/cm
40355,NUM1,Numedalslågen v/E18,1996-11-15 00:00:00,0,0,,,,47.0,,340.0,4.0,,,3.8,,,,565.0,,,13.0,2.99,,
40355,NUM1,Numedalslågen v/E18,1996-12-10 00:00:00,0,0,,,,64.0,,715.0,8.0,,,5.0,,3.4,,965.0,,,16.0,6.43,,
40355,NUM1,Numedalslågen v/E18,1997-01-15 00:00:00,0,0,,,,100.0,,250.0,3.0,,,3.4,,,,480.0,,,5.0,1.78,,
40355,NUM1,Numedalslågen v/E18,1997-02-17 00:00:00,0,0,,,,92.0,,325.0,6.0,,,3.6,,,,550.0,,,10.0,5.1,,
40355,NUM1,Numedalslågen v/E18,1997-03-17 00:00:00,0,0,,,,39.0,,295.0,4.0,,,3.4,,,,470.0,,,9.0,4.03,,
40355,NUM1,Numedalslågen v/E18,1997-04-18 00:00:00,0,0,,,,27.0,,155.0,2.0,,,2.6,,,,325.0,,,6.0,2.37,,
40355,NUM1,Numedalslågen v/E18,1997-05-16 00:00:00,0,0,,,,22.0,,127.0,4.0,,,2.5,,,,310.0,,,10.0,5.16,,
40355,NUM1,Numedalslågen v/E18,1997-06-15 00:00:00,0,0,,,,12.0,,47.0,1.0,,,1.5,,,,215.0,,,5.0,2.12,,
40355,NUM1,Numedalslågen v/E18,1997-07-16 00:00:00,0,0,,,,14.0,,84.0,2.0,,,2.0,,,,255.0,,,7.0,2.32,,
40355,NUM1,Numedalslågen v/E18,1997-08-18 00:00:00,0,0,,,,19.0,,89.0,1.0,,,1.3,,,,230.0,,,5.0,2.07,,
40355,NUM1,Numedalslågen v/E18,1997-09-17 00:00:00,0,0,,,,40.0,,180.0,2.0,,,2.6,,,,425.0,,,7.0,1.77,,
40355,NUM1,Numedalslågen v/E18,1997-10-15 00:00:00,0,0,,,,23.0,,215.0,2.0,,,3.1,,3.4,,445.0,,,7.0,1.92,,
40355,NUM1,Numedalslågen v/E18,1997-11-16 00:00:00,0,0,,,,23.0,,415.0,4.0,,,3.8,,,,615.0,,,11.0,4.46,,
40355,NUM1,Numedalslågen v/E18,1997-12-12 00:00:00,0,0,,,,36.0,,560.0,16.0,,,4.3,,,,800.0,,,29.0,19.82,,
40355,NUM1,Numedalslågen v/E18,1998-01-20 00:00:00,0,0,,,,31.0,,485.0,6.0,,,4.1,,,,700.0,,,11.0,3.42,,
40355,NUM1,Numedalslågen v/E18,1998-02-19 00:00:00,0,0,,,,42.0,,275.0,4.0,,,3.0,,,,440.0,,,7.0,2.86,,
40355,NUM1,Numedalslågen v/E18,1998-03-18 00:00:00,0,0,,,,49.0,,220.0,3.0,,,2.7,,,,385.0,,,7.0,2.66,,
40355,NUM1,Numedalslågen v/E18,1998-04-15 00:00:00,0,0,,,,48.0,,425.0,6.0,,,3.2,,3.4,,590.0,,,13.0,6.38,,
40355,NUM1,Numedalslågen v/E18,1998-05-19 00:00:00,0,0,,,,8.0,,99.0,3.0,,,2.1,,,,270.0,,,10.0,4.51,,
40355,NUM1,Numedalslågen v/E18,1998-06-23 00:00:00,0,0,,,,16.0,,86.0,11.0,,,1.8,,,,310.0,,,21.0,5.65,,
40355,NUM1,Numedalslågen v/E18,1998-07-15 00:00:00,0,0,,,,11.0,,105.0,2.0,,,2.1,,,,285.0,,,6.0,2.53,,
40355,NUM1,Numedalslågen v/E18,1998-08-17 00:00:00,0,0,,,,31.0,,155.0,1.0,,,1.9,,,,350.0,,,7.0,7.04,,
40355,NUM1,Numedalslågen v/E18,1998-09-17 00:00:00,0,0,,,,10.0,,165.0,4.0,,,3.5,,,,475.0,,,14.0,8.33,,
40355,NUM1,Numedalslågen v/E18,1998-10-19 00:00:00,0,0,,,,22.0,,170.0,2.0,,,2.8,,,,345.0,,,7.0,2.0,,
40355,NUM1,Numedalslågen v/E18,1998-11-12 00:00:00,0,0,,,,47.0,,400.0,5.0,,,4.0,,,,650.0,,,13.0,4.37,,
40355,NUM1,Numedalslågen v/E18,1998-12-08 00:00:00,0,0,,,,61.0,,275.0,3.0,,,3.7,,,,470.0,,,7.0,1.95,,
40355,NUM1,Numedalslågen v/E18,1999-02-09 00:00:00,0,0,,,,45.0,,341.0,2.1,,,2.9950977392,,2.31,,396.0,,,,0.7,,
40355,NUM1,Numedalslågen v/E18,1999-02-23 00:00:00,0,0,,,,49.0,,146.0,1.9,,,2.5672266336,,1.82,,240.0,,,,1.8,,
40355,NUM1,Numedalslågen v/E18,1999-03-16 00:00:00,0,0,,,,37.0,,149.0,1.42,,,2.3532910808,,2.1,,282.0,,,,0.9,,
40355,NUM1,Numedalslågen v/E18,1999-04-29 00:00:00,0,0,,,,36.0,,221.0,3.2,,,2.9950977392,,4.75,,364.0,,,,11.5,,
40355,NUM1,Numedalslågen v/E18,1999-05-25 00:00:00,0,0,,,,5.0,,114.0,2.4,,,2.5672266336,,4.14,,285.0,,,,3.55,,
40355,NUM1,Numedalslågen v/E18,1999-06-29 00:00:00,0,0,,,,16.0,,189.0,2.4,,,3.209033292,,5.31,,420.0,,,,21.0,,
40355,NUM1,Numedalslågen v/E18,1999-07-26 00:00:00,0,0,,,,12.0,,101.0,0.98,,,1.989600641,,3.35,,243.0,,,,0.9,,
40355,NUM1,Numedalslågen v/E18,1999-08-30 00:00:00,0,0,,,,24.0,,157.0,1.27,,,1.604516646,,2.42,,321.0,,,,1.0,,
40355,NUM1,Numedalslågen v/E18,1999-09-28 00:00:00,0,0,,,,16.0,,437.0,26.0,,,4.0647755032,,7.62,,832.0,,,,19.8,,
40355,NUM1,Numedalslågen v/E18,1999-10-26 00:00:00,0,0,,,,45.0,,399.0,12.9,,,4.9205177144,,4.21,,760.0,,,,10.0,,
40355,NUM1,Numedalslågen v/E18,1999-11-30 00:00:00,0,0,,,,37.0,,263.0,17.0,,,3.6369043976,,4.28,,528.0,,,,4.2,,
40355,NUM1,Numedalslågen v/E18,1999-12-16 00:00:00,0,0,,,,44.0,,164.0,1.56,,,3.209033292,,2.76,,351.0,,,,1.3,,
40355,NUM1,Numedalslågen v/E18,2000-01-26 00:00:00,0,0,,,,42.0,,165.0,2.7,,,3.4229688448,,2.41,,276.0,,,,1.5,,
40355,NUM1,Numedalslågen v/E18,2000-02-23 00:00:00,0,0,,,,31.0,,160.0,1.8,,,3.209033292,,2.09,,265.0,,,,1.6,,
40355,NUM1,Numedalslågen v/E18,2000-03-30 00:00:00,0,0,,,,28.0,,198.0,2.9,,,2.139355528,,2.45,,321.0,,,,1.9,,
40355,NUM1,Numedalslågen v/E18,2000-04-27 00:00:00,0,0,,,,14.0,,186.0,4.4,,,4.278711056,,5.29,,385.0,,,,4.9,,
40355,NUM1,Numedalslågen v/E18,2000-05-30 00:00:00,0,0,,,,36.0,,655.0,14.0,,,4.7065821616,,4.6,,918.0,,,,16.3,,
40355,NUM1,Numedalslågen v/E18,2000-06-28 00:00:00,0,0,,,,20.0,,77.0,3.0,,,2.3532910808,,2.3,,80.0,,,,1.4,,
40355,NUM1,Numedalslågen v/E18,2000-07-18 00:00:00,0,0,,,,22.0,,111.0,3.0,,,2.7811621864,,4.2,,248.0,,,,2.4,,
40355,NUM1,Numedalslågen v/E18,2000-08-30 00:00:00,0,0,,,,26.0,,189.0,3.0,,,4.0647755032,,5.4,,788.0,,,,6.4,,
40355,NUM1,Numedalslågen v/E18,2000-09-26 00:00:00,0,0,,,,24.0,,154.0,4.0,,,2.9950977392,,3.2,,331.0,,,,2.0,,
40355,NUM1,Numedalslågen v/E18,2000-10-31 00:00:00,0,0,,,,27.0,,347.0,4.0,,,10.4828420872,,8.6,,742.0,,,,53.4,,
40355,NUM1,Numedalslågen v/E18,2000-11-30 00:00:00,0,0,,,,36.0,,303.0,10.0,,,5.34838882,,5.8,,511.0,,,,10.5,,
40355,NUM1,Numedalslågen v/E18,2000-12-17 00:00:00,0,0,,,,23.0,,272.0,3.0,,,5.1344532672,,5.3,,455.0,,,,7.0,,
40355,NUM1,Numedalslågen v/E18,2001-01-26 00:00:00,0,0,,,,38.0,,266.0,2.0,,,4.0647755032,,2.7,,347.0,,,,5.1,,
40355,NUM1,Numedalslågen v/E18,2001-02-22 00:00:00,0,0,,,,46.0,,198.0,1.0,,,3.8508399504,,2.0,,358.0,,,,2.6,,
40355,NUM1,Numedalslågen v/E18,2001-03-27 00:00:00,0,0,,,,40.0,,231.0,4.0,,,4.0647755032,,2.2,,380.0,,,,2.6,,
40355,NUM1,Numedalslågen v/E18,2001-04-26 00:00:00,0,0,,,,51.0,,539.0,8.0,,,7.487744348,,5.3,,876.0,,,,45.4,,
40355,NUM1,Numedalslågen v/E18,2001-05-29 00:00:00,0,0,,,,6.0,,86.0,2.0,,,3.209033292,,4.4,,242.0,,,,5.3,,
40355,NUM1,Numedalslågen v/E18,2001-06-24 00:00:00,0,0,,,,15.0,,79.0,1.0,,,2.9950977392,,3.0,,226.0,,,,2.4,,
40355,NUM1,Numedalslågen v/E18,2001-07-29 00:00:00,0,0,,,,17.0,,111.0,60.0,,,1.6473037566,,4.0,,259.0,,,,1.4,,
40355,NUM1,Numedalslågen v/E18,2001-08-26 00:00:00,0,0,,,,41.0,,104.0,4.0,,,1.5403359802,,4.6,,332.0,,,,1.6,,
40355,NUM1,Numedalslågen v/E18,2001-09-23 00:00:00,0,0,,,,7.0,,135.0,2.0,,,2.7811621864,,8.1,,343.0,,,,4.5,,
40355,NUM1,Numedalslågen v/E18,2001-10-28 00:00:00,0,0,,,,30.0,,309.0,4.0,,,5.34838882,,6.2,,504.0,,,,7.1,,
40355,NUM1,Numedalslågen v/E18,2001-11-22 00:00:00,0,0,,,,39.0,,133.0,3.0,,,3.209033292,,2.8,,239.0,,,,1.1,,
40355,NUM1,Numedalslågen v/E18,2001-12-17 00:00:00,0,0,,,,47.0,,207.0,4.0,,,3.6369043976,,3.6,,349.0,,,,1.8,,
40355,NUM1,Numedalslågen v/E18,2002-01-28 00:00:00,0,0,,,,44.0,,256.0,13.0,,,3.209033292,,2.8,,364.0,,,,1.6,,
40355,NUM1,Numedalslågen v/E18,2002-02-25 00:00:00,0,0,,,,56.0,,243.0,3.0,,,3.6369043976,,3.0,,437.0,,,,4.4,,
40355,NUM1,Numedalslågen v/E18,2002-03-18 00:00:00,0,0,,,,56.0,,250.0,3.0,,,2.3532910808,,2.4,,450.0,,,,2.8,,
40355,NUM1,Numedalslågen v/E18,2002-04-29 00:00:00,0,0,,,,8.0,,200.0,3.0,,,3.209033292,,5.4,,289.0,,,,6.2,,
40355,NUM1,Numedalslågen v/E18,2002-05-28 00:00:00,0,0,,,,19.0,,139.0,1.0,,,2.7811621864,,4.1,,311.0,,,,2.7,,
40355,NUM1,Numedalslågen v/E18,2002-06-30 00:00:00,0,0,,,,10.0,,77.0,2.0,,,2.0751748622,,2.6,,234.0,,,,1.7,,
40355,NUM1,Numedalslågen v/E18,2002-07-24 00:00:00,0,0,,,,14.0,,146.0,4.0,,,2.7811621864,,3.4,,314.0,,,,2.9,,
40355,NUM1,Numedalslågen v/E18,2002-08-27 00:00:00,0,0,,,,14.0,,85.0,2.0,,,1.7756650882,,2.6,,224.0,,,,1.4,,
40355,NUM1,Numedalslågen v/E18,2002-10-01 00:00:00,0,0,,,,13.0,,76.0,3.0,,,1.3264004274,,2.5,,229.0,,,,1.5,,
40355,NUM1,Numedalslågen v/E18,2002-10-30 00:00:00,0,0,,,,23.0,,553.0,12.0,,,4.278711056,,6.6,,812.0,,,,8.5,,
40355,NUM1,Numedalslågen v/E18,2002-11-26 00:00:00,0,0,,,,49.0,,241.0,10.0,,,3.4229688448,,3.3,,403.0,,,,4.6,,
40355,NUM1,Numedalslågen v/E18,2003-01-09 00:00:00,0,0,,,,58.0,,147.0,3.0,,,2.7811621864,,2.4,,220.0,,,,0.9,,
40355,NUM1,Numedalslågen v/E18,2003-01-27 00:00:00,0,0,,,,41.0,,770.0,2.0,,,5.34838882,,5.3,,1000.0,,,,7.2,,
40355,NUM1,Numedalslågen v/E18,2003-02-24 00:00:00,0,0,,,,72.0,,276.0,1.0,,,3.209033292,,2.9,,493.0,,,,2.9,,
40355,NUM1,Numedalslågen v/E18,2003-03-24 00:00:00,0,0,,,,49.0,,548.0,1.0,,,4.7065821616,,3.5,,731.0,,,,4.5,,
40355,NUM1,Numedalslågen v/E18,2003-04-28 00:00:00,0,0,,,,18.0,,457.0,1.0,,,4.4926466088,,6.3,,637.0,,,,16.1,,
40355,NUM1,Numedalslågen v/E18,2003-05-20 00:00:00,0,0,,,,16.0,,202.0,4.0,,,2.9950977392,,6.0,,346.0,,,,4.3,,
40355,NUM1,Numedalslågen v/E18,2003-06-23 00:00:00,0,0,,,,23.0,,119.0,1.0,,,2.3532910808,,4.0,,252.0,,,,1.4,,
40355,NUM1,Numedalslågen v/E18,2003-07-28 00:00:00,0,0,,,,22.0,,119.0,1.0,,,2.9950977392,,5.9,,298.0,,,,4.5,,
40355,NUM1,Numedalslågen v/E18,2003-08-20 00:00:00,0,0,,,,43.0,,139.0,3.0,,,1.9254199752,,3.7,,296.0,,,,0.8,,
40355,NUM1,Numedalslågen v/E18,2003-08-29 00:00:00,0,0,,,,22.0,,124.0,1.0,,,2.0109941963,,5.3,,283.0,,,,1.3,,
40355,NUM1,Numedalslågen v/E18,2003-10-26 00:00:00,0,0,,,,38.0,,105.0,1.0,,,2.3532910808,,2.8,,242.0,,,,1.3,,
40355,NUM1,Numedalslågen v/E18,2003-11-24 00:00:00,0,0,,,,38.0,,274.0,1.0,,,3.4229688448,,3.5,,411.0,,,,1.7,,
40355,NUM1,Numedalslågen v/E18,2003-12-22 00:00:00,0,0,,,,50.0,,208.0,1.0,,,2.9950977392,,3.2,,323.0,,,,12.0,,
40355,NUM1,Numedalslågen v/E18,2004-01-06 00:00:00,0,0,,,,59.0,,355.0,2.0,,,3.9364141715,,3.7,,555.0,,,6.0,3.24,,
40355,NUM1,Numedalslågen v/E18,2004-02-04 00:00:00,0,0,,,,58.0,,415.0,6.0,,,3.6582979529,,3.0,,595.0,,,11.0,5.11,,
40355,NUM1,Numedalslågen v/E18,2004-03-08 00:00:00,0,0,,,,44.0,,160.0,2.0,,,2.7597686311,,2.2,,315.0,,,4.0,1.62,,
40355,NUM1,Numedalslågen v/E18,2004-04-13 00:00:00,0,0,,,,33.0,,450.0,4.0,,,4.5568272746,,5.3,,640.0,,,10.0,6.3,,
40355,NUM1,Numedalslågen v/E18,2004-05-11 00:00:00,0,0,,,,15.0,,255.0,7.0,,,3.358788179,,5.0,,525.0,,,18.0,10.2,,
