station_id,station_code,station_name,sample_date,depth1,depth2,DOC_mg/L C,DOC_mg/l,Farge_mg Pt/l,NH4-N_µg/l,NO3+NO2-N_µg/l,NO3-N_µg/l,PO4-P_µg/l,POC_µg/l C,STS_mg/l,SiO2_mg/l,Si_mg/l,TOC_mg/l,TOTN_EF_usikker_µg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TOTP_µg/l,TSM_mg/l,UV-Abs. 254nm_Abs/cm,UV-Abs. 410nm_Abs/cm
40355,NUM1,Numedalslågen v/E18,1990-01-15 00:00:00,0,0,,,,,,194.0,15.5,,,,,,,381.0,,,33.0,11.2,,
40355,NUM1,Numedalslågen v/E18,1990-02-13 00:00:00,0,0,,,,,,410.0,11.0,,,,,,,644.0,,,19.0,12.6,,
40355,NUM1,Numedalslågen v/E18,1990-03-13 00:00:00,0,0,,,,,,200.0,6.0,,,,,,,363.0,,,12.0,5.9,,
40355,NUM1,Numedalslågen v/E18,1990-04-18 00:00:00,0,0,,,,,,215.0,3.5,,,,,,,363.0,,,9.0,4.1,,
40355,NUM1,Numedalslågen v/E18,1990-05-22 00:00:00,0,0,,,,,,147.0,1.5,,,,,,,305.0,,,7.0,1.7,,
40355,NUM1,Numedalslågen v/E18,1990-06-12 00:00:00,0,0,,,,,,1.0,1.0,,,,,,,177.0,,,9.0,1.3,,
40355,NUM1,Numedalslågen v/E18,1990-07-12 00:00:00,0,0,,,,,,97.0,8.0,,,,,,,224.0,,,9.0,3.8,,
40355,NUM1,Numedalslågen v/E18,1990-08-10 00:00:00,0,0,,,,,,71.0,0.5,,,,,,,177.0,,,4.0,1.0,,
40355,NUM1,Numedalslågen v/E18,1990-09-11 00:00:00,0,0,,,,,,79.0,3.0,,,,,,,239.0,,,5.0,1.6,,
40355,NUM1,Numedalslågen v/E18,1990-10-16 00:00:00,0,0,,,,,,172.0,0.5,,,,,,,342.0,,,6.0,1.0,,
40355,NUM1,Numedalslågen v/E18,1990-11-07 00:00:00,0,0,,,,,,245.0,2.0,,,,,,,419.0,,,7.0,2.7,,
40355,NUM1,Numedalslågen v/E18,1990-12-11 00:00:00,0,0,,,,,,159.0,1.0,,,,,,,327.0,,,5.0,1.0,,
40355,NUM1,Numedalslågen v/E18,1991-01-22 00:00:00,0,0,,,,,,240.0,3.0,,,,,,,389.0,,,8.0,2.45,,
40355,NUM1,Numedalslågen v/E18,1991-02-12 00:00:00,0,0,,,,,,105.0,2.0,,,,,,,218.0,,,3.0,1.43,,
40355,NUM1,Numedalslågen v/E18,1991-03-14 00:00:00,0,0,,,,,,285.0,4.0,,,,,,,462.0,,,9.0,3.1,,
40355,NUM1,Numedalslågen v/E18,1991-04-16 00:00:00,0,0,,,,,,173.0,9.0,,,,,,,350.0,,,14.0,8.24,,
40355,NUM1,Numedalslågen v/E18,1991-05-14 00:00:00,0,0,,,,,,86.0,2.0,,,,,,,234.0,,,7.0,2.69,,
40355,NUM1,Numedalslågen v/E18,1991-06-17 00:00:00,0,0,,,,,,71.0,1.0,,,,,,,192.0,,,6.0,2.28,,
40355,NUM1,Numedalslågen v/E18,1991-07-10 00:00:00,0,0,,,,,,65.0,2.0,,,,,,,186.0,,,4.0,1.31,,
40355,NUM1,Numedalslågen v/E18,1991-08-14 00:00:00,0,0,,,,,,240.0,2.0,,,,,,,416.0,,,5.0,2.13,,
40355,NUM1,Numedalslågen v/E18,1991-09-18 00:00:00,0,0,,,,,,115.0,2.0,,,,,2.0,,297.0,,,4.0,0.31,,
40355,NUM1,Numedalslågen v/E18,1991-10-17 00:00:00,0,0,,,,,,600.0,10.0,,,,,4.29,,855.0,,,20.0,8.74,,
40355,NUM1,Numedalslågen v/E18,1991-11-14 00:00:00,0,0,,,,,,640.0,21.0,,,,,,,884.0,,,39.0,20.6,,
40355,NUM1,Numedalslågen v/E18,1991-12-17 00:00:00,0,0,,,,,,295.0,3.0,,,,,,,497.0,,,6.0,0.96,,
40355,NUM1,Numedalslågen v/E18,1992-01-15 00:00:00,0,0,,,,20.0,,240.0,1.0,,,,,,,384.0,,,6.0,1.65,,
40355,NUM1,Numedalslågen v/E18,1992-02-11 00:00:00,0,0,,,,74.0,,220.0,9.0,,,,,,,401.0,,,17.0,4.91,,
40355,NUM1,Numedalslågen v/E18,1992-03-15 00:00:00,0,0,,,,59.0,,535.0,4.0,,,,,,,714.0,,,10.0,3.75,,
40355,NUM1,Numedalslågen v/E18,1992-04-08 00:00:00,0,0,,,,44.0,,550.0,4.0,,,,,,,690.0,,,10.0,2.69,,
40355,NUM1,Numedalslågen v/E18,1992-05-18 00:00:00,0,0,,,,18.0,,116.0,5.0,,,,,,,258.0,,,12.0,5.54,,
40355,NUM1,Numedalslågen v/E18,1992-06-16 00:00:00,0,0,,,,33.0,,44.0,2.0,,,,,,,158.0,,,7.0,1.71,,
40355,NUM1,Numedalslågen v/E18,1992-07-16 00:00:00,0,0,,,,16.0,,300.0,2.0,,,,,,,325.0,,,5.0,1.06,,
40355,NUM1,Numedalslågen v/E18,1992-08-18 00:00:00,0,0,,,,14.0,,185.0,2.0,,,,,,,336.0,,,5.0,1.42,,
40355,NUM1,Numedalslågen v/E18,1992-09-15 00:00:00,0,0,,,,33.0,,285.0,0.5,,,,,,,485.0,,,9.0,3.63,,
40355,NUM1,Numedalslågen v/E18,1992-10-08 00:00:00,0,0,3.5,,,33.0,,121.0,2.0,,,,,4.3,,281.0,,,6.0,1.12,,
40355,NUM1,Numedalslågen v/E18,1992-11-09 00:00:00,0,0,,,,26.0,,460.0,2.0,,,,,,,655.0,,,7.0,1.71,,
40355,NUM1,Numedalslågen v/E18,1992-12-01 00:00:00,0,0,,,,37.0,,544.0,3.0,,,,,,,795.0,,,6.0,4.29,,
40355,NUM1,Numedalslågen v/E18,1993-01-15 00:00:00,0,0,,,,43.0,,275.0,8.0,,,,,,,440.0,,,15.0,5.66,,
40355,NUM1,Numedalslågen v/E18,1993-02-16 00:00:00,0,0,,,,38.0,,180.0,4.0,,,,,,,320.0,,,6.0,2.91,,
40355,NUM1,Numedalslågen v/E18,1993-03-17 00:00:00,0,0,,,,46.0,,320.0,18.0,,,,,,,510.0,,,28.0,16.7,,
40355,NUM1,Numedalslågen v/E18,1993-04-15 00:00:00,0,0,,,,18.0,,215.0,2.0,,,,,,,365.0,,,5.0,1.72,,
40355,NUM1,Numedalslågen v/E18,1993-05-21 00:00:00,0,0,,,,16.0,,155.0,2.0,,,,,,,315.0,,,7.0,1.19,,
40355,NUM1,Numedalslågen v/E18,1993-06-14 00:00:00,0,0,,,,11.0,,37.0,2.0,,,,,,,170.0,,,5.0,1.94,,
40355,NUM1,Numedalslågen v/E18,1993-07-15 00:00:00,0,0,,,,11.0,,67.0,2.0,,,,,,,205.0,,,7.0,2.62,,
40355,NUM1,Numedalslågen v/E18,1993-08-16 00:00:00,0,0,,,,10.0,,74.0,4.0,,,,,,,235.0,,,6.0,2.45,,
40355,NUM1,Numedalslågen v/E18,1993-09-15 00:00:00,0,0,,,,26.0,,117.0,2.0,,,,,,,285.0,,,4.0,1.16,,
40355,NUM1,Numedalslågen v/E18,1993-10-17 00:00:00,0,0,,,,20.0,,260.0,5.0,,,,,4.3,,545.0,,,8.0,2.47,,
40355,NUM1,Numedalslågen v/E18,1993-11-14 00:00:00,0,0,,,,36.0,,525.0,23.0,,,,,,,940.0,,,42.0,28.1,,
40355,NUM1,Numedalslågen v/E18,1993-12-05 00:00:00,0,0,,,,45.0,,305.0,7.0,,,,,,,510.0,,,17.0,9.98,,
40355,NUM1,Numedalslågen v/E18,1994-01-17 00:00:00,0,0,,,,43.0,,235.0,4.0,,,,,,,400.0,,,6.0,3.08,,
40355,NUM1,Numedalslågen v/E18,1994-02-17 00:00:00,0,0,,,,30.0,,140.0,3.0,,,,,,,335.0,,,4.0,1.79,,
40355,NUM1,Numedalslågen v/E18,1994-03-16 00:00:00,0,0,,,,50.0,,435.0,5.0,,,,,,,590.0,,,8.0,4.28,,
40355,NUM1,Numedalslågen v/E18,1994-04-17 00:00:00,0,0,,,,26.0,,730.0,7.0,,,,,,,790.0,,,14.0,10.8,,
40355,NUM1,Numedalslågen v/E18,1994-05-09 00:00:00,0,0,,,,9.0,,160.0,3.0,,,,,,,340.0,,,8.0,4.84,,
40355,NUM1,Numedalslågen v/E18,1994-06-07 00:00:00,0,0,,,,5.0,,109.0,3.0,,,,,,,230.0,,,9.0,3.1,,
40355,NUM1,Numedalslågen v/E18,1994-07-18 00:00:00,0,0,,,,9.0,,59.0,0.5,,,,,,,230.0,,,4.0,2.71,,
40355,NUM1,Numedalslågen v/E18,1994-08-18 00:00:00,0,0,,,,21.0,,99.0,2.0,,,,,,,355.0,,,9.0,3.28,,
40355,NUM1,Numedalslågen v/E18,1994-09-15 00:00:00,0,0,,,,13.0,,340.0,4.0,,,,,,,600.0,,,13.0,6.45,,
40355,NUM1,Numedalslågen v/E18,1994-10-17 00:00:00,0,0,,,,54.0,,185.0,2.0,,,,,,,405.0,,,5.0,4.12,,
40355,NUM1,Numedalslågen v/E18,1994-11-08 00:00:00,0,0,,,,34.0,,245.0,2.0,,,,,,,460.0,,,6.0,2.24,,
40355,NUM1,Numedalslågen v/E18,1994-12-07 00:00:00,0,0,,,,43.0,,265.0,2.0,,,,,,,435.0,,,6.0,2.19,,
40355,NUM1,Numedalslågen v/E18,1995-01-17 00:00:00,0,0,,,,42.0,,200.0,6.0,,,,,,,375.0,,,43.0,5.69,,
40355,NUM1,Numedalslågen v/E18,1995-02-14 00:00:00,0,0,,,,59.0,,235.0,6.0,,,2.7,,,,405.0,,,10.0,4.44,,
40355,NUM1,Numedalslågen v/E18,1995-03-14 00:00:00,0,0,,,,57.0,,250.0,5.0,,,2.7,,,,420.0,,,9.0,5.29,,
40355,NUM1,Numedalslågen v/E18,1995-04-10 00:00:00,0,0,,,,30.0,,355.0,6.0,,,3.3,,,,530.0,,,11.0,7.26,,
40355,NUM1,Numedalslågen v/E18,1995-05-15 00:00:00,0,0,,,,14.0,,156.0,1.0,,,2.6,,,,310.0,,,4.0,2.64,,
40355,NUM1,Numedalslågen v/E18,1995-06-12 00:00:00,0,0,,,,8.0,,146.0,4.0,,,2.6,,,,380.0,,,12.0,6.3,,
40355,NUM1,Numedalslågen v/E18,1995-07-15 00:00:00,0,0,,,,23.0,,114.0,2.0,,,1.6,,,,260.0,,,5.0,1.82,,
40355,NUM1,Numedalslågen v/E18,1995-08-15 00:00:00,0,0,,,,12.0,,88.0,0.5,,,1.1,,,,215.0,,,4.0,1.58,,
40355,NUM1,Numedalslågen v/E18,1995-09-18 00:00:00,0,0,,,,12.0,,160.0,3.0,,,2.8,,,,440.0,,,9.0,4.96,,
40355,NUM1,Numedalslågen v/E18,1995-10-16 00:00:00,0,0,,,,29.0,,190.0,2.0,,,2.6,,,,390.0,,,7.0,1.86,,
40355,NUM1,Numedalslågen v/E18,1995-11-16 00:00:00,0,0,,,,48.0,,155.0,3.0,,,2.5,,,,310.0,,,7.0,2.4,,
40355,NUM1,Numedalslågen v/E18,1995-12-07 00:00:00,0,0,,,,36.0,,122.0,5.0,,,2.2,,3.4,,275.0,,,8.0,4.5,,
40355,NUM1,Numedalslågen v/E18,1996-01-11 00:00:00,0,0,,,,48.0,,150.0,4.0,,,1.9,,,,310.0,,,6.0,2.58,,
40355,NUM1,Numedalslågen v/E18,1996-02-13 00:00:00,0,0,,,,37.0,,89.0,2.0,,,1.8,,,,210.0,,,4.0,1.6,,
40355,NUM1,Numedalslågen v/E18,1996-03-13 00:00:00,0,0,,,,50.0,,118.0,2.0,,,1.8,,,,265.0,,,6.0,1.65,,
40355,NUM1,Numedalslågen v/E18,1996-04-18 00:00:00,0,0,,,,38.0,,510.0,14.0,,,3.1,,,,710.0,,,24.0,19.3,,
40355,NUM1,Numedalslågen v/E18,1996-05-15 00:00:00,0,0,,,,8.0,,250.0,2.0,,,2.6,,,,475.0,,,13.0,4.41,,
40355,NUM1,Numedalslågen v/E18,1996-06-17 00:00:00,0,0,,,,7.0,,104.0,2.0,,,1.1,,,,300.0,,,12.0,1.52,,
40355,NUM1,Numedalslågen v/E18,1996-07-17 00:00:00,0,0,,,,9.0,,86.0,1.0,,,0.9,,,,275.0,,,4.0,1.69,,
40355,NUM1,Numedalslågen v/E18,1996-08-15 00:00:00,0,0,,,,18.0,,90.0,1.0,,,0.42,,,,255.0,,,5.0,1.9,,
40355,NUM1,Numedalslågen v/E18,1996-09-17 00:00:00,0,0,,,,30.0,,255.0,2.0,,,2.4,,,,495.0,,,6.0,1.36,,
40355,NUM1,Numedalslågen v/E18,1996-10-14 00:00:00,0,0,,,,47.0,,300.0,3.0,,,3.2,,,,550.0,,,8.0,1.73,,
