station_id,station_code,station_name,sample_date,DOC,Color,NH4-N,NO3-N,TRP,POC,SPM,SiO2,Si,TOC,TOTN_EF_usikker,TOTN,TDP,PP,TOTP,TSM,UV_Abs_254nm,UV_Abs_410nm
40356,GLO1,"Glomma, Sarpsfossen",1992-11-06 00:00:00,,,24.0,625.0,9.0,,,,,4.6,,785.0,,,17.0,3.95,,
40356,GLO1,"Glomma, Sarpsfossen",1992-12-03 00:00:00,,,56.0,1010.0,8.0,,,,,9.3,,1460.0,,,77.0,155.0,,
40356,GLO1,"Glomma, Sarpsfossen",1993-01-12 00:00:00,,,58.0,405.0,32.0,,,,,,,640.0,,,56.0,45.7,,
40356,GLO1,"Glomma, Sarpsfossen",1993-02-19 00:00:00,,,28.0,365.0,4.0,,,,,4.1,,520.0,,,9.0,4.61,,
40356,GLO1,"Glomma, Sarpsfossen",1993-03-18 00:00:00,,,71.0,510.0,26.0,,,,,,,760.0,,,41.0,29.7,,
40356,GLO1,"Glomma, Sarpsfossen",1993-04-16 00:00:00,,,18.0,495.0,7.0,,,,,3.9,,710.0,,,15.0,10.9,,
40356,GLO1,"Glomma, Sarpsfossen",1993-05-19 00:00:00,,,16.0,250.0,5.0,,,,,4.2,,440.0,,,12.0,5.61,,
40356,GLO1,"Glomma, Sarpsfossen",1993-06-07 00:00:00,,,16.0,280.0,2.0,,,,,2.8,,415.0,,,8.0,3.59,,
40356,GLO1,"Glomma, Sarpsfossen",1993-07-05 00:00:00,,,16.0,210.0,2.0,,,,,2.2,,370.0,,,10.0,3.31,,
40356,GLO1,"Glomma, Sarpsfossen",1993-08-13 00:00:00,,,15.0,245.0,4.0,,,,,3.6,,430.0,,,9.0,5.03,,
40356,GLO1,"Glomma, Sarpsfossen",1993-09-15 00:00:00,,,11.0,150.0,2.0,,,,,3.1,,400.0,,,8.0,1.91,,
40356,GLO1,"Glomma, Sarpsfossen",1993-10-15 00:00:00,,,23.0,410.0,5.0,,,,,4.9,,640.0,,,14.0,3.48,,
40356,GLO1,"Glomma, Sarpsfossen",1993-11-12 00:00:00,,,12.0,315.0,2.0,,,,,4.4,,515.0,,,8.0,4.71,,
40356,GLO1,"Glomma, Sarpsfossen",1993-12-06 00:00:00,,,58.0,920.0,29.0,,,,,6.1,,1330.0,,,54.0,29.8,,
40356,GLO1,"Glomma, Sarpsfossen",1994-01-21 00:00:00,,,40.0,375.0,3.0,,,,,,,555.0,,,7.0,2.57,,
40356,GLO1,"Glomma, Sarpsfossen",1994-02-15 00:00:00,,,48.0,350.0,3.0,,,,,,,540.0,,,15.0,1.85,,
40356,GLO1,"Glomma, Sarpsfossen",1994-03-14 00:00:00,,,60.0,460.0,15.0,,,,,,,700.0,,,26.0,12.4,,
40356,GLO1,"Glomma, Sarpsfossen",1994-04-12 00:00:00,,,52.0,635.0,23.0,,,,,,,910.0,,,38.0,29.7,,
40356,GLO1,"Glomma, Sarpsfossen",1994-05-10 00:00:00,,,14.0,230.0,5.0,,,,,,,475.0,,,17.0,8.08,,
40356,GLO1,"Glomma, Sarpsfossen",1994-06-10 00:00:00,,,24.0,225.0,2.0,,,,,,,435.0,,,9.0,3.43,,
40356,GLO1,"Glomma, Sarpsfossen",1994-07-14 00:00:00,,,11.0,235.0,2.0,,,,,,,395.0,,,7.0,3.89,,
40356,GLO1,"Glomma, Sarpsfossen",1994-08-18 00:00:00,,,16.0,235.0,2.0,,,,,,,385.0,,,8.0,4.55,,
40356,GLO1,"Glomma, Sarpsfossen",1994-09-15 00:00:00,,,20.0,530.0,2.0,,,,,,,740.0,,,13.0,7.63,,
40356,GLO1,"Glomma, Sarpsfossen",1994-10-12 00:00:00,,,27.0,320.0,3.0,,,,,,,480.0,,,8.0,2.81,,
40356,GLO1,"Glomma, Sarpsfossen",1994-11-10 00:00:00,,,26.0,425.0,3.0,,,,,,,565.0,,,8.0,2.59,,
40356,GLO1,"Glomma, Sarpsfossen",1994-12-05 00:00:00,,,43.0,540.0,3.0,,,,,,,705.0,,,9.0,5.75,,
40356,GLO1,"Glomma, Sarpsfossen",1995-01-16 00:00:00,,,48.0,625.0,11.0,,,,,,,845.0,,,20.0,13.3,,
40356,GLO1,"Glomma, Sarpsfossen",1995-02-16 00:00:00,,,60.0,650.0,9.0,,,3.4,,4.3,,920.0,,,45.0,11.3,,
40356,GLO1,"Glomma, Sarpsfossen",1995-03-13 00:00:00,,,34.0,460.0,6.0,,,3.6,,4.1,,655.0,,,11.0,6.62,,
40356,GLO1,"Glomma, Sarpsfossen",1995-04-10 00:00:00,,,23.0,535.0,12.0,,,3.4,,3.2,,750.0,,,21.0,16.7,,
40356,GLO1,"Glomma, Sarpsfossen",1995-05-10 00:00:00,,,51.0,520.0,9.0,,,3.9,,5.9,,775.0,,,20.0,11.5,,
40356,GLO1,"Glomma, Sarpsfossen",1995-05-30 00:00:00,,,,,,,,,,4.7,,435.0,,,9.0,9.6,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-01 00:00:00,,,,175.0,,,,,,5.9,,425.0,,,19.0,16.6,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-02 00:00:00,,,,205.0,,,,,,5.6,,425.0,,,30.0,20.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-03 00:00:00,,,,270.0,,,,,,5.8,,460.0,,,36.0,20.2,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-04 00:00:00,,,,255.0,,,,,,5.2,,460.0,,,57.0,26.6,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-05 00:00:00,,,,315.0,,,,,,5.6,,515.0,,,67.0,37.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-06 00:00:00,,,31.0,275.0,38.0,,,2.5,,5.8,,555.0,,,57.0,42.2,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-07 00:00:00,,,,290.0,,,,,,6.0,,600.0,,,90.0,44.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-08 00:00:00,,,,205.0,,,,2.6,,6.0,,475.0,,,128.0,64.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-09 00:00:00,,,,220.0,,,,,,5.6,,460.0,,,112.0,54.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-10 00:00:00,,,,218.0,,,,2.5,,4.7,,470.0,,,107.0,47.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-11 00:00:00,,,,245.0,,,,,,4.3,,470.0,,,80.0,36.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-12 00:00:00,,,,265.0,,,,2.6,,4.7,,453.0,,,78.0,27.1,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-13 00:00:00,,,,297.0,,,,,,4.2,,525.0,,,45.0,26.8,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-14 00:00:00,,,,300.0,,,,2.6,,4.4,,525.0,,,41.0,24.9,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-15 00:00:00,,,,505.0,,,,,,4.6,,730.0,,,45.0,26.2,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-16 00:00:00,,,,516.0,,,,2.6,,4.9,,710.0,,,43.0,21.6,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-17 00:00:00,,,,339.0,,,,,,4.5,,530.0,,,50.0,22.1,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-18 00:00:00,,,,397.0,,,,2.8,,4.6,,605.0,,,62.0,24.7,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-19 00:00:00,,,,456.0,,,,,,4.7,,605.0,,,51.0,19.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-20 00:00:00,,,,480.0,,,,2.9,,4.3,,665.0,,,41.0,15.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-21 00:00:00,,,,440.0,,,,,,4.4,,620.0,,,33.0,13.9,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-22 00:00:00,,,,390.0,,,,2.8,,4.5,,575.0,,,32.0,11.9,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-23 00:00:00,,,,455.0,,,,,,3.9,,595.0,,,27.0,10.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-24 00:00:00,,,,365.0,,,,2.8,,3.6,,555.0,,,23.0,7.5,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-25 00:00:00,,,,355.0,,,,,,3.5,,505.0,,,24.0,9.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-26 00:00:00,,,,350.0,,,,2.8,,3.4,,480.0,,,24.0,8.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-27 00:00:00,,,,345.0,,,,,,3.4,,460.0,,,20.0,7.1,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-28 00:00:00,,,,320.0,,,,2.6,,3.7,,430.0,,,18.0,7.0,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-29 00:00:00,,,,290.0,,,,,,3.9,,450.0,,,20.0,7.8,,
40356,GLO1,"Glomma, Sarpsfossen",1995-06-30 00:00:00,,,,300.0,,,,2.6,,3.8,,465.0,,,18.0,6.7,,
40356,GLO1,"Glomma, Sarpsfossen",1995-07-06 00:00:00,,,,285.0,,,,,,3.7,,465.0,,,17.0,5.3,,
40356,GLO1,"Glomma, Sarpsfossen",1995-07-12 00:00:00,,,10.0,270.0,4.1,,,2.3,,3.2,,470.0,,,13.0,3.46,,
40356,GLO1,"Glomma, Sarpsfossen",1995-07-19 00:00:00,,,,285.0,,,,,,2.9,,450.0,,,8.0,3.1,,
40356,GLO1,"Glomma, Sarpsfossen",1995-07-26 00:00:00,,,,254.0,,,,,,3.3,,465.0,,,14.0,3.5,,
40356,GLO1,"Glomma, Sarpsfossen",1995-07-31 00:00:00,,,,190.0,,,,,,3.2,,385.0,,,9.0,3.4,,
40356,GLO1,"Glomma, Sarpsfossen",1995-08-08 00:00:00,,,,215.0,,,,,,3.9,,465.0,,,14.0,4.2,,
40356,GLO1,"Glomma, Sarpsfossen",1995-08-16 00:00:00,,,5.0,225.0,3.0,,,2.1,,3.6,,445.0,,,10.0,3.67,,
40356,GLO1,"Glomma, Sarpsfossen",1995-08-28 00:00:00,,,,220.0,,,,,,2.9,,390.0,,,9.0,2.6,,
40356,GLO1,"Glomma, Sarpsfossen",1995-09-20 00:00:00,,,21.0,250.0,2.0,,,1.8,,3.2,,425.0,,,7.0,1.73,,
40356,GLO1,"Glomma, Sarpsfossen",1995-10-11 00:00:00,,,16.0,440.0,4.0,,,2.4,,4.0,,620.0,,,12.0,5.82,,
40356,GLO1,"Glomma, Sarpsfossen",1995-11-22 00:00:00,,,15.0,365.0,4.0,,,2.9,,3.3,,505.0,,,8.0,3.41,,
40356,GLO1,"Glomma, Sarpsfossen",1995-12-07 00:00:00,,,26.0,385.0,4.0,,,2.9,,3.3,,580.0,,,7.0,2.93,,
40356,GLO1,"Glomma, Sarpsfossen",1996-01-18 00:00:00,,,57.0,370.0,3.0,,,2.9,,,,535.0,,,6.0,1.64,,
40356,GLO1,"Glomma, Sarpsfossen",1996-03-04 00:00:00,,,82.0,385.0,1.0,,,2.8,,,,590.0,,,5.0,0.84,,
40356,GLO1,"Glomma, Sarpsfossen",1996-04-11 00:00:00,,,154.0,640.0,28.0,,,2.9,,,,1000.0,,,54.0,36.5,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-13 00:00:00,,,57.0,530.0,11.0,,,3.0,,,,830.0,,,23.0,13.1,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-20 00:00:00,,,102.0,625.0,5.5,,,3.1,,6.8,,945.0,,,46.7,15.4,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-22 00:00:00,,,80.0,570.0,,,,,,6.2,,880.0,,,37.1,12.3,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-24 00:00:00,,,52.0,480.0,,,,,,6.0,,760.0,,,29.4,9.4,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-28 00:00:00,,,49.0,445.0,2.0,,,2.9,,5.8,,720.0,,,27.0,8.1,,
40356,GLO1,"Glomma, Sarpsfossen",1996-05-30 00:00:00,,,34.0,340.0,,,,,,5.5,,580.0,,,24.3,8.6,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-01 00:00:00,,,47.0,340.0,,,,,,6.1,,570.0,,,19.4,8.0,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-03 00:00:00,,,58.0,400.0,1.0,,,2.9,,5.5,,635.0,,,20.4,4.7,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-05 00:00:00,,,40.0,295.0,,,,,,5.3,,520.0,,,18.2,6.2,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-07 00:00:00,,,30.0,280.0,,,,,,4.9,,510.0,,,18.1,5.9,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-09 00:00:00,,,25.0,270.0,1.0,,,,,4.7,,490.0,,,17.6,5.6,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-11 00:00:00,,,22.0,260.0,4.0,,,2.5,,4.3,,480.0,,,16.9,5.55,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-13 00:00:00,,,26.0,275.0,,,,,,4.4,,445.0,,,17.3,7.3,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-15 00:00:00,,,34.0,390.0,,,,,,3.7,,600.0,,,15.9,6.0,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-17 00:00:00,,,55.0,400.0,1.0,,,2.3,,4.1,,615.0,,,13.2,5.1,,
40356,GLO1,"Glomma, Sarpsfossen",1996-06-24 00:00:00,,,37.0,325.0,1.0,,,2.3,,4.7,,510.0,,,17.3,8.0,,
40356,GLO1,"Glomma, Sarpsfossen",1996-07-03 00:00:00,,,5.0,230.0,5.5,,,2.3,,5.1,,385.0,,,13.5,3.6,,
40356,GLO1,"Glomma, Sarpsfossen",1996-07-10 00:00:00,,,37.0,515.0,2.3,,,2.3,,3.4,,760.0,,,13.4,4.7,,
40356,GLO1,"Glomma, Sarpsfossen",1996-07-18 00:00:00,,,15.0,320.0,3.0,,,2.6,,4.0,,515.0,,,11.8,4.48,,
40356,GLO1,"Glomma, Sarpsfossen",1996-08-14 00:00:00,,,21.0,330.0,2.0,,,2.0,,,,560.0,,,8.0,3.36,,
40356,GLO1,"Glomma, Sarpsfossen",1996-09-18 00:00:00,,,11.0,250.0,2.0,,,1.9,,,,405.0,,,7.0,2.18,,
40356,GLO1,"Glomma, Sarpsfossen",1996-10-16 00:00:00,,,33.0,405.0,4.0,,,2.4,,,,635.0,,,11.0,4.87,,
40356,GLO1,"Glomma, Sarpsfossen",1996-11-14 00:00:00,,,34.0,585.0,14.0,,,3.6,,,,815.0,,,26.0,14.9,,
40356,GLO1,"Glomma, Sarpsfossen",1996-12-04 00:00:00,,,28.0,470.0,8.0,,,3.4,,,,685.0,,,17.0,8.06,,
40356,GLO1,"Glomma, Sarpsfossen",1997-01-15 00:00:00,,,48.0,405.0,2.0,,,2.8,,,,560.0,,,5.0,1.4,,
40356,GLO1,"Glomma, Sarpsfossen",1997-02-12 00:00:00,,,83.0,490.0,57.0,,,3.4,,,,780.0,,,99.0,75.5,,
40356,GLO1,"Glomma, Sarpsfossen",1997-03-19 00:00:00,,,30.0,495.0,12.0,,,3.5,,,,685.0,,,21.0,13.5,,
40356,GLO1,"Glomma, Sarpsfossen",1997-04-16 00:00:00,,,51.0,435.0,22.0,,,3.3,,,,670.0,,,36.0,26.5,,
40356,GLO1,"Glomma, Sarpsfossen",1997-05-14 00:00:00,,,52.0,800.0,13.0,,,3.42,,,,1010.0,,,22.0,14.5,,
40356,GLO1,"Glomma, Sarpsfossen",1997-06-19 00:00:00,,,9.0,195.0,3.0,,,2.1,,,,350.0,,,10.0,5.26,,
40356,GLO1,"Glomma, Sarpsfossen",1997-07-16 00:00:00,,,14.0,225.0,3.0,,,2.0,,,,395.0,,,9.0,4.84,,
40356,GLO1,"Glomma, Sarpsfossen",1997-08-11 00:00:00,,,14.0,205.0,2.0,,,1.9,,,,365.0,,,7.0,3.16,,
40356,GLO1,"Glomma, Sarpsfossen",1997-09-17 00:00:00,,,15.0,245.0,4.0,,,2.2,,,,430.0,,,10.0,4.78,,
40356,GLO1,"Glomma, Sarpsfossen",1997-10-15 00:00:00,,,18.0,270.0,2.0,,,2.4,,5.1,,425.0,,,7.0,2.33,,
40356,GLO1,"Glomma, Sarpsfossen",1997-11-19 00:00:00,,,23.0,390.0,3.0,,,3.0,,,,580.0,,,8.0,2.41,,
40356,GLO1,"Glomma, Sarpsfossen",1997-12-10 00:00:00,,,43.0,465.0,2.0,,,3.3,,,,680.0,,,10.0,4.19,,
40356,GLO1,"Glomma, Sarpsfossen",1998-01-14 00:00:00,,,34.0,695.0,6.0,,,3.4,,,,890.0,,,13.0,5.58,,
40356,GLO1,"Glomma, Sarpsfossen",1998-02-23 00:00:00,,,40.0,705.0,11.0,,,3.7,,,,930.0,,,25.0,14.6,,
40356,GLO1,"Glomma, Sarpsfossen",1998-03-23 00:00:00,,,44.0,365.0,2.0,,,3.2,,,,550.0,,,7.0,2.48,,
40356,GLO1,"Glomma, Sarpsfossen",1998-04-15 00:00:00,,,113.0,570.0,9.0,,,3.4,,,,745.0,,,16.0,9.54,,
40356,GLO1,"Glomma, Sarpsfossen",1998-05-16 00:00:00,,,15.0,195.0,5.0,,,3.0,,,,390.0,,,13.0,6.12,,
40356,GLO1,"Glomma, Sarpsfossen",1998-06-15 00:00:00,,,16.0,325.0,4.0,,,2.3,,,,490.0,,,8.0,2.74,,
40356,GLO1,"Glomma, Sarpsfossen",1998-07-22 00:00:00,,,13.0,91.0,3.0,,,2.4,,5.1,,485.0,,,9.0,4.04,,
40356,GLO1,"Glomma, Sarpsfossen",1998-08-17 00:00:00,,,21.0,260.0,5.0,,,2.6,,,,475.0,,,14.0,5.19,,
40356,GLO1,"Glomma, Sarpsfossen",1998-09-14 00:00:00,,,16.0,260.0,5.0,,,2.7,,,,440.0,,,11.0,4.43,,
40356,GLO1,"Glomma, Sarpsfossen",1998-10-20 00:00:00,,,20.0,430.0,6.0,,,3.2,,,,655.0,,,16.0,5.74,,
40356,GLO1,"Glomma, Sarpsfossen",1998-11-16 00:00:00,,,24.0,330.0,4.0,,,3.4,,,,565.0,,,12.0,5.15,,
40356,GLO1,"Glomma, Sarpsfossen",1998-12-14 00:00:00,,,27.0,380.0,3.0,,,3.5,,,,570.0,,,8.0,3.8,,
40356,GLO1,"Glomma, Sarpsfossen",1999-02-07 00:00:00,,,40.0,549.0,7.1,,,5.1344532672,,4.12,,675.0,,,,4.7,,
40356,GLO1,"Glomma, Sarpsfossen",1999-02-28 00:00:00,,,56.0,351.0,1.4,,,4.278711056,,2.98,,445.0,,,,1.2,,
40356,GLO1,"Glomma, Sarpsfossen",1999-03-22 00:00:00,,,79.0,405.0,7.6,,,3.6369043976,,3.12,,680.0,,,,4.6,,
40356,GLO1,"Glomma, Sarpsfossen",1999-04-26 00:00:00,,,56.0,387.0,23.0,,,4.9205177144,,5.56,,682.0,,,,12.8,,
40356,GLO1,"Glomma, Sarpsfossen",1999-05-02 00:00:00,,,41.0,351.0,13.0,,,3.6369043976,,5.73,,596.0,,,,8.2,,
40356,GLO1,"Glomma, Sarpsfossen",1999-05-09 00:00:00,,,41.0,280.0,11.0,,,5.7762599256,,5.49,,481.0,,,,5.3,,
40356,GLO1,"Glomma, Sarpsfossen",1999-05-24 00:00:00,,,31.0,320.0,3.4,,,4.7065821616,,4.83,,560.0,,,,6.1,,
40356,GLO1,"Glomma, Sarpsfossen",1999-05-31 00:00:00,,,16.0,202.0,4.8,,,2.9950977392,,4.22,,401.0,,,,9.1,,
40356,GLO1,"Glomma, Sarpsfossen",1999-06-07 00:00:00,,,11.0,233.0,0.97,,,2.7811621864,,3.56,,412.0,,,,4.7,,
40356,GLO1,"Glomma, Sarpsfossen",1999-06-13 00:00:00,,,15.0,245.0,1.0,,,2.7811621864,,3.25,,367.0,,,,4.9,,
