index	time	FA/RAMSES/DERIVED/RRS/CALIBRATED/SHIP_SHADDOW	FA/RAMSES/DERIVED/RRS/CALIBRATED/SUN_GLINT	FA/RAMSES/DERIVED/RRS/CALIBRATED/SUN_HEIGHT	longitude	latitude
437	2023-07-01 02:29:00				10.85613	55.527433
438	2023-07-01 02:29:04	-1.0	1.0	-1.0		
439	2023-07-01 02:29:34	-1.0	1.0	-1.0		
440	2023-07-01 02:30:00				10.859752	55.522202
441	2023-07-01 02:30:04	-1.0	1.0	-1.0		
442	2023-07-01 02:30:35	-1.0	1.0	-1.0		
443	2023-07-01 02:31:00				10.863362	55.516977
444	2023-07-01 02:31:05	-1.0	1.0	-1.0		
445	2023-07-01 02:31:35	-1.0	1.0	-1.0		
446	2023-07-01 02:32:00				10.8672	55.511795
447	2023-07-01 02:32:05	-1.0	1.0	-1.0		
448	2023-07-01 02:32:35	-1.0	1.0	-1.0		
449	2023-07-01 02:33:00				10.871953	55.50687
450	2023-07-01 02:33:05	-1.0	1.0	-1.0		
451	2023-07-01 02:33:35	-1.0	1.0	-1.0		
452	2023-07-01 02:34:00				10.877318	55.502142
453	2023-07-01 02:34:05	-1.0	1.0	-1.0		
454	2023-07-01 02:34:35	-1.0	1.0	-1.0		
455	2023-07-01 02:35:00				10.882793	55.497457
456	2023-07-01 02:35:05	-1.0	1.0	-1.0		
457	2023-07-01 02:35:35	-1.0	1.0	-1.0		
458	2023-07-01 02:36:00				10.888248	55.49274
459	2023-07-01 02:36:05	-1.0	1.0	-1.0		
460	2023-07-01 02:36:35	-1.0	1.0	-1.0		
461	2023-07-01 02:37:00				10.893588	55.48802
462	2023-07-01 02:37:06	-1.0	1.0	-1.0		
463	2023-07-01 02:37:36	-1.0	1.0	-1.0		
464	2023-07-01 02:38:00				10.898898	55.483372
465	2023-07-01 02:38:06	-1.0	1.0	-1.0		
466	2023-07-01 02:38:36	-1.0	1.0	-1.0		
467	2023-07-01 02:39:00				10.904133	55.47876
468	2023-07-01 02:39:06	-1.0	1.0	-1.0		
469	2023-07-01 02:39:36	-1.0	1.0	-1.0		
470	2023-07-01 02:40:00				10.90932	55.474142
471	2023-07-01 02:40:06	-1.0	1.0	-1.0		
472	2023-07-01 02:40:36	-1.0	1.0	-1.0		
473	2023-07-01 02:41:00				10.914422	55.46958
474	2023-07-01 02:41:06	-1.0	1.0	-1.0		
475	2023-07-01 02:41:36	-1.0	1.0	-1.0		
476	2023-07-01 02:42:00				10.91961	55.465115
477	2023-07-01 02:42:06	-1.0	1.0	-1.0		
478	2023-07-01 02:42:36	-1.0	1.0	-1.0		
479	2023-07-01 02:43:00				10.924658	55.460623
480	2023-07-01 02:43:06	-1.0	1.0	-1.0		
481	2023-07-01 02:44:00				10.929662	55.456227
482	2023-07-01 02:44:10	-1.0	1.0	-1.0		
483	2023-07-01 02:44:40	-1.0	1.0	-1.0		
484	2023-07-01 02:45:00				10.934722	55.451828
485	2023-07-01 02:45:10	-1.0	1.0	-1.0		
486	2023-07-01 02:45:42	-1.0	1.0	-1.0		
487	2023-07-01 02:46:00				10.939607	55.44743
