Timestamp,CDOMdigitalFinal (µg/L),QC flag CDOMdigitalFinal,PhValue_Avg (-),QC flag PhValue_Avg,CondValue_Avg (µS/cm),QC flag CondValue_Avg,Turbidity_Avg (NTU),QC flag Turbidity_Avg
2023-12-31 15:00:00,71.41,None,6.402,None,28.26,None,2.995,None
2023-12-31 14:00:00,71.69,None,6.402,None,28.42,None,2.55,None
2023-12-31 13:00:00,71.78,None,6.401,None,28.9,None,2.942,None
2023-12-31 12:00:00,71.7,None,6.397,None,31.81,None,2.746,None
2023-12-31 11:00:00,71.66,None,6.399,None,33.41,None,2.418,None
2023-12-31 10:00:00,71.84,None,6.398,None,31.71,None,2.674,None
2023-12-31 09:00:00,72.22,None,6.394,None,30.31,None,3.106,None
2023-12-31 08:00:00,71.66,None,6.388,None,31.09,None,2.266,None
2023-12-31 07:00:00,72.22,None,6.396,None,31.39,None,2.679,None
2023-12-31 06:00:00,72.12,None,6.394,None,31.72,None,2.137,None
2023-12-31 05:00:00,72.19,None,6.395,None,32.1,None,2.415,None
2023-12-31 04:00:00,72.48,None,6.394,None,30.23,None,2.62,None
2023-12-31 03:00:00,72.31,None,6.393,None,29.93,None,2.399,None
2023-12-31 02:00:00,72.39,None,6.396,None,31.13,None,2.634,None
2023-12-31 01:00:00,72.57,None,6.393,None,31.2,None,2.453,None
2023-12-31 00:00:00,72.56,None,6.394,None,32.41,None,2.694,None
2023-12-30 23:00:00,72.76,None,6.393,None,32.65,None,2.198,None
2023-12-30 22:00:00,72.83,None,6.393,None,31.71,None,2.379,None
2023-12-30 21:00:00,73.11,None,6.395,None,32.66,None,2.685,None
2023-12-30 20:00:00,72.86,None,6.39,None,32.56,None,2.621,None
2023-12-30 19:00:00,73.07,None,6.377,None,32.25,None,2.541,None
2023-12-30 18:00:00,73.0,None,6.393,None,32.12,None,2.409,None
2023-12-30 17:00:00,72.99,None,6.394,None,31.64,None,2.203,None
2023-12-30 16:00:00,73.16,None,6.392,None,29.41,None,2.591,None
2023-12-30 15:00:00,72.75,None,6.391,None,29.96,None,2.458,None
2023-12-30 14:00:00,73.23,None,6.389,None,30.89,None,2.523,None
2023-12-30 13:00:00,72.77,None,6.386,None,32.58,None,2.195,None
2023-12-30 12:00:00,72.74,None,6.382,None,30.56,None,2.271,None
2023-12-30 11:00:00,73.05,None,6.383,None,28.6,None,2.14,None
2023-12-30 10:00:00,73.03,None,6.384,None,29.32,None,2.418,None
2023-12-30 09:00:00,73.05,None,6.383,None,28.83,None,2.359,None
2023-12-30 08:00:00,73.25,None,6.378,None,28.5,None,2.448,None
2023-12-30 07:00:00,73.25,None,6.38,None,28.71,None,2.011,None
2023-12-30 06:00:00,72.78,None,6.383,None,28.53,None,2.457,None
2023-12-30 05:00:00,73.14,None,6.384,None,31.94,None,2.401,None
2023-12-30 04:00:00,73.11,None,6.382,None,33.66,None,2.17,None
2023-12-30 03:00:00,73.16,None,6.383,None,33.01,None,2.678,None
2023-12-30 02:00:00,73.05,None,6.386,None,34.4,None,2.438,None
2023-12-30 01:00:00,72.85,None,6.383,None,33.85,None,2.606,None
2023-12-30 00:00:00,73.19,None,6.385,None,32.63,None,2.573,None
2023-12-29 23:00:00,73.1,None,6.386,None,31.78,None,2.473,None
2023-12-29 22:00:00,73.19,None,6.38,None,31.29,None,2.276,None
2023-12-29 21:00:00,73.32,None,6.383,None,33.84,None,2.432,None
2023-12-29 20:00:00,73.23,None,6.388,None,33.07,None,2.257,None
2023-12-29 19:00:00,73.26,None,6.387,None,33.85,None,2.178,None
2023-12-29 18:00:00,73.55,None,6.385,None,36.4,None,2.405,None
2023-12-29 17:00:00,73.37,None,6.386,None,35.62,None,2.415,None
2023-12-29 16:00:00,73.5,None,6.385,None,33.46,None,2.309,None
2023-12-29 15:00:00,73.53,None,6.384,None,33.9,None,2.767,None
2023-12-29 14:00:00,73.58,None,6.383,None,33.48,None,2.547,None
2023-12-29 13:00:00,73.64,None,6.382,None,33.43,None,2.405,None
2023-12-29 12:00:00,73.67,None,6.383,None,33.27,None,2.23,None
2023-12-29 11:00:00,73.85,None,6.381,None,31.68,None,2.689,None
2023-12-29 10:00:00,73.86,None,6.38,None,29.68,None,2.196,None
2023-12-29 09:00:00,73.85,None,6.374,None,28.73,None,2.416,None
2023-12-29 08:00:00,73.93,None,6.368,None,27.35,None,2.558,None
2023-12-29 07:00:00,73.6,None,6.364,None,27.37,None,2.581,None
2023-12-29 06:00:00,73.77,None,6.379,None,28.04,None,2.273,None
2023-12-29 05:00:00,74.23,None,6.375,None,28.48,None,2.171,None
2023-12-29 04:00:00,74.18,None,6.376,None,29.3,None,2.576,None
2023-12-29 03:00:00,74.37,None,6.376,None,29.12,None,2.42,None
2023-12-29 02:00:00,74.13,None,6.375,None,28.41,None,2.338,None
2023-12-29 01:00:00,74.31,None,6.377,None,28.73,None,2.408,None
2023-12-29 00:00:00,74.31,None,6.376,None,27.58,None,2.584,None
2023-12-28 23:00:00,74.36,None,6.375,None,27.66,None,2.475,None
2023-12-28 22:00:00,74.43,None,6.378,None,27.49,None,2.549,None
2023-12-28 21:00:00,74.05,None,6.379,None,27.32,None,2.508,None
2023-12-28 20:00:00,74.13,None,6.375,None,26.66,None,2.518,None
2023-12-28 19:00:00,74.14,None,6.373,None,26.26,None,2.672,None
2023-12-28 18:00:00,74.35,None,6.376,None,27.1,None,2.573,None
2023-12-28 17:00:00,74.39,None,6.376,None,27.86,None,2.57,None
2023-12-28 16:00:00,74.59,None,6.377,None,29.58,None,2.361,None
2023-12-28 15:00:00,74.59,None,6.374,None,31.44,None,3.006,None
2023-12-28 14:00:00,74.86,None,6.373,None,30.15,None,2.622,None
2023-12-28 13:00:00,75.02,None,6.376,None,30.89,None,2.515,None
2023-12-28 12:00:00,75.11,None,6.374,None,29.79,None,2.645,None
2023-12-28 11:00:00,75.12,None,6.367,None,29.67,None,2.587,None
2023-12-28 10:00:00,75.4,None,6.366,None,29.64,None,2.553,None
2023-12-28 09:00:00,75.35,None,6.369,None,30.43,None,3.065,None
2023-12-28 08:00:00,75.5,None,6.365,None,29.97,None,2.576,None
2023-12-28 07:00:00,75.61,None,6.353,None,28.85,None,2.601,None
2023-12-28 06:00:00,75.82,None,6.348,None,27.84,None,2.528,None
2023-12-28 05:00:00,76.12,None,6.364,None,28.71,None,2.648,None
2023-12-28 04:00:00,75.99,None,6.369,None,28.99,None,2.638,None
2023-12-28 03:00:00,75.96,None,6.373,None,28.64,None,2.611,None
2023-12-28 02:00:00,76.29,None,6.382,None,27.42,None,2.671,None
2023-12-28 01:00:00,76.42,None,6.382,None,25.99,None,2.918,None
2023-12-28 00:00:00,76.21,None,6.377,None,26.48,None,2.912,None
2023-12-27 23:00:00,76.48,None,6.38,None,27.38,None,2.719,None
2023-12-27 22:00:00,76.69,None,6.38,None,29.53,None,2.931,None
2023-12-27 21:00:00,76.49,None,6.379,None,29.86,None,2.432,None
2023-12-27 20:00:00,76.49,None,6.378,None,28.37,None,2.857,None
2023-12-27 19:00:00,76.67,None,6.378,None,28.26,None,2.776,None
2023-12-27 18:00:00,76.86,None,6.38,None,27.14,None,2.795,None
2023-12-27 17:00:00,76.93,None,6.378,None,26.57,None,2.59,None
2023-12-27 16:00:00,76.9,None,6.376,None,25.85,None,3.004,None
2023-12-27 15:00:00,76.83,None,6.43,None,27.15,None,2.906,None
2023-12-27 14:00:00,76.0,None,6.517,None,29.38,None,2.246,None
2023-12-27 13:00:00,76.61,None,6.379,None,27.01,None,2.493,None
2023-12-27 12:00:00,77.11,None,6.373,None,27.45,None,2.639,None
2023-12-27 11:00:00,77.02,None,6.371,None,28.12,None,2.866,None
2023-12-27 10:00:00,76.92,None,6.371,None,28.8,None,3.466,None
2023-12-27 09:00:00,77.09,None,6.365,None,29.13,None,2.438,None
2023-12-27 08:00:00,77.24,None,6.375,None,28.83,None,2.89,None
2023-12-27 07:00:00,77.44,None,6.373,None,29.01,None,2.685,None
2023-12-27 06:00:00,77.55,None,6.38,None,29.19,None,2.659,None
2023-12-27 05:00:00,77.29,None,6.384,None,28.61,None,2.615,None
2023-12-27 04:00:00,77.35,None,6.382,None,28.4,None,2.53,None
2023-12-27 03:00:00,77.24,None,6.385,None,27.19,None,3.42,None
2023-12-27 02:00:00,77.61,None,6.391,None,26.48,None,2.547,None
2023-12-27 01:00:00,77.64,None,6.387,None,26.62,None,2.877,None
2023-12-27 00:00:00,77.58,None,6.379,None,27.87,None,3.043,None
2023-12-26 23:00:00,77.37,None,6.379,None,27.29,None,2.873,None
2023-12-26 22:00:00,77.46,None,6.375,None,27.62,None,3.145,None
2023-12-26 21:00:00,77.4,None,6.382,None,28.01,None,3.613,None
2023-12-26 20:00:00,77.61,None,6.385,None,28.28,None,3.154,None
2023-12-26 19:00:00,77.43,None,6.374,None,27.86,None,3.006,None
2023-12-26 18:00:00,77.41,None,6.385,None,27.31,None,2.865,None
2023-12-26 17:00:00,77.58,None,6.383,None,24.47,None,2.434,None
2023-12-26 16:00:00,77.46,None,6.379,None,24.14,None,2.736,None
2023-12-26 15:00:00,77.72,None,6.369,None,27.34,None,2.888,None
2023-12-26 14:00:00,77.3,None,6.371,None,28.71,None,2.714,None
2023-12-26 13:00:00,77.3,None,6.37,None,28.65,None,2.765,None
2023-12-26 12:00:00,77.23,None,6.367,None,28.62,None,2.819,None
2023-12-26 11:00:00,77.2,None,6.361,None,28.84,None,2.721,None
2023-12-26 10:00:00,77.25,None,6.371,None,30.11,None,2.922,None
2023-12-26 09:00:00,77.28,None,6.364,None,29.87,None,2.361,None
2023-12-26 08:00:00,76.83,None,6.38,None,29.67,None,2.518,None
2023-12-26 07:00:00,77.08,None,6.376,None,29.5,None,2.778,None
2023-12-26 06:00:00,77.17,None,6.391,None,29.22,None,2.537,None
2023-12-26 05:00:00,77.05,None,6.381,None,28.71,None,3.173,None
2023-12-26 04:00:00,76.78,None,6.41,None,28.79,None,2.826,None
2023-12-26 03:00:00,77.08,None,6.399,None,28.12,None,2.467,None
2023-12-26 02:00:00,77.15,None,6.392,None,29.21,None,2.622,None
2023-12-26 01:00:00,76.8,None,6.382,None,28.26,None,2.428,None
2023-12-26 00:00:00,76.8,None,6.379,None,28.16,None,2.495,None
2023-12-25 23:00:00,77.01,None,6.384,None,28.73,None,2.378,None
2023-12-25 22:00:00,77.02,None,6.381,None,29.01,None,2.652,None
2023-12-25 21:00:00,76.82,None,6.38,None,27.94,None,2.633,None
2023-12-25 20:00:00,76.71,None,6.386,None,28.61,None,2.911,None
2023-12-25 19:00:00,77.18,None,6.389,None,28.95,None,2.703,None
2023-12-25 18:00:00,76.96,None,6.367,None,28.82,None,2.396,None
2023-12-25 17:00:00,76.94,None,6.376,None,29.05,None,2.718,None
2023-12-25 16:00:00,76.97,None,6.386,None,29.55,None,2.708,None
2023-12-25 15:00:00,76.77,None,6.377,None,29.18,None,2.862,None
2023-12-25 14:00:00,76.95,None,6.386,None,29.02,None,2.637,None
2023-12-25 13:00:00,76.62,None,6.388,None,29.02,None,3.091,None
2023-12-25 12:00:00,76.76,None,6.381,None,28.89,None,2.952,None
2023-12-25 11:00:00,76.74,None,6.379,None,29.01,None,2.805,None
2023-12-25 10:00:00,76.82,None,6.379,None,29.41,None,2.878,None
2023-12-25 09:00:00,76.52,None,6.392,None,29.3,None,2.523,None
2023-12-25 08:00:00,76.39,None,6.407,None,30.03,None,2.35,None
2023-12-25 07:00:00,76.66,None,6.444,None,30.52,None,2.182,None
2023-12-25 06:00:00,76.43,None,6.4,None,29.86,None,2.67,None
2023-12-25 05:00:00,76.38,None,6.435,None,29.11,None,2.42,None
2023-12-25 04:00:00,76.4,None,6.416,None,30.15,None,2.599,None
2023-12-25 03:00:00,76.24,None,6.389,None,29.63,None,2.644,None
2023-12-25 02:00:00,76.11,None,6.393,None,29.73,None,3.051,None
2023-12-25 01:00:00,76.1,None,6.388,None,29.81,None,3.038,None
2023-12-25 00:00:00,76.05,None,6.387,None,29.4,None,2.418,None
2023-12-24 23:00:00,76.07,None,6.388,None,29.17,None,3.153,None
2023-12-24 22:00:00,75.87,None,6.394,None,29.28,None,2.587,None
2023-12-24 21:00:00,75.65,None,6.393,None,29.45,None,2.728,None
2023-12-24 20:00:00,75.57,None,6.399,None,29.94,None,2.783,None
2023-12-24 19:00:00,75.37,None,6.399,None,30.15,None,2.658,None
2023-12-24 18:00:00,75.28,None,6.397,None,29.11,None,2.641,None
2023-12-24 17:00:00,75.38,None,6.396,None,29.65,None,2.947,None
2023-12-24 16:00:00,75.16,None,6.397,None,29.43,None,2.945,None
2023-12-24 15:00:00,74.9,None,6.39,None,29.39,None,3.514,None
2023-12-24 14:00:00,74.68,None,6.383,None,29.66,None,3.112,None
2023-12-24 13:00:00,74.84,None,6.388,None,29.94,None,2.838,None
2023-12-24 12:00:00,74.64,None,6.38,None,29.83,None,3.004,None
2023-12-24 11:00:00,74.54,None,6.371,None,30.17,None,3.256,None
2023-12-24 10:00:00,74.82,None,6.383,None,30.62,None,2.918,None
2023-12-24 09:00:00,74.35,None,6.394,None,29.94,None,3.291,None
2023-12-24 08:00:00,74.43,None,6.411,None,31.39,None,2.721,None
2023-12-24 07:00:00,74.29,None,6.418,None,31.11,None,3.147,None
2023-12-24 06:00:00,74.6,None,6.421,None,30.66,None,3.621,None
2023-12-24 05:00:00,74.34,None,6.427,None,30.1,None,3.16,None
2023-12-24 04:00:00,74.18,None,6.401,None,30.11,None,3.258,None
2023-12-24 03:00:00,74.67,None,6.406,None,30.44,None,3.388,None
2023-12-24 02:00:00,74.33,None,6.414,None,30.14,None,3.655,None
2023-12-24 01:00:00,74.11,None,6.41,None,29.97,None,3.469,None
2023-12-24 00:00:00,74.09,None,6.41,None,29.59,None,3.578,None
2023-12-23 23:00:00,73.78,None,6.406,None,29.42,None,4.479,None
2023-12-23 22:00:00,73.7,None,6.404,None,29.05,None,3.822,None
2023-12-23 21:00:00,73.57,None,6.408,None,29.55,None,4.415,None
2023-12-23 20:00:00,73.21,None,6.407,None,29.63,None,3.892,None
2023-12-23 19:00:00,73.24,None,6.41,None,29.51,None,4.052,None
2023-12-23 18:00:00,73.15,None,6.412,None,29.77,None,4.498,None
2023-12-23 17:00:00,73.19,None,6.417,None,29.64,None,4.48,None
2023-12-23 16:00:00,73.07,None,6.412,None,30.12,None,4.394,None
2023-12-23 15:00:00,73.04,None,6.417,None,29.51,None,4.779,None
2023-12-23 14:00:00,72.78,None,6.412,None,28.89,None,4.511,None
2023-12-23 13:00:00,72.7,None,6.409,None,29.34,None,5.043,None
2023-12-23 12:00:00,72.79,None,6.406,None,29.57,None,5.149,None
2023-12-23 11:00:00,72.49,None,6.404,None,29.75,None,4.872,None
2023-12-23 10:00:00,72.49,None,6.416,None,30.28,None,5.182,None
2023-12-23 09:00:00,72.36,None,6.407,None,30.06,None,4.512,None
2023-12-23 08:00:00,72.23,None,6.398,None,29.99,None,5.171,None
2023-12-23 07:00:00,72.23,None,6.412,None,30.38,None,4.264,None
2023-12-23 06:00:00,72.31,None,6.429,None,30.77,None,4.228,None
2023-12-23 05:00:00,72.1,None,6.425,None,29.78,None,5.244,None
2023-12-23 04:00:00,71.74,None,6.425,None,29.43,None,4.656,None
2023-12-23 03:00:00,72.02,None,6.437,None,29.84,None,4.811,None
2023-12-23 02:00:00,72.22,None,6.442,None,29.76,None,5.657,None
2023-12-23 01:00:00,72.2,None,6.45,None,29.03,None,5.219,None
2023-12-23 00:00:00,71.55,None,6.439,None,27.88,None,5.924,None
2023-12-22 23:00:00,71.7,None,6.437,None,27.74,None,5.568,None
2023-12-22 22:00:00,71.58,None,6.437,None,29.0,None,5.699,None
2023-12-22 21:00:00,71.53,None,6.439,None,29.03,None,4.759,None
2023-12-22 20:00:00,71.45,None,6.439,None,28.97,None,5.396,None
2023-12-22 19:00:00,71.21,None,6.44,None,28.93,None,4.333,None
2023-12-22 18:00:00,71.35,None,6.443,None,28.89,None,5.602,None
2023-12-22 17:00:00,71.31,None,6.434,None,28.83,None,5.523,None
2023-12-22 16:00:00,71.28,None,6.436,None,28.88,None,4.938,None
2023-12-22 15:00:00,71.16,None,6.432,None,28.96,None,5.462,None
2023-12-22 14:00:00,70.96,None,6.427,None,28.97,None,5.421,None
2023-12-22 13:00:00,71.08,None,6.423,None,29.21,None,5.496,None
2023-12-22 12:00:00,71.14,None,6.415,None,29.37,None,5.791,None
2023-12-22 11:00:00,71.17,None,6.415,None,29.54,None,4.919,None
2023-12-22 10:00:00,70.85,None,6.416,None,29.76,None,5.505,None
2023-12-22 09:00:00,70.8,None,6.408,None,29.74,None,6.282,None
2023-12-22 08:00:00,70.83,None,6.409,None,30.37,None,5.789,None
2023-12-22 07:00:00,70.65,None,6.409,None,30.67,None,5.301,None
2023-12-22 06:00:00,70.64,None,6.412,None,30.59,None,7.273,None
2023-12-22 05:00:00,70.45,None,6.417,None,30.39,None,7.505,None
2023-12-22 04:00:00,70.67,None,6.419,None,30.43,None,6.721,None
2023-12-22 03:00:00,70.7,None,6.421,None,30.73,None,6.684,None
2023-12-22 02:00:00,70.46,None,6.413,None,30.21,None,6.507,None
2023-12-22 01:00:00,70.59,None,6.412,None,30.13,None,5.765,None
2023-12-22 00:00:00,70.49,None,6.411,None,29.56,None,7.428,None
2023-12-21 23:00:00,70.63,None,6.414,None,29.42,None,6.435,None
2023-12-21 22:00:00,70.22,None,6.418,None,29.48,None,6.3,None
2023-12-21 21:00:00,70.4,None,6.415,None,29.37,None,7.17,None
2023-12-21 20:00:00,70.05,None,6.418,None,29.43,None,6.638,None
2023-12-21 19:00:00,70.0,None,6.417,None,29.26,None,7.371,None
2023-12-21 18:00:00,69.58,None,6.416,None,29.55,None,7.574,None
2023-12-21 17:00:00,69.79,None,6.418,None,29.65,None,7.584,None
2023-12-21 16:00:00,69.39,None,6.42,None,29.99,None,7.273,None
2023-12-21 15:00:00,69.28,None,6.419,None,29.94,None,6.669,None
2023-12-21 14:00:00,69.49,None,6.42,None,30.0,None,7.776,None
2023-12-21 13:00:00,69.64,None,6.42,None,29.96,None,8.61,None
2023-12-21 12:00:00,69.48,None,6.42,None,30.14,None,9.09,None
2023-12-21 11:00:00,69.31,None,6.422,None,30.32,None,8.58,None
2023-12-21 10:00:00,69.55,None,6.422,None,30.3,None,9.29,None
2023-12-21 09:00:00,69.0,None,6.42,None,30.46,None,8.57,None
2023-12-21 08:00:00,69.16,None,6.419,None,30.24,None,8.07,None
2023-12-21 07:00:00,68.86,None,6.42,None,29.92,None,8.14,None
2023-12-21 06:00:00,68.6,None,6.428,None,30.22,None,7.58,None
2023-12-21 05:00:00,68.82,None,6.434,None,30.26,None,8.97,None
2023-12-21 04:00:00,68.85,None,6.44,None,30.03,None,8.42,None
2023-12-21 03:00:00,69.13,None,6.439,None,29.94,None,8.57,None
2023-12-21 02:00:00,69.15,None,6.433,None,29.78,None,8.88,None
2023-12-21 01:00:00,69.31,None,6.436,None,29.82,None,9.93,None
2023-12-21 00:00:00,69.37,None,6.435,None,29.74,None,8.07,None
2023-12-20 23:00:00,69.35,None,6.435,None,29.98,None,8.68,None
2023-12-20 22:00:00,69.33,None,6.439,None,30.15,None,9.06,None
2023-12-20 21:00:00,69.05,None,6.44,None,30.34,None,9.04,None
2023-12-20 20:00:00,69.15,None,6.444,None,30.07,None,9.62,None
2023-12-20 19:00:00,69.69,None,6.442,None,29.99,None,8.92,None
2023-12-20 18:00:00,68.89,None,6.439,None,30.06,None,9.93,None
2023-12-20 17:00:00,69.14,None,6.446,None,30.11,None,10.76,None
2023-12-20 16:00:00,69.15,None,6.447,None,30.05,None,10.57,None
2023-12-20 15:00:00,68.99,None,6.446,None,29.78,None,10.25,None
2023-12-20 14:00:00,69.27,None,6.443,None,29.71,None,9.15,None
2023-12-20 13:00:00,69.11,None,6.442,None,29.93,None,10.3,None
2023-12-20 12:00:00,69.32,None,6.433,None,30.01,None,10.22,None
2023-12-20 11:00:00,69.11,None,6.425,None,30.7,None,9.6,None
2023-12-20 10:00:00,69.71,None,6.432,None,31.65,None,8.23,None
2023-12-20 09:00:00,69.84,None,6.437,None,31.1,None,8.13,None
2023-12-20 08:00:00,70.35,None,6.435,None,31.02,None,6.477,None
2023-12-20 07:00:00,70.83,None,6.458,None,31.29,None,6.265,None
2023-12-20 06:00:00,70.81,None,6.458,None,31.27,None,7.035,None
2023-12-20 05:00:00,71.35,None,6.455,None,31.02,None,6.361,None
2023-12-20 04:00:00,71.9,None,6.45,None,30.6,None,5.517,None
2023-12-20 03:00:00,71.88,None,6.449,None,31.08,None,4.58,None
2023-12-20 02:00:00,72.31,None,6.451,None,31.15,None,4.661,None
2023-12-20 01:00:00,72.43,None,6.453,None,30.93,None,4.542,None
2023-12-20 00:00:00,72.87,None,6.455,None,30.92,None,4.284,None
2023-12-19 23:00:00,72.4,None,6.456,None,31.06,None,3.996,None
2023-12-19 22:00:00,73.02,None,6.456,None,30.94,None,3.857,None
2023-12-19 21:00:00,72.69,None,6.458,None,30.73,None,4.247,None
2023-12-19 20:00:00,72.31,None,6.454,None,30.89,None,3.823,None
2023-12-19 19:00:00,72.47,None,6.45,None,31.0,None,4.105,None
2023-12-19 18:00:00,72.05,None,6.442,None,30.5,None,4.502,None
2023-12-19 17:00:00,71.44,None,6.426,None,29.87,None,4.816,None
2023-12-19 16:00:00,71.7,None,6.44,None,30.0,None,4.282,None
2023-12-19 15:00:00,71.69,None,6.438,None,30.32,None,4.922,None
2023-12-19 14:00:00,71.32,None,6.437,None,30.52,None,5.03,None
2023-12-19 13:00:00,70.83,None,6.436,None,30.58,None,5.776,None
2023-12-19 12:00:00,70.73,None,6.432,None,30.73,None,6.256,None
2023-12-19 11:00:00,70.22,None,6.432,None,30.29,None,6.292,None
2023-12-19 10:00:00,69.94,None,6.434,None,30.1,None,6.817,None
2023-12-19 09:00:00,69.43,None,6.433,None,29.95,None,7.198,None
2023-12-19 08:00:00,69.35,None,6.433,None,29.68,None,7.312,None
2023-12-19 07:00:00,69.15,None,6.438,None,29.9,None,7.756,None
2023-12-19 06:00:00,69.77,None,6.443,None,30.06,None,7.198,None
2023-12-19 05:00:00,70.21,None,6.446,None,30.51,None,7.798,None
2023-12-19 04:00:00,71.17,None,6.448,None,30.63,None,5.775,None
2023-12-19 03:00:00,72.13,None,6.451,None,30.92,None,5.663,None
2023-12-19 02:00:00,72.87,None,6.452,None,30.75,None,4.575,None
2023-12-19 01:00:00,73.4,None,6.452,None,29.85,None,4.509,None
2023-12-19 00:00:00,73.73,None,6.451,None,29.87,None,3.771,None
2023-12-18 23:00:00,74.01,None,6.44,None,29.53,None,3.845,None
2023-12-18 22:00:00,74.54,None,6.437,None,28.83,None,2.939,None
2023-12-18 21:00:00,74.87,None,6.438,None,28.44,None,3.605,None
2023-12-18 20:00:00,74.87,None,6.438,None,28.6,None,3.538,None
2023-12-18 19:00:00,74.8,None,6.444,None,28.65,None,3.938,None
2023-12-18 18:00:00,74.46,None,6.438,None,28.54,None,3.552,None
2023-12-18 17:00:00,73.87,None,6.415,None,28.5,None,4.279,None
2023-12-18 16:00:00,73.43,None,6.43,None,29.12,None,4.854,None
2023-12-18 15:00:00,73.64,None,6.426,None,28.97,None,4.752,None
2023-12-18 14:00:00,73.69,None,6.418,None,28.74,None,4.823,None
2023-12-18 13:00:00,73.69,None,6.412,None,28.73,None,5.031,None
2023-12-18 12:00:00,72.88,None,6.446,None,28.25,None,5.227,None
2023-12-18 11:00:00,70.99,None,6.478,None,28.15,None,9.08,None
2023-12-18 10:00:00,72.72,None,6.416,None,28.52,None,6.151,None
2023-12-18 09:00:00,73.22,None,6.414,None,28.51,None,4.635,None
2023-12-18 08:00:00,73.15,None,6.44,None,28.34,None,5.192,None
2023-12-18 07:00:00,73.19,None,6.447,None,28.24,None,3.631,None
2023-12-18 06:00:00,73.61,None,6.423,None,27.82,None,5.055,None
2023-12-18 05:00:00,73.86,None,6.423,None,27.41,None,4.353,None
2023-12-18 04:00:00,74.18,None,6.422,None,27.52,None,4.368,None
2023-12-18 03:00:00,74.2,None,6.419,None,27.36,None,3.634,None
2023-12-18 02:00:00,74.2,None,6.424,None,27.13,None,4.703,None
2023-12-18 01:00:00,74.0,None,6.42,None,27.28,None,3.583,None
2023-12-18 00:00:00,74.06,None,6.409,None,27.42,None,3.496,None
2023-12-17 23:00:00,75.07,None,6.422,None,27.87,None,2.449,None
2023-12-17 22:00:00,75.47,None,6.427,None,28.46,None,3.02,None
2023-12-17 21:00:00,75.54,None,6.427,None,28.57,None,2.877,None
2023-12-17 20:00:00,75.15,None,6.426,None,28.63,None,3.062,None
2023-12-17 19:00:00,75.06,None,6.431,None,28.54,None,2.75,None
2023-12-17 18:00:00,75.21,None,6.427,None,28.59,None,3.26,None
2023-12-17 17:00:00,75.23,None,6.419,None,28.76,None,3.101,None
2023-12-17 16:00:00,75.39,None,6.41,None,28.95,None,2.99,None
2023-12-17 15:00:00,74.7,None,6.412,None,29.04,None,3.618,None
2023-12-17 14:00:00,74.41,None,6.412,None,29.27,None,4.879,None
2023-12-17 13:00:00,74.43,None,6.4,None,29.37,None,4.25,None
2023-12-17 12:00:00,69.38,None,6.403,None,29.29,None,10.66,None
2023-12-17 11:00:00,73.66,None,6.431,None,28.9,None,5.416,None
2023-12-17 10:00:00,73.44,None,6.447,None,28.95,None,4.859,None
2023-12-17 09:00:00,73.41,None,6.405,None,29.07,None,5.208,None
2023-12-17 08:00:00,73.19,None,6.417,None,28.57,None,4.586,None
2023-12-17 07:00:00,73.48,None,6.419,None,28.23,None,5.71,None
2023-12-17 06:00:00,73.36,None,6.415,None,28.5,None,5.357,None
2023-12-17 05:00:00,73.71,None,6.407,None,28.47,None,6.209,None
2023-12-17 04:00:00,74.02,None,6.409,None,28.31,None,4.815,None
2023-12-17 03:00:00,74.33,None,6.413,None,28.02,None,4.073,None
2023-12-17 02:00:00,74.96,None,6.414,None,28.16,None,3.869,None
2023-12-17 01:00:00,76.2,None,6.416,None,28.41,None,3.642,None
2023-12-17 00:00:00,76.94,None,6.419,None,28.46,None,2.74,None
2023-12-16 23:00:00,77.71,None,6.403,None,29.4,None,2.362,None
2023-12-16 22:00:00,77.33,None,6.401,None,29.85,None,3.476,None
2023-12-16 21:00:00,77.97,None,6.418,None,29.62,None,2.496,None
2023-12-16 20:00:00,77.94,None,6.42,None,29.7,None,2.171,None
2023-12-16 19:00:00,77.83,None,6.419,None,29.55,None,3.145,None
2023-12-16 18:00:00,77.94,None,6.411,None,29.48,None,2.851,None
2023-12-16 17:00:00,77.74,None,6.398,None,29.15,None,2.703,None
2023-12-16 16:00:00,77.78,None,6.39,None,28.75,None,2.82,None
2023-12-16 15:00:00,77.84,None,6.398,None,28.56,None,3.026,None
2023-12-16 14:00:00,77.49,None,6.4,None,28.71,None,3.009,None
2023-12-16 13:00:00,78.01,None,6.397,None,28.1,None,3.128,None
2023-12-16 12:00:00,78.32,None,6.399,None,28.55,None,3.269,None
2023-12-16 11:00:00,78.08,None,6.396,None,28.45,None,3.505,None
2023-12-16 10:00:00,77.74,None,6.392,None,28.33,None,3.202,None
2023-12-16 09:00:00,77.94,None,6.392,None,28.13,None,3.563,None
2023-12-16 08:00:00,78.37,None,6.399,None,28.18,None,2.746,None
2023-12-16 07:00:00,78.32,None,6.404,None,28.08,None,3.416,None
2023-12-16 06:00:00,78.49,None,6.401,None,27.88,None,3.106,None
2023-12-16 05:00:00,79.38,None,6.397,None,27.7,None,2.605,None
2023-12-16 04:00:00,79.34,None,6.398,None,27.78,None,2.432,None
2023-12-16 03:00:00,79.63,None,6.395,None,27.83,None,2.431,None
2023-12-16 02:00:00,79.59,None,6.391,None,28.16,None,2.467,None
2023-12-16 01:00:00,79.85,None,6.444,None,28.51,None,2.489,None
