Timestamp,CDOMdigitalFinal (µg/L),QC flag CDOMdigitalFinal,PhValue_Avg (-),QC flag PhValue_Avg,CondValue_Avg (µS/cm),QC flag CondValue_Avg,Turbidity_Avg (NTU),QC flag Turbidity_Avg
2023-10-16 09:00:00,79.46,None,6.229,None,29.12,None,4.312,None
2023-10-16 08:00:00,80.2,None,6.272,None,29.54,None,4.177,None
2023-10-16 07:00:00,80.0,None,6.293,None,29.23,None,2.737,None
2023-10-16 06:00:00,80.0,None,6.256,None,29.36,None,3.172,None
2023-10-16 05:00:00,79.68,None,6.293,None,30.51,None,4.01,None
2023-10-16 04:00:00,79.21,None,6.343,None,31.92,None,4.267,None
2023-10-16 03:00:00,79.17,None,6.308,None,31.65,None,4.449,None
2023-10-16 02:00:00,79.42,None,6.326,None,29.71,None,4.277,None
2023-10-16 01:00:00,79.11,None,6.322,None,29.58,None,3.909,None
2023-10-16 00:00:00,78.95,None,6.316,None,29.52,None,3.97,None
2023-10-15 23:00:00,78.76,None,6.317,None,29.23,None,4.092,None
2023-10-15 22:00:00,78.65,None,6.315,None,29.31,None,4.706,None
2023-10-15 21:00:00,78.55,None,6.304,None,29.38,None,4.83,None
2023-10-15 20:00:00,78.92,None,6.346,None,29.48,None,3.782,None
2023-10-15 19:00:00,78.16,None,6.338,None,29.36,None,3.97,None
2023-10-15 18:00:00,78.27,None,6.301,None,29.16,None,4.247,None
2023-10-15 17:00:00,76.83,None,6.311,None,29.41,None,6.003,None
2023-10-15 16:00:00,77.81,None,6.387,None,29.78,None,4.471,None
2023-10-15 15:00:00,77.59,None,6.387,None,29.83,None,5.246,None
2023-10-15 14:00:00,77.35,None,6.336,None,29.52,None,5.248,None
2023-10-15 13:00:00,77.89,None,6.372,None,29.62,None,5.132,None
2023-10-15 12:00:00,77.76,None,6.354,None,29.52,None,9.96,None
2023-10-15 11:00:00,77.82,None,6.402,None,29.88,None,6.053,None
2023-10-15 10:00:00,78.03,None,6.36,None,30.53,None,5.563,None
2023-10-15 09:00:00,77.47,None,6.392,None,29.95,None,7.01,None
2023-10-15 08:00:00,78.24,None,6.349,None,29.94,None,5.361,None
2023-10-15 07:00:00,77.82,None,6.389,None,30.03,None,4.505,None
2023-10-15 06:00:00,77.71,None,6.466,None,29.8,None,5.103,None
2023-10-15 05:00:00,77.96,None,6.386,None,29.63,None,5.189,None
2023-10-15 04:00:00,77.09,None,6.383,None,29.59,None,4.958,None
2023-10-15 03:00:00,77.47,None,6.393,None,29.2,None,4.699,None
2023-10-15 02:00:00,77.07,None,6.382,None,28.88,None,5.172,None
2023-10-15 01:00:00,76.95,None,6.388,None,28.74,None,5.358,None
2023-10-15 00:00:00,76.93,None,6.424,None,28.76,None,4.355,None
2023-10-14 23:00:00,77.13,None,6.435,None,28.82,None,4.274,None
2023-10-14 22:00:00,76.95,None,6.401,None,28.71,None,5.107,None
2023-10-14 21:00:00,76.96,None,6.41,None,28.73,None,4.823,None
2023-10-14 20:00:00,76.63,None,6.4,None,28.74,None,5.472,None
2023-10-14 19:00:00,76.06,None,6.402,None,28.49,None,5.532,None
2023-10-14 18:00:00,76.54,None,6.474,None,28.58,None,5.863,None
2023-10-14 17:00:00,77.04,None,6.427,None,28.49,None,5.679,None
2023-10-14 16:00:00,76.78,None,6.408,None,28.38,None,4.149,None
2023-10-14 15:00:00,76.23,None,6.366,None,28.49,None,5.217,None
2023-10-14 14:00:00,77.11,None,6.399,None,28.59,None,5.885,None
2023-10-14 13:00:00,77.15,None,6.358,None,28.48,None,4.764,None
2023-10-14 12:00:00,76.86,None,6.357,None,28.61,None,4.684,None
2023-10-14 11:00:00,77.66,None,6.379,None,28.58,None,4.72,None
2023-10-14 10:00:00,77.6,None,6.33,None,28.64,None,4.685,None
2023-10-14 09:00:00,75.39,None,6.313,None,29.03,None,11.45,None
2023-10-14 08:00:00,78.01,None,6.346,None,29.3,None,4.365,None
2023-10-14 07:00:00,77.93,None,6.355,None,29.41,None,4.568,None
2023-10-14 06:00:00,77.78,None,6.344,None,29.59,None,4.263,None
2023-10-14 05:00:00,78.1,None,6.356,None,30.58,None,4.181,None
2023-10-14 04:00:00,77.49,None,6.394,None,29.82,None,3.177,None
2023-10-14 03:00:00,77.72,None,6.341,None,29.71,None,4.267,None
2023-10-14 02:00:00,77.55,None,6.36,None,29.46,None,5.127,None
2023-10-14 01:00:00,78.07,None,6.339,None,29.41,None,4.361,None
2023-10-14 00:00:00,77.67,None,6.333,None,29.67,None,4.737,None
2023-10-13 23:00:00,77.25,None,6.329,None,30.77,None,5.132,None
2023-10-13 22:00:00,77.94,None,6.333,None,29.62,None,4.516,None
2023-10-13 21:00:00,78.04,None,6.336,None,29.11,None,4.226,None
2023-10-13 20:00:00,77.96,None,6.341,None,29.02,None,4.78,None
2023-10-13 19:00:00,78.08,None,6.347,None,28.9,None,4.205,None
2023-10-13 18:00:00,77.77,None,6.321,None,28.84,None,4.221,None
2023-10-13 17:00:00,78.33,None,6.351,None,29.01,None,4.21,None
2023-10-13 16:00:00,78.41,None,6.339,None,29.15,None,4.869,None
2023-10-13 15:00:00,77.56,None,6.31,None,29.01,None,5.356,None
2023-10-13 14:00:00,77.94,None,6.272,None,29.1,None,5.554,None
2023-10-13 13:00:00,77.96,None,6.284,None,29.38,None,5.64,None
2023-10-13 12:00:00,78.81,None,6.388,None,29.87,None,3.002,None
2023-10-13 11:00:00,78.46,None,6.292,None,30.07,None,4.653,None
2023-10-13 10:00:00,79.18,None,6.299,None,30.12,None,5.264,None
2023-10-13 09:00:00,79.25,None,6.278,None,29.75,None,4.921,None
2023-10-13 08:00:00,78.75,None,6.261,None,29.84,None,4.571,None
2023-10-13 07:00:00,79.46,None,6.295,None,30.01,None,4.43,None
2023-10-13 06:00:00,79.27,None,6.294,None,30.13,None,3.414,None
2023-10-13 05:00:00,79.37,None,6.283,None,30.55,None,4.447,None
2023-10-13 04:00:00,79.26,None,6.281,None,30.84,None,4.807,None
2023-10-13 03:00:00,79.18,None,6.264,None,30.06,None,4.803,None
2023-10-13 02:00:00,79.0,None,6.253,None,30.25,None,4.624,None
2023-10-13 01:00:00,78.78,None,6.249,None,30.33,None,4.514,None
2023-10-13 00:00:00,78.71,None,6.245,None,30.08,None,4.282,None
2023-10-12 23:00:00,78.59,None,6.236,None,29.29,None,4.502,None
2023-10-12 22:00:00,78.72,None,6.238,None,29.28,None,4.867,None
2023-10-12 21:00:00,78.41,None,6.229,None,29.3,None,3.382,None
2023-10-12 20:00:00,78.19,None,6.143,None,29.33,None,5.058,None
2023-10-12 19:00:00,78.53,None,6.129,None,29.46,None,4.887,None
2023-10-12 18:00:00,78.04,None,6.06,None,29.35,None,5.465,None
2023-10-12 17:00:00,78.16,None,6.022,None,29.67,None,5.311,None
2023-10-12 16:00:00,78.18,None,6.007,None,30.21,None,4.51,None
2023-10-12 15:00:00,77.77,None,5.932,None,29.77,None,5.979,None
2023-10-12 14:00:00,77.21,None,5.911,None,30.02,None,6.431,None
2023-10-12 13:00:00,78.32,None,5.93,None,30.18,None,7.825,None
2023-10-12 12:00:00,78.07,None,5.884,None,30.45,None,5.624,None
2023-10-12 11:00:00,78.2,None,5.987,None,31.02,None,5.223,None
2023-10-12 10:00:00,77.97,None,6.037,None,31.19,None,5.104,None
2023-10-12 09:00:00,3.889,None,,,9.89,None,40.2,None
2023-10-12 08:00:00,74.01,None,,,30.76,None,9.25,None
2023-10-12 07:00:00,77.8,None,6.26,None,31.74,None,5.183,None
2023-10-12 06:00:00,76.81,None,6.292,None,31.95,None,5.913,None
2023-10-12 05:00:00,77.18,None,6.344,None,31.19,None,3.893,None
2023-10-12 04:00:00,76.61,None,6.277,None,31.16,None,5.197,None
2023-10-12 03:00:00,76.57,None,6.286,None,31.23,None,4.659,None
2023-10-12 02:00:00,76.89,None,6.288,None,31.18,None,5.232,None
2023-10-12 01:00:00,76.52,None,6.284,None,31.15,None,4.674,None
2023-10-12 00:00:00,76.38,None,6.29,None,31.08,None,5.517,None
2023-10-11 23:00:00,76.73,None,6.298,None,31.08,None,5.208,None
2023-10-11 22:00:00,76.46,None,6.331,None,31.08,None,5.851,None
2023-10-11 21:00:00,76.56,None,6.343,None,31.07,None,3.596,None
2023-10-11 20:00:00,76.07,None,6.258,None,31.08,None,6.274,None
2023-10-11 19:00:00,76.95,None,6.336,None,31.04,None,5.607,None
2023-10-11 18:00:00,76.84,None,6.369,None,30.98,None,5.436,None
2023-10-11 17:00:00,76.88,None,6.29,None,31.02,None,5.231,None
2023-10-11 16:00:00,77.0,None,6.291,None,31.02,None,4.867,None
2023-10-11 15:00:00,76.55,None,6.261,None,30.98,None,5.616,None
2023-10-11 14:00:00,76.92,None,6.308,None,30.82,None,5.263,None
2023-10-11 13:00:00,77.05,None,6.38,None,30.75,None,3.416,None
2023-10-11 12:00:00,76.77,None,6.262,None,30.8,None,5.644,None
2023-10-11 11:00:00,76.29,None,6.253,None,30.85,None,6.051,None
2023-10-11 10:00:00,77.26,None,6.252,None,30.87,None,5.572,None
2023-10-11 09:00:00,77.83,None,6.245,None,30.85,None,4.984,None
2023-10-11 08:00:00,73.05,None,6.227,None,30.78,None,4.537,None
2023-10-11 07:00:00,76.08,None,6.213,None,30.72,None,8.52,None
2023-10-11 06:00:00,78.37,None,6.25,None,30.72,None,4.429,None
2023-10-11 05:00:00,78.38,None,6.288,None,30.67,None,5.05,None
2023-10-11 04:00:00,78.93,None,6.351,None,30.71,None,2.724,None
2023-10-11 03:00:00,78.81,None,6.256,None,30.71,None,4.199,None
2023-10-11 02:00:00,78.56,None,6.254,None,30.66,None,3.938,None
2023-10-11 01:00:00,78.81,None,6.26,None,30.61,None,4.126,None
2023-10-11 00:00:00,79.17,None,6.263,None,30.62,None,3.905,None
2023-10-10 23:00:00,79.4,None,6.25,None,30.57,None,3.654,None
2023-10-10 22:00:00,79.41,None,6.224,None,30.57,None,4.146,None
2023-10-10 21:00:00,79.79,None,6.263,None,30.63,None,4.116,None
2023-10-10 20:00:00,79.79,None,6.254,None,30.61,None,3.498,None
2023-10-10 19:00:00,79.89,None,6.215,None,30.61,None,3.676,None
2023-10-10 18:00:00,80.1,None,6.249,None,30.65,None,4.15,None
2023-10-10 17:00:00,80.3,None,6.247,None,30.56,None,3.814,None
2023-10-10 16:00:00,79.71,None,6.217,None,30.65,None,4.317,None
2023-10-10 15:00:00,80.4,None,6.248,None,30.75,None,4.063,None
2023-10-10 14:00:00,80.4,None,6.242,None,30.71,None,3.6,None
2023-10-10 13:00:00,80.2,None,6.201,None,30.64,None,6.124,None
2023-10-10 12:00:00,80.0,None,6.218,None,30.81,None,4.223,None
2023-10-10 11:00:00,71.67,None,6.237,None,30.89,None,4.017,None
2023-10-10 10:00:00,74.8,None,6.228,None,30.9,None,3.536,None
2023-10-10 09:00:00,73.79,None,6.186,None,31.04,None,4.067,None
2023-10-10 08:00:00,13.16,None,6.18,None,31.06,None,4.098,None
2023-10-10 07:00:00,10.06,None,6.161,None,31.09,None,4.978,None
2023-10-10 06:00:00,77.01,None,6.229,None,31.37,None,3.513,None
2023-10-10 05:00:00,78.68,None,6.273,None,31.29,None,2.683,None
2023-10-10 04:00:00,79.74,None,6.238,None,31.11,None,3.465,None
2023-10-10 03:00:00,74.68,None,6.336,None,31.12,None,2.985,None
2023-10-10 02:00:00,79.97,None,6.288,None,31.31,None,2.79,None
2023-10-10 01:00:00,65.23,None,6.231,None,31.75,None,3.941,None
2023-10-10 00:00:00,53.05,None,6.248,None,31.78,None,3.646,None
2023-10-09 23:00:00,65.03,None,6.271,None,31.08,None,3.836,None
2023-10-09 22:00:00,78.81,None,6.255,None,30.99,None,3.45,None
2023-10-09 21:00:00,73.23,None,6.207,None,31.04,None,7.573,None
2023-10-09 20:00:00,24.93,None,6.24,None,31.08,None,3.752,None
2023-10-09 19:00:00,70.11,None,6.209,None,31.01,None,3.608,None
2023-10-09 18:00:00,70.51,None,6.207,None,30.9,None,3.805,None
2023-10-09 17:00:00,54.31,None,6.272,None,30.83,None,3.435,None
2023-10-09 16:00:00,63.49,None,6.309,None,30.74,None,3.836,None
2023-10-09 15:00:00,38.69,None,6.214,None,30.82,None,3.599,None
2023-10-09 14:00:00,78.36,None,6.245,None,30.9,None,3.34,None
2023-10-09 13:00:00,80.5,None,6.242,None,30.52,None,3.902,None
2023-10-09 12:00:00,79.55,None,6.213,None,30.53,None,4.238,None
2023-10-09 11:00:00,80.6,None,6.194,None,30.65,None,4.354,None
2023-10-09 10:00:00,76.99,None,6.171,None,30.8,None,8.05,None
2023-10-09 09:00:00,81.4,None,6.217,None,30.82,None,4.204,None
2023-10-09 08:00:00,80.7,None,6.187,None,30.93,None,5.656,None
2023-10-09 07:00:00,80.8,None,6.186,None,30.98,None,3.674,None
2023-10-09 06:00:00,80.6,None,6.21,None,31.26,None,4.01,None
2023-10-09 05:00:00,80.9,None,6.271,None,31.33,None,3.138,None
2023-10-09 04:00:00,80.7,None,6.335,None,30.69,None,5.411,None
2023-10-09 03:00:00,80.5,None,6.305,None,30.56,None,3.026,None
2023-10-09 02:00:00,80.4,None,6.219,None,30.6,None,3.687,None
2023-10-09 01:00:00,80.4,None,6.221,None,30.57,None,3.896,None
2023-10-09 00:00:00,81.3,None,6.226,None,30.52,None,4.028,None
2023-10-08 23:00:00,80.8,None,6.226,None,30.43,None,4.081,None
2023-10-08 22:00:00,81.2,None,6.235,None,30.36,None,4.137,None
2023-10-08 21:00:00,80.6,None,6.245,None,30.33,None,4.381,None
2023-10-08 20:00:00,80.6,None,6.242,None,30.33,None,4.261,None
2023-10-08 19:00:00,91.4,None,6.208,None,30.33,None,4.315,None
2023-10-08 18:00:00,102.6,None,6.234,None,30.31,None,4.449,None
2023-10-08 17:00:00,80.5,None,6.247,None,30.3,None,4.026,None
2023-10-08 16:00:00,80.3,None,6.242,None,30.3,None,4.395,None
2023-10-08 15:00:00,80.0,None,6.206,None,30.27,None,4.789,None
2023-10-08 14:00:00,80.5,None,6.229,None,30.35,None,4.145,None
2023-10-08 13:00:00,80.8,None,6.23,None,30.34,None,4.306,None
2023-10-08 12:00:00,80.2,None,6.194,None,30.38,None,5.147,None
2023-10-08 11:00:00,80.9,None,6.201,None,30.39,None,6.225,None
2023-10-08 10:00:00,80.5,None,6.227,None,30.41,None,4.096,None
2023-10-08 09:00:00,81.2,None,6.261,None,30.38,None,4.223,None
2023-10-08 08:00:00,80.7,None,6.186,None,30.36,None,4.229,None
2023-10-08 07:00:00,81.1,None,6.191,None,30.29,None,4.617,None
2023-10-08 06:00:00,81.0,None,6.224,None,30.26,None,3.873,None
2023-10-08 05:00:00,81.0,None,6.208,None,30.28,None,3.583,None
2023-10-08 04:00:00,81.2,None,6.21,None,30.27,None,4.472,None
2023-10-08 03:00:00,80.8,None,6.202,None,30.22,None,4.438,None
2023-10-08 02:00:00,81.1,None,6.198,None,30.21,None,4.304,None
2023-10-08 01:00:00,80.6,None,6.209,None,30.19,None,4.39,None
2023-10-08 00:00:00,80.6,None,6.221,None,30.18,None,5.215,None
2023-10-07 23:00:00,80.3,None,6.229,None,30.2,None,3.861,None
2023-10-07 22:00:00,80.5,None,6.262,None,30.24,None,3.678,None
2023-10-07 21:00:00,80.0,None,6.292,None,30.23,None,3.437,None
2023-10-07 20:00:00,80.4,None,6.232,None,30.17,None,4.077,None
2023-10-07 19:00:00,80.3,None,6.233,None,30.12,None,4.023,None
2023-10-07 18:00:00,80.1,None,6.247,None,30.14,None,4.181,None
2023-10-07 17:00:00,79.84,None,6.228,None,30.11,None,4.606,None
2023-10-07 16:00:00,79.53,None,6.225,None,30.06,None,5.029,None
2023-10-07 15:00:00,79.94,None,6.248,None,30.23,None,4.617,None
2023-10-07 14:00:00,80.2,None,6.239,None,30.13,None,3.941,None
2023-10-07 13:00:00,80.2,None,6.222,None,30.19,None,4.524,None
2023-10-07 12:00:00,80.4,None,6.26,None,30.19,None,4.445,None
2023-10-07 11:00:00,80.2,None,6.257,None,30.21,None,4.365,None
2023-10-07 10:00:00,79.9,None,6.195,None,30.22,None,5.394,None
2023-10-07 09:00:00,80.2,None,6.209,None,30.21,None,4.845,None
2023-10-07 08:00:00,79.97,None,6.197,None,30.2,None,4.841,None
2023-10-07 07:00:00,80.2,None,6.218,None,30.09,None,4.197,None
2023-10-07 06:00:00,80.5,None,6.291,None,30.05,None,3.754,None
2023-10-07 05:00:00,80.2,None,6.311,None,29.97,None,3.561,None
2023-10-07 04:00:00,111.1,None,6.259,None,30.05,None,4.782,None
2023-10-07 03:00:00,80.7,None,6.334,None,30.11,None,3.062,None
2023-10-07 02:00:00,79.78,None,6.242,None,30.01,None,4.33,None
2023-10-07 01:00:00,80.1,None,6.245,None,30.01,None,4.507,None
2023-10-07 00:00:00,80.1,None,6.245,None,30.01,None,4.252,None
2023-10-06 23:00:00,79.75,None,6.24,None,30.0,None,4.494,None
2023-10-06 22:00:00,80.1,None,6.25,None,30.06,None,4.439,None
2023-10-06 21:00:00,79.84,None,6.234,None,30.14,None,4.742,None
2023-10-06 20:00:00,79.91,None,6.209,None,30.27,None,4.783,None
2023-10-06 19:00:00,80.5,None,6.241,None,30.27,None,4.229,None
2023-10-06 18:00:00,80.3,None,6.253,None,30.28,None,4.75,None
2023-10-06 17:00:00,80.3,None,6.25,None,30.33,None,4.848,None
2023-10-06 16:00:00,80.6,None,6.213,None,30.34,None,4.801,None
2023-10-06 15:00:00,80.6,None,6.254,None,30.31,None,4.774,None
2023-10-06 14:00:00,81.0,None,6.223,None,30.36,None,5.092,None
2023-10-06 13:00:00,80.9,None,6.182,None,30.42,None,5.281,None
2023-10-06 12:00:00,81.4,None,6.216,None,30.36,None,4.256,None
2023-10-06 11:00:00,81.7,None,6.197,None,30.38,None,4.682,None
2023-10-06 10:00:00,81.2,None,6.157,None,30.44,None,5.886,None
2023-10-06 09:00:00,82.0,None,6.169,None,30.6,None,4.675,None
2023-10-06 08:00:00,81.5,None,6.154,None,30.73,None,4.775,None
2023-10-06 07:00:00,81.8,None,6.155,None,30.54,None,4.542,None
2023-10-06 06:00:00,82.2,None,6.149,None,30.51,None,3.973,None
2023-10-06 05:00:00,81.8,None,6.172,None,30.53,None,4.967,None
2023-10-06 04:00:00,80.9,None,6.238,None,30.51,None,3.888,None
2023-10-06 03:00:00,95.5,None,6.198,None,30.4,None,3.884,None
2023-10-06 02:00:00,81.5,None,6.276,None,30.45,None,3.566,None
2023-10-06 01:00:00,80.6,None,6.189,None,30.49,None,4.592,None
2023-10-06 00:00:00,80.9,None,6.177,None,30.35,None,4.769,None
2023-10-05 23:00:00,80.4,None,6.155,None,30.37,None,5.195,None
2023-10-05 22:00:00,80.6,None,6.187,None,30.34,None,4.778,None
2023-10-05 21:00:00,80.3,None,6.201,None,30.3,None,4.853,None
2023-10-05 20:00:00,80.1,None,6.205,None,30.27,None,5.02,None
2023-10-05 19:00:00,80.1,None,6.173,None,30.2,None,6.716,None
2023-10-05 18:00:00,80.5,None,6.239,None,30.19,None,4.392,None
2023-10-05 17:00:00,80.2,None,6.236,None,30.22,None,5.264,None
2023-10-05 16:00:00,79.97,None,6.182,None,30.3,None,4.877,None
2023-10-05 15:00:00,80.5,None,6.229,None,30.29,None,4.946,None
2023-10-05 14:00:00,80.7,None,6.226,None,30.23,None,4.653,None
2023-10-05 13:00:00,80.3,None,6.188,None,30.26,None,4.888,None
2023-10-05 12:00:00,77.83,None,6.208,None,30.21,None,5.001,None
2023-10-05 11:00:00,80.9,None,6.2,None,30.23,None,4.367,None
2023-10-05 10:00:00,80.7,None,6.152,None,30.26,None,5.335,None
2023-10-05 09:00:00,80.6,None,6.145,None,30.36,None,5.365,None
2023-10-05 08:00:00,81.2,None,6.174,None,30.33,None,5.508,None
2023-10-05 07:00:00,81.5,None,6.169,None,30.3,None,4.481,None
2023-10-05 06:00:00,81.7,None,6.177,None,30.26,None,4.907,None
2023-10-05 05:00:00,81.7,None,6.223,None,30.18,None,4.557,None
2023-10-05 04:00:00,81.9,None,6.299,None,30.09,None,4.455,None
2023-10-05 03:00:00,81.5,None,6.207,None,30.07,None,4.891,None
2023-10-05 02:00:00,81.2,None,6.195,None,29.98,None,4.495,None
2023-10-05 01:00:00,81.3,None,6.19,None,29.95,None,3.584,None
2023-10-05 00:00:00,81.2,None,6.2,None,29.93,None,4.737,None
2023-10-04 23:00:00,81.4,None,6.203,None,29.94,None,4.841,None
2023-10-04 22:00:00,81.1,None,6.199,None,30.01,None,4.749,None
2023-10-04 21:00:00,80.5,None,6.168,None,30.06,None,5.576,None
2023-10-04 20:00:00,80.0,None,6.18,None,30.12,None,6.097,None
2023-10-04 19:00:00,81.0,None,6.214,None,30.13,None,5.409,None
2023-10-04 18:00:00,80.6,None,6.185,None,30.1,None,5.582,None
2023-10-04 17:00:00,80.5,None,6.191,None,30.15,None,5.944,None
2023-10-04 16:00:00,81.1,None,6.225,None,30.16,None,5.306,None
2023-10-04 15:00:00,81.0,None,6.223,None,30.16,None,4.947,None
2023-10-04 14:00:00,81.2,None,6.2,None,30.23,None,5.465,None
2023-10-04 13:00:00,81.3,None,6.193,None,30.32,None,6.033,None
2023-10-04 12:00:00,81.7,None,6.196,None,30.41,None,5.87,None
2023-10-04 11:00:00,82.5,None,6.209,None,30.53,None,4.589,None
2023-10-04 10:00:00,82.3,None,6.175,None,30.6,None,6.772,None
2023-10-04 09:00:00,82.4,None,6.161,None,30.66,None,5.944,None
2023-10-04 08:00:00,83.2,None,6.157,None,30.75,None,4.927,None
2023-10-04 07:00:00,83.0,None,6.141,None,30.97,None,4.909,None
2023-10-04 06:00:00,82.5,None,6.148,None,31.04,None,6.272,None
2023-10-04 05:00:00,83.5,None,6.148,None,30.94,None,5.267,None
2023-10-04 04:00:00,83.2,None,6.185,None,31.06,None,5.306,None
2023-10-04 03:00:00,83.5,None,6.237,None,31.22,None,4.501,None
2023-10-04 02:00:00,83.2,None,6.184,None,31.1,None,5.085,None
2023-10-04 01:00:00,83.8,None,6.278,None,30.97,None,4.708,None
2023-10-04 00:00:00,83.4,None,6.191,None,31.01,None,5.859,None
2023-10-03 23:00:00,82.8,None,6.186,None,31.03,None,6.113,None
2023-10-03 22:00:00,83.2,None,6.195,None,31.01,None,5.574,None
2023-10-03 21:00:00,82.9,None,6.176,None,30.98,None,6.134,None
2023-10-03 20:00:00,83.1,None,6.194,None,30.96,None,5.914,None
2023-10-03 19:00:00,83.2,None,6.202,None,30.98,None,5.728,None
2023-10-03 18:00:00,82.9,None,6.173,None,31.02,None,6.129,None
2023-10-03 17:00:00,82.2,None,6.168,None,31.06,None,6.242,None
2023-10-03 16:00:00,82.7,None,6.207,None,31.06,None,6.272,None
2023-10-03 15:00:00,82.8,None,6.192,None,31.11,None,6.256,None
2023-10-03 14:00:00,83.1,None,6.187,None,31.15,None,6.508,None
2023-10-03 13:00:00,83.1,None,6.181,None,31.16,None,7.5,None
2023-10-03 12:00:00,83.3,None,6.179,None,31.15,None,5.587,None
2023-10-03 11:00:00,83.4,None,6.207,None,31.18,None,6.206,None
2023-10-03 10:00:00,83.2,None,6.205,None,31.38,None,7.105,None
2023-10-03 09:00:00,82.7,None,6.155,None,31.49,None,6.831,None
2023-10-03 08:00:00,83.3,None,6.151,None,31.29,None,6.456,None
2023-10-03 07:00:00,83.7,None,6.169,None,31.32,None,6.503,None
2023-10-03 06:00:00,83.6,None,6.16,None,31.36,None,6.408,None
2023-10-03 05:00:00,83.6,None,6.194,None,31.39,None,6.127,None
2023-10-03 04:00:00,83.3,None,6.245,None,31.38,None,4.884,None
2023-10-03 03:00:00,82.9,None,6.19,None,31.27,None,5.977,None
2023-10-03 02:00:00,81.3,None,6.278,None,31.16,None,5.298,None
2023-10-03 01:00:00,82.4,None,6.19,None,31.14,None,5.636,None
2023-10-03 00:00:00,82.8,None,6.181,None,31.1,None,6.355,None
2023-10-02 23:00:00,82.2,None,6.186,None,31.08,None,6.406,None
2023-10-02 22:00:00,82.7,None,6.212,None,31.03,None,6.329,None
2023-10-02 21:00:00,82.7,None,6.207,None,31.06,None,7.182,None
2023-10-02 20:00:00,80.9,None,6.151,None,31.11,None,7.321,None
2023-10-02 19:00:00,82.4,None,6.204,None,31.11,None,6.396,None
2023-10-02 18:00:00,82.3,None,6.177,None,31.13,None,6.353,None
2023-10-02 17:00:00,82.1,None,6.179,None,31.1,None,6.332,None
2023-10-02 16:00:00,82.4,None,6.219,None,31.11,None,6.963,None
2023-10-02 15:00:00,82.0,None,6.175,None,31.15,None,7.413,None
2023-10-02 14:00:00,81.8,None,6.173,None,31.17,None,15.01,None
2023-10-02 13:00:00,82.1,None,6.205,None,31.25,None,8.54,None
2023-10-02 12:00:00,82.5,None,6.172,None,31.36,None,7.125,None
2023-10-02 11:00:00,82.5,None,6.183,None,31.35,None,6.484,None
2023-10-02 10:00:00,82.9,None,6.194,None,31.25,None,6.918,None
2023-10-02 09:00:00,82.1,None,6.151,None,31.31,None,7.648,None
2023-10-02 08:00:00,81.4,None,6.159,None,31.17,None,7.599,None
2023-10-02 07:00:00,83.1,None,6.178,None,31.11,None,6.932,None
2023-10-02 06:00:00,83.1,None,6.168,None,31.13,None,8.2,None
2023-10-02 05:00:00,81.8,None,6.184,None,31.16,None,7.29,None
2023-10-02 04:00:00,82.7,None,6.282,None,31.17,None,6.032,None
2023-10-02 03:00:00,83.0,None,6.313,None,30.92,None,6.054,None
2023-10-02 02:00:00,83.0,None,6.193,None,30.86,None,7.053,None
2023-10-02 01:00:00,82.7,None,6.19,None,30.89,None,6.796,None
2023-10-02 00:00:00,82.2,None,6.189,None,30.91,None,7.386,None
2023-10-01 23:00:00,82.5,None,6.19,None,30.84,None,7.197,None
2023-10-01 22:00:00,82.8,None,6.197,None,31.07,None,7.527,None
2023-10-01 21:00:00,82.3,None,6.178,None,31.31,None,7.1,None
2023-10-01 20:00:00,81.4,None,6.166,None,30.9,None,7.53,None
2023-10-01 19:00:00,82.5,None,6.21,None,30.9,None,5.968,None
2023-10-01 18:00:00,82.7,None,6.204,None,30.93,None,7.263,None
2023-10-01 17:00:00,82.5,None,6.174,None,30.72,None,7.64,None
2023-10-01 16:00:00,82.5,None,6.201,None,30.48,None,7.444,None
2023-10-01 15:00:00,83.1,None,6.195,None,30.89,None,7.509,None
2023-10-01 14:00:00,82.4,None,6.184,None,31.59,None,7.035,None
2023-10-01 13:00:00,83.3,None,6.197,None,30.96,None,7.4,None
2023-10-01 12:00:00,83.7,None,6.2,None,30.93,None,7.233,None
2023-10-01 11:00:00,83.2,None,6.17,None,30.97,None,7.602,None
2023-10-01 10:00:00,83.9,None,6.171,None,30.82,None,7.385,None
2023-10-01 09:00:00,83.7,None,6.208,None,30.78,None,7.896,None
2023-10-01 08:00:00,83.6,None,6.259,None,30.83,None,8.15,None
2023-10-01 07:00:00,83.8,None,6.156,None,30.8,None,7.636,None
2023-10-01 06:00:00,83.6,None,6.199,None,30.8,None,8.55,None
2023-10-01 05:00:00,94.2,None,6.294,None,30.71,None,6.106,None
2023-10-01 04:00:00,84.0,None,6.185,None,30.66,None,7.086,None
2023-10-01 03:00:00,83.1,None,6.175,None,30.61,None,7.735,None
2023-10-01 02:00:00,83.0,None,6.173,None,30.51,None,7.977,None
2023-10-01 01:00:00,82.6,None,6.172,None,30.4,None,7.662,None
2023-10-01 00:00:00,82.9,None,6.197,None,30.36,None,8.37,None
2023-09-30 23:00:00,83.0,None,6.21,None,30.33,None,7.364,None
2023-09-30 22:00:00,83.0,None,6.218,None,30.29,None,7.749,None
2023-09-30 21:00:00,82.9,None,6.202,None,30.29,None,7.784,None
2023-09-30 20:00:00,82.3,None,6.186,None,30.27,None,7.874,None
2023-09-30 19:00:00,82.6,None,6.215,None,30.09,None,8.62,None
