station_id,station_code,station_name,sample_date,depth1,depth2,DOC_mg/L C,DOC_mg/l,Farge_mg Pt/l,NH4-N_µg/l,NO3+NO2-N_µg/l,NO3-N_µg/l,P-PO4_µg/l P,PO4-P_µg/l,STS_mg/l,SiO2_mg/l,TOC_mg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TSM_mg/l,UV-Abs. 410nm_Abs/cm
40352,DRA1,Drammenselva v/Krokstadelva,1990-01-11 00:00:00,0,0,,,,,,235.0,,0.5,,,,350.0,,,0.8,
40352,DRA1,Drammenselva v/Krokstadelva,1990-02-12 00:00:00,0,0,,,,,,295.0,,2.0,,,,419.0,,,2.0,
40352,DRA1,Drammenselva v/Krokstadelva,1990-03-13 00:00:00,0,0,,,,,,265.0,,1.5,,,,405.0,,,1.4,
40352,DRA1,Drammenselva v/Krokstadelva,1990-04-18 00:00:00,0,0,,,,,,270.0,,1.5,,,,399.0,,,1.3,
40352,DRA1,Drammenselva v/Krokstadelva,1990-05-21 00:00:00,0,0,,,,,,178.0,,0.5,,,,317.0,,,1.7,
40352,DRA1,Drammenselva v/Krokstadelva,1990-06-12 00:00:00,0,0,,,,,,117.0,,1.0,,,,299.0,,,1.5,
40352,DRA1,Drammenselva v/Krokstadelva,1990-07-13 00:00:00,0,0,,,,,,157.0,,5.0,,,,296.0,,,1.4,
40352,DRA1,Drammenselva v/Krokstadelva,1990-08-13 00:00:00,0,0,,,,,,118.0,,0.5,,,,270.0,,,0.7,
40352,DRA1,Drammenselva v/Krokstadelva,1990-09-10 00:00:00,0,0,,,,,,118.0,,3.0,,,,245.0,,,1.0,
40352,DRA1,Drammenselva v/Krokstadelva,1990-10-15 00:00:00,0,0,,,,,,193.0,,3.0,,,,318.0,,,1.0,
40352,DRA1,Drammenselva v/Krokstadelva,1990-11-13 00:00:00,0,0,,,,,,250.0,,1.0,,,,371.0,,,0.9,
40352,DRA1,Drammenselva v/Krokstadelva,1990-12-12 00:00:00,0,0,,,,,,230.0,,1.0,,,,347.0,,,0.9,
40352,DRA1,Drammenselva v/Krokstadelva,1991-01-21 00:00:00,0,0,,,,,,285.0,,2.0,,,,395.0,,,1.01,
40352,DRA1,Drammenselva v/Krokstadelva,1991-02-10 00:00:00,0,0,,,,,,250.0,,2.0,,,,371.0,,,1.17,
40352,DRA1,Drammenselva v/Krokstadelva,1991-03-08 00:00:00,0,0,,,,,,265.0,,0.5,,,,381.0,,,1.12,
40352,DRA1,Drammenselva v/Krokstadelva,1991-04-19 00:00:00,0,0,,,,,,315.0,,2.0,,,,443.0,,,2.49,
40352,DRA1,Drammenselva v/Krokstadelva,1991-05-13 00:00:00,0,0,,,,,,230.0,,1.0,,,,374.0,,,1.37,
