station_id,station_code,station_name,sample_date,DOC_mg/L C,Farge_mg Pt/l,NH4-N_µg/l,NO3-N_µg/l,PO4-P_µg/l,POC_µg/l C,STS_mg/l,SiO2_mg/l,TOC_mg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TOTP_µg/l,TSM_mg/l,UV-Abs. 254nm_Abs/cm,UV-Abs. 410nm_Abs/cm,POC_mg/L_new,POC_mg/l,DIN_μg/l,DON_µg/l
40352,DRA1,Drammenselva,2017-12-05 14:40:00,3.2,,7.0,220.0,2.0,108.0,,2.9318000000000004,3.2,370.0,2.0,5.0,7.0,1.4,0.123322,0.0111118,0.108,0.0,227.0,143.0
40352,DRA1,Drammenselva,2018-01-02 11:00:00,3.0,,7.0,240.0,1.0,110.0,,3.103,2.9,360.0,1.0,2.0,3.0,,0.111968,0.010006,0.11,-0.10000000000000009,247.0,113.0
40352,DRA1,Drammenselva,2018-02-06 09:30:00,2.5,,11.0,220.0,1.0,99.1,,2.7392000000000003,2.5,365.0,3.0,0.0,3.0,0.7,0.098078,0.008802,0.0991,0.0,231.0,134.0
40352,DRA1,Drammenselva,2018-03-06 09:00:00,2.5,,8.0,230.0,1.0,87.9,,2.7606,2.6,390.0,2.0,1.0,3.0,,0.093564,0.007674,0.0879,0.10000000000000009,238.0,152.0
40352,DRA1,Drammenselva,2018-04-03 09:30:00,2.4,,15.0,300.0,1.0,162.0,,2.7606,2.3,395.0,2.0,2.0,4.0,0.86,0.087616,0.0070922,0.162,-0.10000000000000009,315.0,80.0
40352,DRA1,Drammenselva,2018-05-08 07:30:00,3.4,,8.0,250.0,3.0,,,2.996,3.5,440.0,2.0,6.0,8.0,3.79,0.142024,0.013546,,0.10000000000000009,258.0,182.0
40352,DRA1,Drammenselva,2018-05-15 07:30:00,3.0,,2.0,180.0,4.0,288.0,,2.9104000000000005,3.1,350.0,2.0,5.0,7.0,4.68,0.124478,0.011484,0.288,0.10000000000000009,182.0,168.0
40352,DRA1,Drammenselva,2018-05-28 09:15:00,3.5,,13.0,200.0,2.0,203.0,,2.8890000000000002,3.4,340.0,2.0,3.0,5.0,1.71,0.124456,0.010736,0.203,-0.10000000000000009,213.0,127.0
40352,DRA1,Drammenselva,2018-06-05 06:40:00,3.4,,23.0,150.0,2.0,239.0,,2.6964,3.4,300.0,2.0,4.0,6.0,1.82,0.122742,0.010274,0.239,0.0,173.0,127.0
40352,DRA1,Drammenselva,2018-06-12 07:40:00,3.0,,12.0,110.0,2.0,246.0,,2.4396,3.2,260.0,2.0,4.0,6.0,1.75,0.112472,0.0091278,0.246,0.20000000000000018,122.0,138.0
40352,DRA1,Drammenselva,2018-06-26 08:15:00,3.1,,30.0,180.0,1.0,237.0,,2.5038,3.2,330.0,2.0,3.0,5.0,1.24,0.110874,0.0088058,0.237,0.10000000000000009,210.0,120.0
40352,DRA1,Drammenselva,2018-07-02 08:15:00,3.1,,29.0,170.0,2.0,184.0,,2.3754000000000004,3.1,350.0,2.0,3.0,5.0,1.1,0.110516,0.009068,0.184,0.0,199.0,151.0
40352,DRA1,Drammenselva,2018-08-06 10:30:00,2.6,,19.0,82.0,2.0,312.0,,2.0865,2.7,210.0,3.0,2.0,5.0,1.62,0.087584,0.006826,0.312,0.10000000000000009,101.0,109.0
40352,DRA1,Drammenselva,2018-09-04 08:15:00,2.8,,27.0,130.0,1.0,229.0,,2.05226,2.9,290.0,1.0,3.0,4.0,0.99,0.09478,0.008108,0.229,0.10000000000000009,157.0,133.0
40352,DRA1,Drammenselva,2018-10-01 11:00:00,3.4,,2.0,200.0,1.0,185.0,,2.4182,3.2,280.0,2.0,2.0,4.0,1.25,0.1201158,0.010314,0.185,-0.19999999999999973,202.0,78.0
40352,DRA1,Drammenselva,2018-11-05 14:00:00,3.4,,15.0,370.0,1.0,155.0,,2.9532,3.5,510.0,2.0,2.0,4.0,0.87,0.127944,0.01116,0.155,0.10000000000000009,385.0,125.0
40352,DRA1,Drammenselva,2018-12-03 11:20:00,3.8,,2.0,410.0,4.0,228.0,,3.3384000000000005,3.8,560.0,2.0,6.0,8.0,3.29,0.143382,0.01298,0.228,0.0,412.0,148.0
40352,DRA1,Drammenselva,2019-01-07 12:35:00,3.2,,9.0,290.0,1.0,105.0,,2.9104000000000005,3.2,380.0,3.0,1.0,4.0,0.75,0.116122,0.010086,0.105,0.0,299.0,81.0
40352,DRA1,Drammenselva,2019-02-04 12:00:00,2.8,,14.0,220.0,2.0,133.0,,2.7606,2.9,350.0,2.0,3.0,5.0,0.77,0.098486,0.008314,0.133,0.10000000000000009,234.0,116.0
40352,DRA1,Drammenselva,2019-03-04 11:30:00,2.8,,10.0,350.0,1.0,124.0,,2.996,2.8,490.0,2.0,2.0,4.0,1.05,0.101898,0.008706,0.124,0.0,360.0,130.0
40352,DRA1,Drammenselva,2019-04-02 13:00:00,3.9,,3.0,900.0,4.0,261.0,,3.7664000000000004,3.9,1000.0,3.0,5.0,8.0,4.19,0.149908,0.0136,0.261,0.0,903.0,97.0
40352,DRA1,Drammenselva,2019-05-06 10:30:00,3.3,,2.0,240.0,1.0,179.0,,2.996,3.3,360.0,2.0,3.0,5.0,1.55,0.138392,0.012584,0.179,0.0,242.0,118.0
40352,DRA1,Drammenselva,2019-05-15 13:10:00,3.4,,4.0,360.0,3.0,97.9,,3.0388,3.5,440.0,1.0,4.0,5.0,1.07,0.139382,0.013138,0.0979,0.10000000000000009,364.0,76.0
40352,DRA1,Drammenselva,2019-05-22 10:00:00,3.5,,9.0,520.0,5.0,372.0,,3.0174,3.6,730.0,1.0,8.0,9.0,3.59,0.140316,0.013284,0.372,0.10000000000000009,529.0,201.0
40352,DRA1,Drammenselva,2019-06-03 10:45:00,3.3,,2.0,260.0,3.0,155.0,,2.8890000000000002,3.4,380.0,1.0,5.0,6.0,1.36,0.130094,0.01148,0.155,0.10000000000000009,262.0,118.0
40352,DRA1,Drammenselva,2019-06-12 09:30:00,3.9,,2.0,380.0,3.0,329.0,,2.996,4.0,510.0,2.0,8.0,10.0,3.94,0.147842,0.0138238,0.329,0.10000000000000009,382.0,128.0
40352,DRA1,Drammenselva,2019-06-24 10:45:00,3.9,,5.0,260.0,1.0,256.0,,2.9532,3.9,380.0,2.0,4.0,6.0,1.25,0.147724,0.01344,0.256,0.0,265.0,115.0
40352,DRA1,Drammenselva,2019-07-01 11:30:00,3.9,,14.0,240.0,2.0,220.0,,2.6750000000000003,4.0,370.0,3.0,2.0,5.0,1.47,0.146372,0.012612,0.22,0.10000000000000009,254.0,116.0
40352,DRA1,Drammenselva,2019-08-05 11:00:00,3.2,,19.0,150.0,2.0,193.0,,2.5252,3.4,290.0,1.0,3.0,4.0,0.73,0.120026,0.009712,0.193,0.19999999999999973,169.0,121.0
40352,DRA1,Drammenselva,2019-09-02 08:20:00,3.9,,10.0,200.0,1.0,171.0,,2.5466,4.0,340.0,3.0,3.0,6.0,1.04,0.144226,0.012422,0.171,0.10000000000000009,210.0,130.0
40352,DRA1,Drammenselva,2019-10-07 12:20:00,4.0,,21.0,270.0,2.0,138.0,,2.7178,4.1,450.0,2.0,2.0,4.0,0.96,0.15283,0.013678,0.138,0.09999999999999964,291.0,159.0
40352,DRA1,Drammenselva,2019-11-04 11:35:00,3.7,,13.0,260.0,1.0,151.0,,2.8890000000000002,3.9,420.0,1.0,3.0,4.0,1.18,0.149458,0.013716,0.151,0.19999999999999973,273.0,147.0
40352,DRA1,Drammenselva,2019-12-03 11:15:00,4.0,,8.0,320.0,2.0,127.0,,3.1458,4.1,480.0,2.0,2.0,4.0,0.8,0.141684,0.012702,0.127,0.09999999999999964,328.0,152.0
40352,DRA1,Drammenselva,2020-01-06 14:15:00,3.2,,18.0,280.0,1.0,129.0,,2.9104000000000005,3.2,420.0,2.0,2.0,4.0,0.79,0.11734,0.01063,0.129,0.0,298.0,122.0
40352,DRA1,Drammenselva,2020-02-03 15:30:00,3.3,,17.0,260.0,1.0,132.0,,3.1886,3.4,410.0,2.0,1.0,3.0,0.97,0.122112,0.011036,0.132,0.10000000000000009,277.0,133.0
40352,DRA1,Drammenselva,2020-03-02 14:40:00,3.3,,20.0,260.0,2.0,142.0,,3.103,3.3,420.0,2.0,3.0,5.0,1.33,0.119016,0.010458,0.142,0.0,280.0,140.0
40352,DRA1,Drammenselva,2020-04-14 12:00:00,3.2,,6.0,270.0,2.0,135.0,,2.8462000000000005,3.1,360.0,1.0,4.0,5.0,1.03,0.1215898,0.010936,0.135,-0.10000000000000009,276.0,84.0
40352,DRA1,Drammenselva,2020-05-04 12:15:00,3.7,,5.0,250.0,3.0,200.0,,2.8248,3.6,350.0,2.0,2.0,4.0,1.27,0.133292,0.01217,0.2,-0.10000000000000009,255.0,95.0
40352,DRA1,Drammenselva,2020-05-11 11:35:00,3.8,,3.0,220.0,3.0,323.0,,2.8890000000000002,4.4,360.0,2.0,2.0,4.0,1.16,0.127342,0.011696,0.323,0.6000000000000005,223.0,137.0
40352,DRA1,Drammenselva,2020-05-25 08:15:00,4.1,,2.0,220.0,2.0,193.0,,2.8676000000000004,4.2,250.0,2.0,1.0,3.0,1.4,0.128824,0.01173,0.193,0.10000000000000053,222.0,28.0
40352,DRA1,Drammenselva,2020-06-02 12:10:00,4.2,,2.0,220.0,2.0,217.0,,2.7178,4.2,300.0,3.0,1.0,4.0,1.66,0.12463,0.011286,0.217,0.0,222.0,78.0
40352,DRA1,Drammenselva,2020-06-15 12:00:00,3.2,,9.0,170.0,2.0,312.0,,2.6536,3.2,270.0,1.0,2.0,3.0,1.05,0.13688,0.012292,0.312,0.0,179.0,91.0
40352,DRA1,Drammenselva,2020-06-22 08:45:00,4.5,,5.0,170.0,3.0,287.0,,2.568,4.3,360.0,2.0,2.0,4.0,1.58,0.125796,0.010896,0.287,-0.20000000000000018,175.0,185.0
40352,DRA1,Drammenselva,2020-07-06 12:15:00,3.6,,2.0,190.0,2.0,249.0,,2.5466,3.7,290.0,2.0,2.0,4.0,1.58,0.107534,0.00602,0.249,0.10000000000000009,192.0,98.0
40352,DRA1,Drammenselva,2020-08-03 12:20:00,3.5,,3.0,140.0,1.0,225.0,,2.3968000000000003,4.3,270.0,2.0,2.0,4.0,1.27,0.130314,0.011318,0.225,0.7999999999999998,143.0,127.0
40352,DRA1,Drammenselva,2020-09-07 12:10:00,,,3.0,130.0,1.0,589.0,,2.3326000000000002,3.6,240.0,1.0,2.0,3.0,0.85,0.11276,0.009408,0.589,,133.0,107.0
40352,DRA1,Drammenselva,2020-10-05 11:45:00,,,9.0,700.0,11.0,821.0,,3.6808,5.8,810.0,6.0,18.0,24.0,12.7,0.208344,0.02002,0.821,,709.0,101.0
40352,DRA1,Drammenselva,2020-11-02 12:50:00,4.5,,2.0,500.0,5.0,265.0,,3.745,4.5,610.0,7.0,4.0,11.0,4.09,0.18106,0.017424,0.265,0.0,502.0,108.0
40352,DRA1,Drammenselva,2020-12-07 13:15:00,3.5,,5.0,410.0,3.0,211.0,,3.5096,3.5,490.0,3.0,4.0,7.0,2.23,0.136174,0.0125018,0.211,0.0,415.0,75.0
40352,DRA1,Drammenselva,2021-01-21 10:30:00,3.6,21.0,4.0,270.0,1.0,113.0,1.5,3.25,3.6,380.0,0.5,2.5,3.0,0.82,0.125428,0.01127,0.113,0.0,274.0,106.0
40352,DRA1,Drammenselva,2021-02-02 15:00:00,3.2,,2.0,290.0,2.0,137.0,1.7,3.32,3.4,460.0,1.7000000000000002,3.3,5.0,0.96,0.121924,0.010594,0.137,0.19999999999999973,292.0,168.0
40352,DRA1,Drammenselva,2021-03-02 08:30:00,2.9,16.0,6.0,300.0,2.0,159.0,1.2,3.14,2.9,400.0,0.20000000000000018,4.8,5.0,1.89,0.106028,0.00912,0.159,0.0,306.0,94.0
40352,DRA1,Drammenselva,2021-04-06 11:30:00,3.6,15.0,4.0,390.0,3.0,260.0,2.3,3.2,3.5,480.0,0.20000000000000018,4.8,5.0,2.42,0.133744,0.012508,0.26,-0.10000000000000009,394.0,86.0
40352,DRA1,Drammenselva,2021-05-03 09:00:00,3.7,25.0,2.0,270.0,2.0,224.0,2.0,2.98,3.6,350.0,1.7000000000000002,3.3,5.0,4.37,0.1352038,0.012582,0.224,-0.10000000000000009,272.0,78.0
40352,DRA1,Drammenselva,2021-05-18 09:30:00,4.0,31.0,2.0,470.0,5.0,413.0,9.0,3.62,4.1,540.0,0.8000000000000007,8.2,9.0,6.51,0.17013,0.016836,0.413,0.09999999999999964,472.0,68.0
40352,DRA1,Drammenselva,2021-05-25 07:50:00,4.2,31.0,2.0,490.0,5.0,355.0,7.9,3.6,4.1,560.0,2.5,9.5,12.0,6.69,0.170716,0.016242,0.355,-0.10000000000000053,492.0,68.0
40352,DRA1,Drammenselva,2021-06-07 10:05:00,3.6,23.0,21.0,250.0,3.0,240.0,3.0,3.11,3.7,340.0,-0.09999999999999964,5.1,5.0,2.48,0.13854,0.012448,0.24,0.10000000000000009,271.0,69.0
40352,DRA1,Drammenselva,2021-06-14 10:50:00,3.5,22.0,17.0,260.0,3.0,304.0,3.1,3.08,3.5,390.0,1.5,4.5,6.0,1.98,,,0.304,0.0,277.0,113.0
40352,DRA1,Drammenselva,2021-06-28 06:30:00,3.2,19.0,8.0,180.0,1.0,267.0,1.0,2.67,3.3,350.0,1.0,4.0,5.0,1.49,0.12166,0.010172,0.267,0.09999999999999964,188.0,162.0
40352,DRA1,Drammenselva,2021-07-05 14:35:00,3.4,19.0,13.0,180.0,1.0,415.0,1.4,2.7,3.5,350.0,0.0,5.0,5.0,1.74,0.120122,0.009912,0.415,0.10000000000000009,193.0,157.0
40352,DRA1,Drammenselva,2021-08-02 06:45:00,3.5,22.0,16.0,170.0,2.0,292.0,2.2,2.67,3.6,310.0,1.2000000000000002,4.8,6.0,2.34,0.1368,0.011812,0.292,0.10000000000000009,186.0,124.0
40352,DRA1,Drammenselva,2021-09-06 07:30:00,3.0,17.0,24.0,120.0,2.0,366.0,1.1,2.36,3.1,270.0,2.4,3.6,6.0,0.79,0.10934,0.009006,0.366,0.10000000000000009,144.0,126.0
40352,DRA1,Drammenselva,2021-10-04 11:00:00,5.2,37.0,3.0,660.0,8.0,914.0,7.0,3.76,5.3,800.0,3.0,13.0,16.0,7.63,0.200358,0.0187918,0.914,0.09999999999999964,663.0,137.0
40352,DRA1,Drammenselva,2021-11-01 08:40:00,3.8,30.0,2.0,390.0,19.0,916.0,15.4,4.45,4.0,630.0,8.0,23.0,31.0,17.5,0.155242,0.015716,0.916,0.20000000000000018,392.0,238.0
40352,DRA1,Drammenselva,2021-12-06 10:50:00,3.4,21.0,10.0,230.0,2.0,156.0,2.3,3.29,3.4,390.0,1.1,2.9,4.0,1.31,0.12561,0.01126,0.156,0.0,240.0,150.0
40352,DRA1,Drammenselva,2022-01-10 11:40:00,2.8,18.0,19.0,290.0,2.0,119.0,1.4,3.02,2.8,350.0,1.0,2.0,3.0,0.8,0.106546,0.00921,0.119,0.0,309.0,41.0
40352,DRA1,Drammenselva,2022-02-07 09:20:00,2.6,16.0,22.0,250.0,1.0,210.0,1.0,2.86,2.6,360.0,1.0,3.0,4.0,0.77,0.096402,0.008482,0.21,0.0,272.0,88.0
40352,DRA1,Drammenselva,2022-03-07 11:15:00,2.4,14.0,11.0,260.0,1.0,168.0,1.3,2.58,2.5,330.0,0.0,3.0,3.0,,0.0868,0.007348,0.168,0.10000000000000009,271.0,59.0
40352,DRA1,Drammenselva,2022-04-04 11:30:00,2.5,16.0,13.0,290.0,3.0,112.0,1.1,2.78,2.6,350.0,2.0,2.0,4.0,0.97,0.101018,0.008814,0.112,0.10000000000000009,303.0,47.0
40352,DRA1,Drammenselva,2022-05-02 10:30:00,3.1,19.0,23.0,280.0,1.0,184.0,1.4,2.69,3.1,370.0,0.0,4.0,4.0,0.92,0.108796,0.009006,0.184,0.0,303.0,67.0
40352,DRA1,Drammenselva,2022-05-16 09:30:00,2.7,16.0,24.0,210.0,1.0,217.0,1.3,2.6,2.8,290.0,1.0,3.0,4.0,0.98,0.100022,0.008306,0.217,0.09999999999999964,234.0,56.0
40352,DRA1,Drammenselva,2022-05-30 10:15:00,2.9,17.0,15.0,170.0,4.0,253.0,3.2,2.61,3.0,310.0,3.0,3.0,6.0,1.53,0.1063,0.009286,0.253,0.10000000000000009,185.0,125.0
40352,DRA1,Drammenselva,2022-06-07 06:45:00,2.9,18.0,18.0,130.0,1.0,281.0,1.3,2.51,3.0,250.0,1.0,4.0,5.0,1.26,0.10836,0.00911,0.281,0.10000000000000009,148.0,102.0
40352,DRA1,Drammenselva,2022-06-13 06:30:00,3.0,19.0,20.0,190.0,2.0,391.0,1.1,2.51,3.1,290.0,0.0,4.0,4.0,1.21,0.10981,0.008492,0.391,0.10000000000000009,210.0,80.0
40352,DRA1,Drammenselva,2022-06-27 09:00:00,3.2,18.0,22.0,160.0,1.0,336.0,1.1,2.4,3.3,280.0,1.0,4.0,5.0,1.01,0.111552,0.00879,0.336,0.09999999999999964,182.0,98.0
40352,DRA1,Drammenselva,2022-07-11 08:30:00,3.2,17.0,24.0,180.0,1.0,329.0,1.2,2.45,3.2,320.0,1.0,4.0,5.0,1.03,0.10944,0.00861,0.329,0.0,204.0,116.0
40352,DRA1,Drammenselva,2022-08-01 09:30:00,3.4,16.0,41.0,180.0,1.0,313.0,1.3,2.48,3.5,320.0,0.0,5.0,5.0,1.24,0.104948,0.007778,0.313,0.10000000000000009,221.0,99.0
40352,DRA1,Drammenselva,2022-09-05 12:30:00,2.7,13.0,30.0,100.0,1.0,263.0,1.7,2.22,2.9,240.0,0.0,4.0,4.0,0.88,0.091762,0.007168,0.263,0.19999999999999973,130.0,110.0
40352,DRA1,Drammenselva,2022-10-03 10:45:00,4.1,22.0,10.0,240.0,2.0,518.0,1.8,2.67,4.0,370.0,2.0,4.0,6.0,1.91,0.144484,0.012742,0.518,-0.09999999999999964,250.0,120.0
40352,DRA1,Drammenselva,2022-11-07 10:50:00,4.8,31.0,8.0,490.0,5.0,356.0,5.0,3.72,4.9,680.0,2.0,11.0,13.0,6.38,0.1891662,0.017748,0.356,0.10000000000000053,498.0,182.0
40352,DRA1,Drammenselva,2022-12-06 09:30:00,3.8,22.0,12.0,330.0,2.0,189.0,1.0,3.27,3.8,420.0,1.0,3.0,4.0,1.03,0.141064,0.012732,0.189,0.0,342.0,78.0
40352,DRA1,Drammenselva,2023-01-03 14:35:00,3.2,18.0,2.0,250.0,1.0,239.0,1.5,3.22,3.3,390.0,1.0,3.0,4.0,0.83,0.120388,0.010368,0.239,0.09999999999999964,252.0,138.0
40352,DRA1,Drammenselva,2023-02-06 14:45:00,2.9,16.0,15.0,270.0,1.0,204.0,1.7,3.17,2.9,410.0,0.2999999999999998,2.7,3.0,0.88,0.106912,0.009384,0.204,0.0,285.0,125.0
40352,DRA1,Drammenselva,2023-03-07 13:00:00,2.5,14.0,24.0,250.0,2.0,161.0,1.4,3.0,2.4,360.0,0.10000000000000009,3.6,3.7,1.8,0.09771,0.008488,0.161,-0.10000000000000009,274.0,86.0
40352,DRA1,Drammenselva,2023-04-11 12:20:00,3.4,19.0,20.0,720.0,27.0,752.0,29.0,5.47,3.4,870.0,13.0,26.0,39.0,14.7,0.120156,0.011406,0.752,0.0,740.0,130.0
40352,DRA1,Drammenselva,2023-05-02 12:00:00,4.1,22.0,6.0,310.0,2.0,125.0,1.7,3.43,4.1,460.0,1.5999999999999996,3.5,5.1,2.08,0.146778,0.014024,0.125,0.0,316.0,144.0
40352,DRA1,Drammenselva,2023-05-22 11:30:00,3.7,22.0,2.0,170.0,4.0,366.0,5.4,3.22,3.7,370.0,1.3000000000000007,7.6,8.9,4.33,0.143364,0.0134418,0.366,0.0,172.0,198.0
40352,DRA1,Drammenselva,2023-05-30 07:10:00,3.5,21.0,2.0,200.0,3.0,286.0,4.0,3.09,3.6,370.0,1.4000000000000004,4.3,5.7,2.96,0.136702,0.012206,0.286,0.10000000000000009,202.0,168.0
40352,DRA1,Drammenselva,2023-06-05 12:00:00,3.5,21.0,2.0,200.0,2.0,370.0,2.8,3.2,3.6,360.0,1.2000000000000002,4.7,5.9,2.26,0.13505,0.011782,0.37,0.10000000000000009,202.0,158.0
40352,DRA1,Drammenselva,2023-06-12 11:00:00,3.8,21.0,2.0,170.0,3.0,345.0,5.6,3.26,3.8,350.0,1.8999999999999995,4.9,6.8,3.24,0.141808,0.012526,0.345,0.0,172.0,178.0
40352,DRA1,Drammenselva,2023-06-26 09:00:00,3.3,18.0,2.0,81.0,1.0,340.0,1.5,2.65,3.4,310.0,1.5,3.7,5.2,1.4,0.12281,0.010514,0.34,0.10000000000000009,83.0,227.0
40352,DRA1,Drammenselva,2023-07-03 11:15:00,3.3,17.0,2.0,46.0,3.0,288.0,3.3,2.77,3.5,330.0,-0.5,6.5,6.0,2.72,0.119868,0.009284,0.288,0.20000000000000018,,282.0
40352,DRA1,Drammenselva,2023-08-06 12:30:00,3.6,20.0,2.0,140.0,1.0,210.0,2.5,2.68,3.6,320.0,0.6000000000000001,3.9,4.5,1.6,0.137718,0.01178,0.21,0.0,142.0,178.0
40352,DRA1,Drammenselva,2023-08-11 10:00:00,,33.0,13.0,130.0,23.0,,,3.66,4.6,340.0,,,33.0,,,,,,143.0,197.0
40352,DRA1,Drammenselva,2023-08-11 10:10:00,,32.0,10.0,130.0,22.0,,,3.6,4.7,340.0,,,33.0,,,,,,140.0,200.0
40352,DRA1,Drammenselva,2023-08-11 10:20:00,,32.0,12.0,130.0,26.0,,,4.04,4.8,340.0,,,38.0,,,,,,142.0,198.0
40352,DRA1,Drammenselva,2023-08-11 10:21:00,4.7,,,,,632.0,31.5,,,,,,,,0.189546,0.017134,0.632,,,
40352,DRA1,Drammenselva,2023-08-29 07:55:00,6.5,,2.0,,27.0,699.0,20.6,4.15,6.7,380.0,,,28.0,,0.263348,0.026588,0.699,0.20000000000000018,,
40352,DRA1,Drammenselva,2023-08-29 08:00:00,6.6,48.0,12.0,,15.0,651.0,19.7,3.47,6.5,390.0,,,29.0,,0.259056,0.0271,0.651,-0.09999999999999964,,
40352,DRA1,Drammenselva,2023-08-29 08:05:00,6.7,47.0,2.0,,17.0,797.0,19.4,4.0,6.7,420.0,,,28.0,,0.259692,0.0259236,0.797,0.0,,
40352,DRA1,Drammenselva,2023-09-11 11:45:00,5.0,34.0,4.0,,4.0,221.0,2.5,3.38,5.4,390.0,2.1000000000000005,6.7,8.8,3.66,0.206264,0.019596,0.221,0.40000000000000036,,
40352,DRA1,Drammenselva,2023-10-02 11:40:00,5.1,33.0,7.0,,3.0,181.0,3.0,3.4,4.9,400.0,2.0,5.2,7.2,2.58,0.202638,0.01641,0.181,-0.1999999999999993,,
40352,DRA1,Drammenselva,2023-11-06 13:00:00,5.1,34.0,6.0,,7.0,270.0,1.3,4.17,5.3,790.0,4.199999999999999,9.8,14.0,3.9,0.190324,0.01742,0.27,0.20000000000000018,,
40352,DRA1,Drammenselva,2023-12-04 13:15:00,3.9,23.0,2.0,,2.0,161.0,1.3,3.25,4.0,370.0,1.5999999999999996,3.0,4.6,1.13,0.149598,0.013596,0.161,0.10000000000000009,,
40352,DRA1,Drammenselva,2024-01-02 12:00:00,3.3,19.0,5.0,270.0,2.0,109.0,1.4,3.31,3.4,360.0,0.6000000000000001,2.8,3.4,3.18,0.129014,0.011612,0.109,0.10000000000000009,275.0,85.0
40352,DRA1,Drammenselva,2024-02-05 13:05:00,3.2,18.0,8.0,290.0,2.0,159.0,1.0,3.28,3.2,410.0,0.9999999999999996,3.6,4.6,1.23,0.119698,0.010612,0.159,0.0,298.0,112.0
40352,DRA1,Drammenselva,2024-03-04 11:45:00,4.0,28.0,3.0,530.0,15.0,403.0,12.0,4.44,4.1,730.0,9.0,14.0,23.0,13.3,0.16582,0.0158638,0.403,0.09999999999999964,533.0,197.0
40352,DRA1,Drammenselva,2024-04-01 08:15:00,4.7,33.0,8.0,480.0,13.0,441.0,13.9,4.77,4.8,680.0,6.0,16.0,22.0,16.2,0.188472,0.019556,0.441,0.09999999999999964,488.0,192.0
40352,DRA1,Drammenselva,2024-05-06 10:50:00,4.3,30.0,2.0,230.0,3.0,257.0,2.4,3.28,4.3,350.0,2.0999999999999996,4.2,6.3,2.71,0.171394,0.016774,0.257,0.0,232.0,118.0
40352,DRA1,Drammenselva,2024-05-16 08:30:00,3.5,22.0,5.0,190.0,3.0,193.0,4.3,3.12,3.5,300.0,0.6000000000000005,5.1,5.7,3.24,0.138262,0.011958,0.193,0.0,195.0,105.0
40352,DRA1,Drammenselva,2024-05-28 10:30:00,3.9,24.0,5.0,170.0,3.0,291.0,3.3,3.13,4.0,310.0,0.7000000000000002,6.3,7.0,3.56,0.148196,0.012786,0.291,0.10000000000000009,175.0,135.0
40352,DRA1,Drammenselva,2024-06-03 11:20:00,3.9,25.0,7.0,170.0,4.0,203.0,2.2,2.98,3.9,320.0,2.0999999999999996,6.0,8.1,4.9,0.145908,0.013056,0.203,0.0,177.0,143.0
40352,DRA1,Drammenselva,2024-06-11 07:00:00,3.7,23.0,4.0,230.0,1.0,206.0,1.5,3.13,3.7,360.0,0.5999999999999996,4.9,5.5,1.46,0.143286,0.012954,0.206,0.0,234.0,126.0
40352,DRA1,Drammenselva,2024-06-21 08:15:00,4.3,28.0,6.0,230.0,2.0,257.0,2.9,3.1,4.4,380.0,1.7999999999999998,6.7,8.5,2.93,0.167426,0.015612,0.257,0.10000000000000053,236.0,144.0
40352,DRA1,Drammenselva,2024-07-05 08:10:00,3.8,23.0,10.0,170.0,1.0,236.0,2.0,2.85,3.8,330.0,1.0,4.8,5.8,1.82,0.14449,0.012974,0.236,0.0,180.0,150.0
40352,DRA1,Drammenselva,2024-08-05 07:30:00,4.2,26.0,12.0,160.0,1.0,260.0,2.0,2.88,4.3,320.0,2.8,5.0,7.8,2.56,0.166756,0.015358,0.26,0.09999999999999964,172.0,148.0
40355,NUM1,Numedalslågen v/E18,1990-01-15 00:00:00,,,,194.0,15.5,,,,,381.0,,,33.0,11.2,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-02-13 00:00:00,,,,410.0,11.0,,,,,644.0,,,19.0,12.6,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-03-13 00:00:00,,,,200.0,6.0,,,,,363.0,,,12.0,5.9,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-04-18 00:00:00,,,,215.0,3.5,,,,,363.0,,,9.0,4.1,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-05-22 00:00:00,,,,147.0,1.5,,,,,305.0,,,7.0,1.7,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-06-12 00:00:00,,,,1.0,1.0,,,,,177.0,,,9.0,1.3,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-07-12 00:00:00,,,,97.0,8.0,,,,,224.0,,,9.0,3.8,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-08-10 00:00:00,,,,71.0,0.5,,,,,177.0,,,4.0,1.0,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-09-11 00:00:00,,,,79.0,3.0,,,,,239.0,,,5.0,1.6,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-10-16 00:00:00,,,,172.0,0.5,,,,,342.0,,,6.0,1.0,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-11-07 00:00:00,,,,245.0,2.0,,,,,419.0,,,7.0,2.7,,,,,,
40355,NUM1,Numedalslågen v/E18,1990-12-11 00:00:00,,,,159.0,1.0,,,,,327.0,,,5.0,1.0,,,,,,
40355,NUM1,Numedalslågen v/E18,1991-01-22 00:00:00,,,,240.0,3.0,,,,,389.0,,,8.0,2.45,,,,,,
