sample_date,station_id,station_code,station_name,Farge_mg Pt/l,DIN_mg/l,PO4-P_µg/l,SiO2_mg/l,TOC_mg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TSM_mg/l
2014-07-07,40356,GLO1,Glomma v/Sarpefossen,,216.0,3.0,2.7383750758,2.6,390.0,,,3.8
2014-08-04,40356,GLO1,Glomma v/Sarpefossen,,189.0,2.0,2.4602588572,2.7,390.0,,,2.4
2014-09-06,40356,GLO1,Glomma v/Sarpefossen,,160.0,2.0,2.5672266336,3.8,340.0,,,1.57
2014-10-06,40356,GLO1,Glomma v/Sarpefossen,,201.0,2.0,2.289110415,3.0,370.0,,,1.51
2014-11-10,40356,GLO1,Glomma v/Sarpefossen,,347.0,19.0,4.9846983802,6.3,605.0,,,18.0
2014-12-08,40356,GLO1,Glomma v/Sarpefossen,,426.0,23.0,4.9205177144,6.4,685.0,,,21.1
2015-01-05,40356,GLO1,Glomma v/Sarpefossen,,391.0,10.0,,3.9,585.0,,,2.49
2015-02-09,40356,GLO1,Glomma v/Sarpefossen,,410.0,6.0,,3.8,620.0,,,4.1
2015-03-09,40356,GLO1,Glomma v/Sarpefossen,,482.0,18.0,,4.1,715.0,,,17.0
2015-04-06,40356,GLO1,Glomma v/Sarpefossen,,453.0,14.0,,4.3,665.0,,,7.57
2015-05-04,40356,GLO1,Glomma v/Sarpefossen,,260.0,10.0,,5.2,510.0,,,5.21
2015-05-13,40356,GLO1,Glomma v/Sarpefossen,,499.0,14.0,,4.7,730.0,,,7.12
2015-05-31,40356,GLO1,Glomma v/Sarpefossen,,352.0,12.0,,4.8,615.0,,,6.31
2015-06-08,40356,GLO1,Glomma v/Sarpefossen,,398.0,16.0,,5.0,605.0,,,8.97
2015-06-15,40356,GLO1,Glomma v/Sarpefossen,,240.0,10.0,,4.4,450.0,,,6.17
2015-06-23,40356,GLO1,Glomma v/Sarpefossen,,210.0,6.0,,3.4,430.0,,,3.51
2015-07-04,40356,GLO1,Glomma v/Sarpefossen,,218.0,8.0,,3.3,395.0,,,3.76
2015-08-10,40356,GLO1,Glomma v/Sarpefossen,,273.0,12.0,,3.8,480.0,,,7.76
2015-09-07,40356,GLO1,Glomma v/Sarpefossen,,358.0,23.0,,5.2,640.0,,,20.7
2015-10-05,40356,GLO1,Glomma v/Sarpefossen,,226.0,4.0,,5.9,525.0,,,3.61
2015-11-09,40356,GLO1,Glomma v/Sarpefossen,,682.0,90.0,,5.6,975.0,,,44.4
2015-12-07,40356,GLO1,Glomma v/Sarpefossen,,484.0,27.0,,5.1,755.0,,,30.8
2016-01-04,40356,GLO1,Glomma v/Sarpefossen,,416.0,9.0,,4.8,660.0,,,8.25
2016-02-09,40356,GLO1,Glomma v/Sarpefossen,,769.0,56.0,,5.3,1110.0,,,115.2
2016-03-07,40356,GLO1,Glomma v/Sarpefossen,,366.0,3.0,,4.1,545.0,,,2.67
2016-04-04,40356,GLO1,Glomma v/Sarpefossen,,525.0,29.0,,4.5,760.0,,,30.5
2016-05-09,40356,GLO1,Glomma v/Sarpefossen,,398.0,12.0,,5.6,665.0,,,11.8
2016-05-19,40356,GLO1,Glomma v/Sarpefossen,,264.0,7.0,,5.3,535.0,,,7.1
2016-05-31,40356,GLO1,Glomma v/Sarpefossen,,235.0,8.0,,5.2,500.0,,,6.85
2016-06-08,40356,GLO1,Glomma v/Sarpefossen,,226.0,4.0,,3.9,435.0,,,4.45
2016-06-21,40356,GLO1,Glomma v/Sarpefossen,,271.0,3.0,,3.0,460.0,,,4.46
2016-06-29,40356,GLO1,Glomma v/Sarpefossen,,280.0,3.0,,2.9,455.0,,,3.79
2016-07-05,40356,GLO1,Glomma v/Sarpefossen,,302.0,3.0,,2.8,475.0,,,3.39
2016-08-11,40356,GLO1,Glomma v/Sarpefossen,,263.0,12.0,,2.7,450.0,,,4.67
2016-09-06,40356,GLO1,Glomma v/Sarpefossen,,225.0,3.0,,3.2,405.0,,,2.37
2016-10-10,40356,GLO1,Glomma v/Sarpefossen,,235.0,2.0,,3.1,420.0,,,1.84
2016-11-07,40356,GLO1,Glomma v/Sarpefossen,,355.0,3.0,,3.3,575.0,,,3.33
2016-12-05,40356,GLO1,Glomma v/Sarpefossen,,528.0,6.0,,5.1,735.0,,,5.26
2017-01-22,40356,GLO1,Glomma v/Sarpefossen,,439.0,8.0,,3.4,580.0,4.0,,7.18
2017-02-14,40356,GLO1,Glomma v/Sarpefossen,,378.0,2.0,,3.0,520.0,,,1.44
2017-03-06,40356,GLO1,Glomma v/Sarpefossen,,526.0,7.0,,3.7,715.0,,,9.05
2017-04-05,40356,GLO1,Glomma v/Sarpefossen,,523.0,12.0,,3.9,750.0,6.0,,12.0
2017-05-04,40356,GLO1,Glomma v/Sarpefossen,,463.0,5.0,,4.7,590.0,3.0,,4.09
2017-05-10,40356,GLO1,Glomma v/Sarpefossen,,370.0,9.0,,4.4,575.0,4.0,,9.2
2017-05-21,40356,GLO1,Glomma v/Sarpefossen,,352.0,9.0,,5.3,610.0,5.0,,5.74
2017-06-06,40356,GLO1,Glomma v/Sarpefossen,,227.0,2.0,,3.3,400.0,3.0,,5.02
2017-06-12,40356,GLO1,Glomma v/Sarpefossen,,303.0,13.0,,3.7,490.0,2.0,,4.61
2017-06-21,40356,GLO1,Glomma v/Sarpefossen,,286.0,8.0,,3.5,480.0,3.0,,5.99
2017-07-03,40356,GLO1,Glomma v/Sarpefossen,,223.0,4.0,,2.8,390.0,3.0,,3.54
2017-08-07,40356,GLO1,Glomma v/Sarpefossen,,256.0,7.0,,2.6,455.0,3.0,,3.17
2017-09-03,40356,GLO1,Glomma v/Sarpefossen,,211.0,2.0,,5.2,400.0,3.0,,2.67
2017-10-02,40356,GLO1,Glomma v/Sarpefossen,,462.0,7.0,,4.9,,4.0,,8.66
2017-11-06,40356,GLO1,Glomma v/Sarpefossen,,342.0,10.0,,5.1,,5.0,,9.79
2017-12-04,40356,GLO1,Glomma v/Sarpefossen,,372.0,20.0,,6.0,680.0,6.0,,21.7
2018-01-08,40356,GLO1,Glomma v/Sarpefossen,,412.0,6.0,,4.0,640.0,4.0,,3.73
2018-02-05,40356,GLO1,Glomma v/Sarpefossen,,453.0,8.0,,3.7,650.0,5.0,,4.72
2018-03-04,40356,GLO1,Glomma v/Sarpefossen,,366.0,3.0,,3.1,555.0,4.0,,1.09
2018-04-09,40356,GLO1,Glomma v/Sarpefossen,,788.0,15.0,,3.7,885.0,9.0,,10.3
2018-05-07,40356,GLO1,Glomma v/Sarpefossen,,388.0,11.0,,6.3,665.0,6.0,,11.2
2018-05-14,40356,GLO1,Glomma v/Sarpefossen,,102.0,20.0,,5.3,300.0,5.0,,19.3
2018-05-23,40356,GLO1,Glomma v/Sarpefossen,,152.0,9.0,,3.5,,4.0,,7.58
2018-06-04,40356,GLO1,Glomma v/Sarpefossen,,275.0,4.0,,2.7,,2.0,,3.47
2018-06-13,40356,GLO1,Glomma v/Sarpefossen,,213.0,9.0,,2.4,,3.0,,3.58
2018-06-25,40356,GLO1,Glomma v/Sarpefossen,,225.0,2.0,,2.5,,2.0,,2.65
2018-07-18,40356,GLO1,Glomma v/Sarpefossen,,213.0,3.0,,2.4,,3.0,,2.09
2018-08-06,40356,GLO1,Glomma v/Sarpefossen,,201.0,4.0,,2.2,,3.0,,4.01
2018-09-03,40356,GLO1,Glomma v/Sarpefossen,,212.0,2.0,,2.6,,1.0,,2.72
2018-10-01,40356,GLO1,Glomma v/Sarpefossen,,360.0,8.0,,3.3,,3.0,,2.73
2018-11-06,40356,GLO1,Glomma v/Sarpefossen,,532.0,2.0,,2.8,,3.0,,2.14
2018-12-03,40356,GLO1,Glomma v/Sarpefossen,,1192.0,16.0,,5.5,,8.0,,12.1
2019-01-07,40356,GLO1,Glomma v/Sarpefossen,,453.0,2.0,,3.7,,4.0,,1.21
2019-02-05,40356,GLO1,Glomma v/Sarpefossen,,371.0,2.0,,2.4,,2.0,,0.93
2019-03-05,40356,GLO1,Glomma v/Sarpefossen,,1102.0,22.0,,4.1,,9.0,,21.5
2019-04-01,40356,GLO1,Glomma v/Sarpefossen,,672.0,7.0,,4.2,,6.0,,5.23
2019-05-06,40356,GLO1,Glomma v/Sarpefossen,,290.0,9.0,,5.8,,6.0,,11.6
2019-05-14,40356,GLO1,Glomma v/Sarpefossen,,222.0,7.0,,4.1,,4.0,,5.38
2019-05-20,40356,GLO1,Glomma v/Sarpefossen,,280.0,9.0,,5.3,,3.0,,5.03
2019-06-03,40356,GLO1,Glomma v/Sarpefossen,,303.0,7.0,,3.7,,3.0,,7.33
2019-06-17,40356,GLO1,Glomma v/Sarpefossen,,502.0,2.0,,4.6,,5.0,,14.0
2019-06-24,40356,GLO1,Glomma v/Sarpefossen,,354.0,8.0,,4.4,,3.0,,7.4
2019-07-08,40356,GLO1,Glomma v/Sarpefossen,,287.0,5.0,,3.5,,5.0,,3.65
2019-08-05,40356,GLO1,Glomma v/Sarpefossen,,247.0,4.0,,2.8,,2.0,,2.88
2019-09-02,40356,GLO1,Glomma v/Sarpefossen,,501.0,16.0,,4.8,,10.0,,17.3
2019-10-07,40356,GLO1,Glomma v/Sarpefossen,,392.0,7.0,,5.0,,5.0,,7.4
2019-11-06,40356,GLO1,Glomma v/Sarpefossen,,412.0,9.0,,6.8,,7.0,,8.66
2019-12-02,40356,GLO1,Glomma v/Sarpefossen,,554.0,15.0,,7.8,,10.0,,12.8
2020-01-13,40356,GLO1,Glomma v/Sarpefossen,,578.0,24.0,,5.3,,7.0,,13.3
2020-02-10,40356,GLO1,Glomma v/Sarpefossen,,502.0,54.0,,5.5,,8.0,,44.9
2020-03-02,40356,GLO1,Glomma v/Sarpefossen,,416.0,16.0,,5.1,,8.0,,14.1
2020-04-14,40356,GLO1,Glomma v/Sarpefossen,,412.0,8.0,,4.2,,3.0,,5.34
2020-05-11,40356,GLO1,Glomma v/Sarpefossen,,276.0,5.0,,4.2,,2.0,,3.93
2020-05-18,40356,GLO1,Glomma v/Sarpefossen,,255.0,4.0,,3.6,,4.0,,4.26
2020-05-25,40356,GLO1,Glomma v/Sarpefossen,,279.0,3.0,,5.5,,1.0,,2.99
2020-06-02,40356,GLO1,Glomma v/Sarpefossen,,192.0,5.0,,4.5,,7.0,,5.94
2020-06-15,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2020-06-15,40356,GLO1,Glomma v/Sarpefossen,,232.0,6.0,,3.5,,1.0,,6.63
2020-06-24,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2020-06-24,40356,GLO1,Glomma v/Sarpefossen,,246.0,6.0,,3.3,,3.0,,6.94
2020-06-25,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2020-07-06,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2020-07-06,40356,GLO1,Glomma v/Sarpefossen,,373.0,9.0,,3.1,,3.0,,8.19
2020-08-04,40356,GLO1,Glomma v/Sarpefossen,,222.0,8.0,,3.6,,5.0,,7.71
2020-09-07,40356,GLO1,Glomma v/Sarpefossen,,222.0,3.0,,2.8,,1.0,,3.09
2020-10-05,40356,GLO1,Glomma v/Sarpefossen,,381.0,5.0,,2.9,,4.0,,3.61
2020-11-02,40356,GLO1,Glomma v/Sarpefossen,,492.0,27.0,,5.9,,13.0,,19.8
2020-12-07,40356,GLO1,Glomma v/Sarpefossen,,424.0,8.0,,4.7,,7.0,,7.58
2021-01-21,40356,GLO1,Glomma v/Sarpefossen,32.0,428.0,5.0,4.01,4.1,,,6.5,3.56
2021-02-03,40356,GLO1,Glomma v/Sarpefossen,27.0,439.0,5.0,4.25,3.8,,,6.4,4.39
2021-03-01,40356,GLO1,Glomma v/Sarpefossen,29.0,438.0,5.0,4.37,3.4,,,9.3,5.03
2021-04-06,40356,GLO1,Glomma v/Sarpefossen,38.0,577.0,14.0,5.15,3.7,,,8.5,17.3
2021-05-03,40356,GLO1,Glomma v/Sarpefossen,35.0,409.0,5.0,4.14,4.6,,,7.1,4.47
2021-05-18,40356,GLO1,Glomma v/Sarpefossen,38.0,598.0,10.0,4.57,4.7,,,19.0,11.2
2021-05-25,40356,GLO1,Glomma v/Sarpefossen,48.0,362.0,8.0,3.79,5.4,,,16.0,9.16
2021-06-07,40356,GLO1,Glomma v/Sarpefossen,24.0,223.0,5.0,3.11,3.5,,,9.1,5.42
2021-06-14,40356,GLO1,Glomma v/Sarpefossen,18.0,266.0,8.0,3.16,2.9,,,14.0,13.1
2021-06-28,40356,GLO1,Glomma v/Sarpefossen,19.0,271.0,4.0,2.94,2.9,,,8.0,5.03
2021-07-06,40356,GLO1,Glomma v/Sarpefossen,23.0,240.0,3.0,2.98,3.6,,,7.0,3.74
2021-08-09,40356,GLO1,Glomma v/Sarpefossen,17.0,292.0,11.0,3.45,3.1,,,8.1,8.47
2021-09-07,40356,GLO1,Glomma v/Sarpefossen,15.0,177.0,4.0,2.53,2.7,,,6.6,0.63
2021-10-04,40356,GLO1,Glomma v/Sarpefossen,41.0,1132.0,43.0,6.09,5.1,,,33.0,38.9
2021-11-01,40356,GLO1,Glomma v/Sarpefossen,43.0,412.0,13.0,4.78,5.4,,,11.0,7.99
2021-12-06,40356,GLO1,Glomma v/Sarpefossen,30.0,370.0,3.0,3.94,3.9,,,6.8,2.98
2022-01-10,40356,GLO1,Glomma v/Sarpefossen,21.0,495.0,3.0,3.73,2.9,,,4.0,1.38
2022-02-07,40356,GLO1,Glomma v/Sarpefossen,26.0,457.0,30.0,5.36,3.4,,,43.0,33.4
2022-03-07,40356,GLO1,Glomma v/Sarpefossen,30.0,500.0,10.0,4.25,3.8,,,10.0,12.8
2022-04-04,40356,GLO1,Glomma v/Sarpefossen,29.0,516.0,5.0,3.84,3.7,,,7.0,3.05
2022-05-02,40356,GLO1,Glomma v/Sarpefossen,39.0,379.0,11.0,4.17,4.8,,,12.0,4.76
2022-05-16,40356,GLO1,Glomma v/Sarpefossen,37.0,314.0,3.0,3.62,4.7,,,7.0,2.19
2022-05-30,40356,GLO1,Glomma v/Sarpefossen,29.0,176.0,4.0,3.29,4.0,,,7.0,4.05
2022-06-06,40356,GLO1,Glomma v/Sarpefossen,23.0,256.0,3.0,3.06,3.3,,,9.0,6.0
2022-06-20,40356,GLO1,Glomma v/Sarpefossen,19.0,291.0,5.0,3.07,3.1,,,7.0,4.39
2022-06-27,40356,GLO1,Glomma v/Sarpefossen,15.0,272.0,4.0,2.83,2.6,,,8.0,4.88
2022-07-04,40356,GLO1,Glomma v/Sarpefossen,17.0,305.0,7.0,3.14,2.7,,,12.0,7.11
2022-08-01,40356,GLO1,Glomma v/Sarpefossen,15.0,276.0,4.0,2.94,2.8,,,11.0,4.31
2022-09-06,40356,GLO1,Glomma v/Sarpefossen,25.0,264.0,2.0,2.9,3.6,,,5.0,1.44
2022-10-04,40356,GLO1,Glomma v/Sarpefossen,20.0,234.0,8.0,3.13,3.2,,,6.0,18.6
2022-11-07,40356,GLO1,Glomma v/Sarpefossen,36.0,514.0,9.0,4.41,5.0,,,15.0,7.22
2022-12-06,40356,GLO1,Glomma v/Sarpefossen,34.0,421.0,4.0,3.88,4.4,510.0,,5.0,6.61
2023-01-02,40356,GLO1,Glomma v/Sarpefossen,34.0,592.0,26.0,4.24,4.6,800.0,,30.0,24.1
2023-02-06,40356,GLO1,Glomma v/Sarpefossen,31.0,423.0,5.0,4.28,4.2,550.0,,7.0,3.56
2023-03-07,40356,GLO1,Glomma v/Sarpefossen,26.0,400.0,5.0,4.24,3.6,550.0,,6.9,5.04
2023-04-11,40356,GLO1,Glomma v/Sarpefossen,30.0,455.0,11.0,4.71,3.9,650.0,,14.0,9.96
2023-05-02,40356,GLO1,Glomma v/Sarpefossen,52.0,496.0,19.0,5.69,6.2,790.0,,20.0,19.0
2023-05-22,40356,GLO1,Glomma v/Sarpefossen,46.0,122.0,10.0,3.79,6.0,370.0,,13.0,4.6
2023-05-30,40356,GLO1,Glomma v/Sarpefossen,31.0,132.0,7.0,3.22,4.3,340.0,,11.0,11.9
2023-06-05,40356,GLO1,Glomma v/Sarpefossen,25.0,172.0,4.0,3.28,3.7,370.0,,9.5,5.52
2023-06-14,40356,GLO1,Glomma v/Sarpefossen,17.0,122.0,4.0,3.27,3.0,380.0,,7.2,4.15
2023-06-26,40356,GLO1,Glomma v/Sarpefossen,13.0,152.0,7.0,2.99,2.5,380.0,,7.7,4.49
2023-07-10,40356,GLO1,Glomma v/Sarpefossen,11.0,132.0,3.0,2.75,2.3,390.0,,7.9,3.21
2023-08-09,40356,GLO1,Glomma v/Sarpefossen,28.0,262.0,16.0,3.92,4.8,560.0,,17.0,27.0
2023-08-11,40356,GLO1,Glomma v/Sarpefossen,33.0,368.0,29.0,4.49,5.1,640.0,,,
2023-08-11,40356,GLO1,Glomma v/Sarpefossen,31.0,369.0,32.0,4.94,5.0,640.0,,,
2023-08-11,40356,GLO1,Glomma v/Sarpefossen,,370.0,32.0,4.9,5.1,640.0,,,
2023-08-11,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2023-08-29,40356,GLO1,Glomma v/Sarpefossen,49.0,,19.0,4.26,6.6,530.0,,,
2023-08-29,40356,GLO1,Glomma v/Sarpefossen,51.0,,19.0,3.8,6.6,530.0,,,
2023-08-29,40356,GLO1,Glomma v/Sarpefossen,50.0,,19.0,3.79,6.7,520.0,,,
2023-09-05,40356,GLO1,Glomma v/Sarpefossen,44.0,,8.0,3.81,5.4,400.0,,12.0,7.96
2023-10-03,40356,GLO1,Glomma v/Sarpefossen,48.0,,7.0,4.02,6.2,510.0,,10.0,4.98
2023-11-07,40356,GLO1,Glomma v/Sarpefossen,44.0,,7.0,4.28,5.6,640.0,,12.0,5.82
2023-12-04,40356,GLO1,Glomma v/Sarpefossen,44.0,,6.0,4.65,5.8,620.0,,6.8,3.87
2024-01-10,40356,GLO1,Glomma v/Sarpefossen,22.0,422.0,3.0,4.14,3.7,560.0,,3.2,1.08
2024-02-05,40356,GLO1,Glomma v/Sarpefossen,33.0,472.0,19.0,4.76,4.1,650.0,,11.0,5.94
2024-03-04,40356,GLO1,Glomma v/Sarpefossen,38.0,632.0,29.0,5.38,4.9,870.0,,31.0,26.6
2024-04-02,40356,GLO1,Glomma v/Sarpefossen,48.0,561.0,20.0,5.7,5.5,800.0,,21.0,18.5
2024-05-06,40356,GLO1,Glomma v/Sarpefossen,39.0,313.0,6.0,4.27,5.1,480.0,,9.2,6.08
2024-05-13,40356,GLO1,Glomma v/Sarpefossen,46.0,205.0,7.0,4.03,5.6,390.0,,8.8,8.44
2024-05-22,40356,GLO1,Glomma v/Sarpefossen,27.0,190.0,6.0,3.28,3.8,320.0,,8.7,7.29
2024-06-03,40356,GLO1,Glomma v/Sarpefossen,19.0,298.0,5.0,3.15,3.0,420.0,,7.8,4.42
2024-06-12,40356,GLO1,Glomma v/Sarpefossen,17.0,343.0,4.0,3.18,3.0,480.0,,9.0,1.0
2024-06-20,40356,GLO1,Glomma v/Sarpefossen,24.0,329.0,4.0,3.23,3.7,470.0,,8.5,4.63
2024-07-15,40356,GLO1,Glomma v/Sarpefossen,17.0,313.0,9.0,3.33,2.9,470.0,,12.0,6.58
