sample_date,station_id,station_code,station_name,Farge_mg Pt/l,DIN_mg/l,PO4-P_µg/l,SiO2_mg/l,TOC_mg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TSM_mg/l
2000-09-30,40356,GLO1,Glomma v/Sarpefossen,,364.0,1.0,3.6369043976,3.5,470.0,,,1.5
2000-10-28,40356,GLO1,Glomma v/Sarpefossen,,413.0,12.0,5.1344532672,6.1,582.0,,,8.1
2000-11-29,40356,GLO1,Glomma v/Sarpefossen,,337.0,3.0,15.6172953544,6.8,591.0,,,
2000-12-28,40356,GLO1,Glomma v/Sarpefossen,,308.0,6.0,5.9901954784,6.2,520.0,,,6.1
2001-02-15,40356,GLO1,Glomma v/Sarpefossen,,438.0,3.0,4.7065821616,4.4,555.0,,,2.2
2001-03-06,40356,GLO1,Glomma v/Sarpefossen,,389.0,1.0,4.7065821616,3.5,1127.0,,,2.0
2001-04-01,40356,GLO1,Glomma v/Sarpefossen,,442.0,3.0,4.4926466088,3.3,618.0,,,7.7
2001-04-29,40356,GLO1,Glomma v/Sarpefossen,,600.0,6.0,5.5623243728,5.5,803.0,,,60.5
2001-05-13,40356,GLO1,Glomma v/Sarpefossen,,242.0,2.0,4.7065821616,5.8,521.0,,,9.1
2001-05-20,40356,GLO1,Glomma v/Sarpefossen,,239.0,3.0,4.4926466088,5.3,402.0,,,7.0
2001-05-28,40356,GLO1,Glomma v/Sarpefossen,,245.0,5.0,4.0647755032,4.3,457.0,,,5.4
2001-06-04,40356,GLO1,Glomma v/Sarpefossen,,238.0,1.0,3.6369043976,3.9,443.0,,,3.1
2001-06-12,40356,GLO1,Glomma v/Sarpefossen,,398.0,2.0,3.4229688448,3.5,559.0,,,4.1
2001-06-17,40356,GLO1,Glomma v/Sarpefossen,,258.0,4.0,3.6369043976,3.4,398.0,,,3.6
2001-06-24,40356,GLO1,Glomma v/Sarpefossen,,219.0,6.0,3.4229688448,3.1,422.0,,,3.4
2001-07-01,40356,GLO1,Glomma v/Sarpefossen,,232.0,3.0,3.209033292,3.5,361.0,,,2.9
2001-07-24,40356,GLO1,Glomma v/Sarpefossen,,217.0,1.0,1.989600641,3.5,347.0,,,3.3
2001-08-26,40356,GLO1,Glomma v/Sarpefossen,,195.0,3.0,2.139355528,4.1,366.0,,,2.8
2001-09-24,40356,GLO1,Glomma v/Sarpefossen,,278.0,3.0,2.9950977392,5.5,501.0,,,4.4
2001-10-29,40356,GLO1,Glomma v/Sarpefossen,,516.0,25.0,4.278711056,6.3,696.0,,,19.6
2001-11-25,40356,GLO1,Glomma v/Sarpefossen,,325.0,4.0,3.8508399504,4.4,409.0,,,4.0
2002-01-06,40356,GLO1,Glomma v/Sarpefossen,,405.0,2.0,3.8508399504,3.2,483.0,,,1.2
2002-01-27,40356,GLO1,Glomma v/Sarpefossen,,474.0,5.0,5.1344532672,4.2,564.0,,,5.3
2002-02-23,40356,GLO1,Glomma v/Sarpefossen,,426.0,4.0,5.9901954784,4.3,603.0,,,8.5
2002-03-24,40356,GLO1,Glomma v/Sarpefossen,,460.0,6.0,5.5623243728,4.2,594.0,,,9.1
2002-04-28,40356,GLO1,Glomma v/Sarpefossen,,375.0,27.0,4.9205177144,5.9,550.0,,,7.1
2002-05-05,40356,GLO1,Glomma v/Sarpefossen,,336.0,4.0,4.4926466088,6.1,492.0,,,6.5
2002-05-15,40356,GLO1,Glomma v/Sarpefossen,,235.0,1.0,3.6369043976,5.6,409.0,,,2.3
2002-05-21,40356,GLO1,Glomma v/Sarpefossen,,192.0,1.0,2.9950977392,4.0,342.0,,,3.7
2002-05-26,40356,GLO1,Glomma v/Sarpefossen,,233.0,3.0,2.7811621864,3.8,364.0,,,2.3
2002-06-02,40356,GLO1,Glomma v/Sarpefossen,,718.0,4.0,3.6369043976,4.4,895.0,,,8.5
2002-06-09,40356,GLO1,Glomma v/Sarpefossen,,335.0,1.0,6.418066584,3.9,496.0,,,3.8
2002-06-19,40356,GLO1,Glomma v/Sarpefossen,,336.0,2.0,2.5672266336,2.9,457.0,,,4.1
2002-06-26,40356,GLO1,Glomma v/Sarpefossen,,335.0,2.0,2.5672266336,3.3,442.0,,,2.9
2002-07-28,40356,GLO1,Glomma v/Sarpefossen,,283.0,5.0,3.4229688448,4.9,496.0,,,10.5
2002-09-04,40356,GLO1,Glomma v/Sarpefossen,,184.0,2.0,1.8398457541,3.6,283.0,,,2.1
2002-09-25,40356,GLO1,Glomma v/Sarpefossen,,275.0,2.0,1.9040264199,2.8,427.0,,,2.1
2002-10-30,40356,GLO1,Glomma v/Sarpefossen,,501.0,5.0,3.4229688448,4.1,665.0,,,4.9
2002-11-27,40356,GLO1,Glomma v/Sarpefossen,,429.0,2.0,3.4229688448,3.6,560.0,,,2.2
2003-01-29,40356,GLO1,Glomma v/Sarpefossen,,740.0,5.0,6.418066584,4.1,811.0,,,9.4
2003-02-26,40356,GLO1,Glomma v/Sarpefossen,,501.0,1.0,4.278711056,3.6,641.0,,,1.2
2003-03-26,40356,GLO1,Glomma v/Sarpefossen,,773.0,2.0,6.2041310312,3.6,876.0,,,6.5
2003-04-30,40356,GLO1,Glomma v/Sarpefossen,,620.0,2.0,4.7065821616,5.7,766.0,,,10.7
2003-05-14,40356,GLO1,Glomma v/Sarpefossen,,518.0,3.0,4.4926466088,6.6,618.0,,,7.4
2003-05-21,40356,GLO1,Glomma v/Sarpefossen,,348.0,5.0,4.0647755032,7.2,535.0,,,8.4
2003-05-28,40356,GLO1,Glomma v/Sarpefossen,,439.0,1.0,3.6369043976,6.0,531.0,,,12.1
2003-06-04,40356,GLO1,Glomma v/Sarpefossen,,273.0,1.0,2.7811621864,4.9,376.0,,,5.9
2003-06-11,40356,GLO1,Glomma v/Sarpefossen,,294.0,1.0,2.3532910808,4.1,383.0,,,5.0
2003-06-18,40356,GLO1,Glomma v/Sarpefossen,,279.0,1.0,2.3532910808,3.6,372.0,,,3.8
2003-06-25,40356,GLO1,Glomma v/Sarpefossen,,478.0,1.0,32.09033292,4.6,674.0,,,10.0
2003-07-02,40356,GLO1,Glomma v/Sarpefossen,,313.0,3.0,2.5672266336,3.2,444.0,,,4.6
2003-07-28,40356,GLO1,Glomma v/Sarpefossen,,316.0,1.0,2.9950977392,3.2,419.0,,,4.9
2003-08-27,40356,GLO1,Glomma v/Sarpefossen,,205.0,1.0,2.1179619727,3.4,345.0,,,4.3
2003-09-24,40356,GLO1,Glomma v/Sarpefossen,,219.0,1.0,1.8826328646,2.8,341.0,,,3.9
2003-11-05,40356,GLO1,Glomma v/Sarpefossen,,1742.0,6.0,5.9901954784,5.1,2060.0,,,8.5
2003-11-25,40356,GLO1,Glomma v/Sarpefossen,,567.0,2.0,3.6369043976,4.3,654.0,,,1.9
2003-12-18,40356,GLO1,Glomma v/Sarpefossen,,582.0,2.0,3.4229688448,3.9,663.0,,,7.9
2004-01-10,40356,GLO1,Glomma v/Sarpefossen,,592.0,10.0,4.5354337194,4.3,735.0,,,7.93
2004-02-09,40356,GLO1,Glomma v/Sarpefossen,,677.0,12.0,3.8722335057,3.9,845.0,,,3.75
2004-03-08,40356,GLO1,Glomma v/Sarpefossen,,393.0,2.0,3.3801817342,3.2,525.0,,,1.08
2004-04-13,40356,GLO1,Glomma v/Sarpefossen,,568.0,9.0,4.0433819479,4.2,825.0,,,6.52
2004-05-10,40356,GLO1,Glomma v/Sarpefossen,,217.0,10.0,3.7224786187,4.7,465.0,,,13.5
2004-05-18,40356,GLO1,Glomma v/Sarpefossen,,230.0,4.0,2.7811621864,3.5,450.0,,,6.1
2004-05-28,40356,GLO1,Glomma v/Sarpefossen,,237.0,2.0,2.6314072994,3.2,440.0,,,4.01
2004-06-07,40356,GLO1,Glomma v/Sarpefossen,,229.0,2.0,2.5458330783,2.8,405.0,,,3.03
2004-06-18,40356,GLO1,Glomma v/Sarpefossen,,277.0,3.0,2.3532910808,2.2,480.0,,,4.65
2004-06-28,40356,GLO1,Glomma v/Sarpefossen,,332.0,3.0,2.0687567956,2.2,505.0,,,3.34
2004-07-05,40356,GLO1,Glomma v/Sarpefossen,,394.0,4.0,2.4174717466,2.7,580.0,,,7.31
2004-08-09,40356,GLO1,Glomma v/Sarpefossen,,260.0,2.0,1.908305131,2.4,410.0,,,2.9
2004-09-06,40356,GLO1,Glomma v/Sarpefossen,,302.0,5.0,2.4602588572,3.1,510.0,,,5.3
2004-10-04,40356,GLO1,Glomma v/Sarpefossen,,307.0,4.0,3.2732139578,5.9,520.0,,,4.3
2004-11-08,40356,GLO1,Glomma v/Sarpefossen,,430.0,11.0,5.7976534809,5.7,760.0,,,14.9
2004-12-06,40356,GLO1,Glomma v/Sarpefossen,,968.0,29.0,5.2414210436,5.0,1205.0,,,20.7
2005-01-10,40356,GLO1,Glomma v/Sarpefossen,,698.0,52.0,5.0488790461,5.0,875.0,,,66.5
2005-02-07,40356,GLO1,Glomma v/Sarpefossen,,412.0,6.0,4.0861690585,4.3,595.0,,,5.25
2005-03-07,40356,GLO1,Glomma v/Sarpefossen,,354.0,3.0,3.5513301765,3.1,480.0,,,1.64
2005-04-04,40356,GLO1,Glomma v/Sarpefossen,,435.0,4.0,4.0647755032,3.6,590.0,,,5.41
2005-05-09,40356,GLO1,Glomma v/Sarpefossen,,257.0,3.0,3.4229688448,4.3,445.0,,,5.81
2005-05-20,40356,GLO1,Glomma v/Sarpefossen,,230.0,3.0,3.3801817342,4.3,420.0,,,3.99
2005-05-30,40356,GLO1,Glomma v/Sarpefossen,,508.0,8.0,3.8508399504,4.3,700.0,,,10.4
2005-06-06,40356,GLO1,Glomma v/Sarpefossen,,519.0,5.0,3.7010850634,4.5,740.0,,,6.56
2005-06-17,40356,GLO1,Glomma v/Sarpefossen,,204.0,4.0,2.6528008547,3.3,385.0,,,4.45
2005-06-27,40356,GLO1,Glomma v/Sarpefossen,,239.0,8.0,2.9095235181,2.9,435.0,,,4.81
2005-07-04,40356,GLO1,Glomma v/Sarpefossen,,216.0,5.0,2.2035361938,2.7,395.0,,,3.77
2005-08-08,40356,GLO1,Glomma v/Sarpefossen,,177.0,2.0,2.2035361938,2.4,335.0,,,5.07
2005-09-05,40356,GLO1,Glomma v/Sarpefossen,,226.0,2.0,2.3746846361,2.8,350.0,,,2.58
2005-10-10,40356,GLO1,Glomma v/Sarpefossen,,317.0,2.0,2.6528008547,2.9,475.0,,,2.37
2005-11-07,40356,GLO1,Glomma v/Sarpefossen,,534.0,15.0,5.4339630411,4.7,690.0,,,17.8
2005-12-05,40356,GLO1,Glomma v/Sarpefossen,,428.0,7.0,4.3428917218,5.8,580.0,,,4.98
2006-01-09,40356,GLO1,Glomma v/Sarpefossen,,391.0,3.0,3.1448526262,3.2,485.0,,,1.61
2006-02-07,40356,GLO1,Glomma v/Sarpefossen,,397.0,3.0,3.4657559554,3.3,530.0,,,1.24
2006-03-06,40356,GLO1,Glomma v/Sarpefossen,,362.0,3.0,3.6369043976,3.1,485.0,,,1.59
2006-04-11,40356,GLO1,Glomma v/Sarpefossen,,670.0,15.0,4.3856788324,4.2,895.0,,,17.8
2006-05-08,40356,GLO1,Glomma v/Sarpefossen,,497.0,15.0,5.4339630411,7.5,750.0,,,16.4
2006-05-22,40356,GLO1,Glomma v/Sarpefossen,,441.0,9.0,3.5727237318,5.2,755.0,,,10.5
2006-05-29,40356,GLO1,Glomma v/Sarpefossen,,600.0,8.0,3.6369043976,4.8,905.0,,,9.53
2006-06-06,40356,GLO1,Glomma v/Sarpefossen,,285.0,4.0,3.2304268473,4.5,545.0,,,4.87
2006-06-16,40356,GLO1,Glomma v/Sarpefossen,,183.0,2.0,2.8453428522,3.1,375.0,,,3.95
2006-06-26,40356,GLO1,Glomma v/Sarpefossen,,260.0,3.0,2.5030459678,2.7,440.0,,,5.42
2006-07-03,40356,GLO1,Glomma v/Sarpefossen,,280.0,3.0,2.3960781914,2.7,460.0,,,2.87
2006-08-07,40356,GLO1,Glomma v/Sarpefossen,,186.0,2.0,1.8248702654,2.4,390.0,,,2.64
2006-09-04,40356,GLO1,Glomma v/Sarpefossen,,252.0,5.0,2.5458330783,3.6,485.0,,,6.11
2006-10-09,40356,GLO1,Glomma v/Sarpefossen,,537.0,15.0,3.6582979529,4.7,950.0,,,13.9
2006-11-06,40356,GLO1,Glomma v/Sarpefossen,,497.0,13.0,5.0060919355,6.3,780.0,,,13.2
2006-12-04,40356,GLO1,Glomma v/Sarpefossen,,422.0,20.0,5.498143707,6.7,735.0,,,18.7
2007-01-08,40356,GLO1,Glomma v/Sarpefossen,,420.0,14.0,4.7493692722,4.7,625.0,,,9.94
2007-02-05,40356,GLO1,Glomma v/Sarpefossen,,411.0,4.0,3.6582979529,3.7,530.0,,,2.46
2007-03-05,40356,GLO1,Glomma v/Sarpefossen,,399.0,2.0,3.5299366212,2.9,545.0,,,2.11
2007-04-10,40356,GLO1,Glomma v/Sarpefossen,,524.0,10.0,4.7065821616,4.0,645.0,,,8.06
2007-05-07,40356,GLO1,Glomma v/Sarpefossen,,276.0,6.0,3.7010850634,4.6,465.0,,,5.63
2007-05-16,40356,GLO1,Glomma v/Sarpefossen,,339.0,3.0,3.4657559554,3.8,480.0,,,4.34
2007-05-25,40356,GLO1,Glomma v/Sarpefossen,,281.0,4.0,3.1662461814,3.3,445.0,,,4.69
2007-06-04,40356,GLO1,Glomma v/Sarpefossen,,547.0,8.0,3.5085430659,3.3,700.0,,,6.38
2007-06-15,40356,GLO1,Glomma v/Sarpefossen,,293.0,3.0,2.6955879653,2.6,450.0,,,2.29
2007-06-25,40356,GLO1,Glomma v/Sarpefossen,,257.0,4.0,2.7169815206,2.6,470.0,,,5.21
2007-07-09,40356,GLO1,Glomma v/Sarpefossen,,404.0,15.0,3.358788179,3.6,585.0,,,12.6
2007-08-06,40356,GLO1,Glomma v/Sarpefossen,,299.0,3.0,2.6528008547,2.8,430.0,,,2.95
2007-09-10,40356,GLO1,Glomma v/Sarpefossen,,235.0,2.0,2.7811621864,3.3,395.0,,,1.56
2007-10-08,40356,GLO1,Glomma v/Sarpefossen,,294.0,2.0,2.8881299628,2.9,445.0,,,1.37
2007-11-05,40356,GLO1,Glomma v/Sarpefossen,,459.0,8.0,3.9792012821,3.7,655.0,,,6.43
2007-12-09,40356,GLO1,Glomma v/Sarpefossen,,547.0,16.0,4.5140401641,4.2,740.0,,,12.7
2008-01-07,40356,GLO1,Glomma v/Sarpefossen,,450.0,12.0,,3.9,650.0,,,10.5
2008-02-11,40356,GLO1,Glomma v/Sarpefossen,,582.0,16.0,4.8777306038,4.8,745.0,,,11.5
2008-03-10,40356,GLO1,Glomma v/Sarpefossen,,732.0,60.0,18.9332964228,4.3,870.0,,,82.6
2008-04-07,40356,GLO1,Glomma v/Sarpefossen,,474.0,24.0,5.883227702,4.5,725.0,,,26.9
2008-05-05,40356,GLO1,Glomma v/Sarpefossen,,297.0,20.0,4.7279757169,5.8,515.0,,,26.5
2008-05-15,40356,GLO1,Glomma v/Sarpefossen,,210.0,9.0,3.4015752895,4.4,370.0,,,13.1
2008-05-26,40356,GLO1,Glomma v/Sarpefossen,,302.0,3.0,3.1448526262,3.7,440.0,,,4.81
2008-06-06,40356,GLO1,Glomma v/Sarpefossen,,256.0,2.0,2.9737041839,3.2,400.0,,,4.24
2008-06-16,40356,GLO1,Glomma v/Sarpefossen,,318.0,6.0,2.7811621864,2.8,445.0,,,5.5
2008-06-26,40356,GLO1,Glomma v/Sarpefossen,,307.0,1.0,2.8667364075,2.6,470.0,,,3.38
2008-07-07,40356,GLO1,Glomma v/Sarpefossen,,277.0,2.3,2.6955879653,2.2,440.0,,,3.54
2008-08-04,40356,GLO1,Glomma v/Sarpefossen,,224.0,3.0,2.4388653019,2.5,420.0,,,3.95
2008-09-08,40356,GLO1,Glomma v/Sarpefossen,,285.0,5.0,2.9950977392,4.2,500.0,,,4.51
2008-10-06,40356,GLO1,Glomma v/Sarpefossen,,620.0,18.0,4.1717432796,4.7,925.0,,,12.7
2008-11-09,40356,GLO1,Glomma v/Sarpefossen,,443.0,31.0,5.2414210436,5.6,705.0,,,31.8
2008-12-08,40356,GLO1,Glomma v/Sarpefossen,,387.0,7.0,4.8991241591,4.4,570.0,,,5.64
2009-01-05,40356,GLO1,Glomma v/Sarpefossen,,435.0,4.0,3.9150206162,3.9,595.0,,,3.44
2009-02-09,40356,GLO1,Glomma v/Sarpefossen,,378.0,3.0,3.7866592846,3.3,545.0,,,1.35
2009-03-09,40356,GLO1,Glomma v/Sarpefossen,,411.0,4.0,3.8508399504,3.0,485.0,,,1.85
2009-04-06,40356,GLO1,Glomma v/Sarpefossen,,567.0,13.0,4.8563370486,4.0,745.0,,,25.7
2009-05-04,40356,GLO1,Glomma v/Sarpefossen,,252.0,11.0,4.6851886063,6.3,540.0,,,11.2
2009-05-16,40356,GLO1,Glomma v/Sarpefossen,,208.0,5.0,3.7224786187,4.4,425.0,,,4.33
2009-05-25,40356,GLO1,Glomma v/Sarpefossen,,232.0,2.0,3.0806719603,3.4,395.0,,,3.81
2009-06-08,40356,GLO1,Glomma v/Sarpefossen,,185.0,2.0,2.9950977392,3.1,380.0,,,2.96
2009-06-18,40356,GLO1,Glomma v/Sarpefossen,,205.0,3.0,2.7597686311,2.7,370.0,,,2.65
2009-06-29,40356,GLO1,Glomma v/Sarpefossen,,202.0,5.0,2.6528008547,2.5,360.0,,,3.22
2009-07-06,40356,GLO1,Glomma v/Sarpefossen,,219.0,4.0,2.6528008547,2.4,380.0,,,6.28
2009-08-10,40356,GLO1,Glomma v/Sarpefossen,,250.0,5.0,3.5513301765,4.6,475.0,,,4.52
2009-09-07,40356,GLO1,Glomma v/Sarpefossen,,297.0,11.0,3.893627061,5.1,580.0,,,8.73
2009-10-05,40356,GLO1,Glomma v/Sarpefossen,,259.0,1.0,3.1876397367,3.7,425.0,,,2.1
2009-11-09,40356,GLO1,Glomma v/Sarpefossen,,430.0,5.0,4.1717432796,4.3,630.0,,,4.86
2009-12-07,40356,GLO1,Glomma v/Sarpefossen,,361.0,17.0,5.2414210436,8.0,760.0,,,16.2
2010-01-04,40356,GLO1,Glomma v/Sarpefossen,,408.0,2.0,3.7224786187,3.5,535.0,,,1.19
2010-02-08,40356,GLO1,Glomma v/Sarpefossen,,402.0,3.0,3.7866592846,3.1,585.0,,,1.29
2010-03-08,40356,GLO1,Glomma v/Sarpefossen,,410.0,2.0,3.8294463951,3.0,560.0,,,1.0
2010-04-06,40356,GLO1,Glomma v/Sarpefossen,,673.0,16.0,4.6851886063,4.6,900.0,,,17.4
2010-05-10,40356,GLO1,Glomma v/Sarpefossen,,388.0,8.0,4.5354337194,6.0,610.0,,,10.1
2010-05-18,40356,GLO1,Glomma v/Sarpefossen,,331.0,5.0,4.3642852771,5.8,540.0,,,6.62
2010-05-25,40356,GLO1,Glomma v/Sarpefossen,,189.0,17.0,4.3428917218,5.9,510.0,,,20.9
2010-05-31,40356,GLO1,Glomma v/Sarpefossen,,250.0,7.0,3.3801817342,4.5,430.0,,,9.59
2010-06-07,40356,GLO1,Glomma v/Sarpefossen,,236.0,3.0,3.2518204026,3.7,395.0,,,4.74
2010-06-18,40356,GLO1,Glomma v/Sarpefossen,,352.0,6.0,3.1662461814,3.8,550.0,,,7.0
2010-07-05,40356,GLO1,Glomma v/Sarpefossen,,270.0,2.0,2.8667364075,3.1,395.0,,,4.57
2010-08-09,40356,GLO1,Glomma v/Sarpefossen,,314.0,6.0,3.4871495106,4.0,475.0,,,7.28
2010-09-06,40356,GLO1,Glomma v/Sarpefossen,,295.0,6.0,3.7010850634,6.0,475.0,,,5.14
2010-10-04,40356,GLO1,Glomma v/Sarpefossen,,330.0,11.0,4.7493692722,6.9,575.0,,,8.53
2010-11-08,40356,GLO1,Glomma v/Sarpefossen,,403.0,7.0,4.0861690585,4.7,625.0,,,7.73
2010-12-06,40356,GLO1,Glomma v/Sarpefossen,,391.0,4.0,3.9150206162,4.1,565.0,,,2.58
2011-01-03,40356,GLO1,Glomma v/Sarpefossen,,400.0,2.0,3.5727237318,3.0,585.0,,,0.85
2011-02-07,40356,GLO1,Glomma v/Sarpefossen,,436.0,4.0,3.6796915082,2.8,625.0,,,1.3
2011-03-07,40356,GLO1,Glomma v/Sarpefossen,,430.0,2.0,3.8294463951,2.8,565.0,,,1.69
2011-04-04,40356,GLO1,Glomma v/Sarpefossen,,690.0,33.0,6.7603634685,4.8,990.0,,,34.9
2011-05-09,40356,GLO1,Glomma v/Sarpefossen,,238.0,4.0,3.3801817342,5.0,505.0,,,4.3
2011-05-18,40356,GLO1,Glomma v/Sarpefossen,,231.0,3.0,2.8881299628,3.8,465.0,,,3.5
2011-05-28,40356,GLO1,Glomma v/Sarpefossen,,240.0,4.0,3.059278405,3.5,495.0,,,2.15
2011-06-06,40356,GLO1,Glomma v/Sarpefossen,,231.0,2.0,3.0378848498,3.6,490.0,,,2.4
2011-06-16,40356,GLO1,Glomma v/Sarpefossen,,324.0,22.0,4.1075626138,5.5,580.0,,,33.5
2011-06-26,40356,GLO1,Glomma v/Sarpefossen,,267.0,10.0,3.2518204026,4.52,495.0,,,8.64
2011-07-04,40356,GLO1,Glomma v/Sarpefossen,,456.0,4.0,3.2946075131,4.16,650.0,,,7.36
2011-08-08,40356,GLO1,Glomma v/Sarpefossen,,220.0,5.0,2.823949297,3.8,415.0,,,5.16
2011-09-12,40356,GLO1,Glomma v/Sarpefossen,,332.0,36.0,5.2414210436,7.4,665.0,,,38.3
2011-10-03,40356,GLO1,Glomma v/Sarpefossen,,277.0,4.0,3.6369043976,5.2,515.0,,,4.58
2011-11-07,40356,GLO1,Glomma v/Sarpefossen,,368.0,7.0,4.278711056,4.9,580.0,,,5.51
2011-12-05,40356,GLO1,Glomma v/Sarpefossen,,581.0,36.0,7.102660353,5.8,830.0,,,46.8
2012-01-09,40356,GLO1,Glomma v/Sarpefossen,,499.0,9.0,4.4070723877,5.2,725.0,,,10.8
2012-02-06,40356,GLO1,Glomma v/Sarpefossen,,393.0,3.0,3.8508399504,3.5,545.0,,,1.18
2012-03-05,40356,GLO1,Glomma v/Sarpefossen,,412.0,6.0,4.2573175007,3.7,600.0,,,3.22
2012-04-09,40356,GLO1,Glomma v/Sarpefossen,,387.0,5.0,4.428465943,4.3,1190.0,,,5.08
2012-05-06,40356,GLO1,Glomma v/Sarpefossen,,292.0,7.0,4.0433819479,5.0,525.0,,,5.65
2012-05-14,40356,GLO1,Glomma v/Sarpefossen,,492.0,15.0,4.0005948374,4.8,745.0,,,19.6
2012-05-25,40356,GLO1,Glomma v/Sarpefossen,,218.0,4.0,3.8722335057,4.5,405.0,,,5.29
2012-06-04,40356,GLO1,Glomma v/Sarpefossen,,162.0,8.0,2.8025557417,3.1,335.0,,,6.6
2012-06-14,40356,GLO1,Glomma v/Sarpefossen,,237.0,1.0,2.9950977392,2.7,405.0,,,2.85
2012-06-29,40356,GLO1,Glomma v/Sarpefossen,,292.0,6.0,3.209033292,3.0,495.0,,,5.3
2012-07-09,40356,GLO1,Glomma v/Sarpefossen,,314.0,5.0,2.9523106286,2.8,510.0,,,4.58
2012-08-06,40356,GLO1,Glomma v/Sarpefossen,,278.0,10.0,3.6155108423,5.2,510.0,,,11.4
2012-09-10,40356,GLO1,Glomma v/Sarpefossen,,213.0,3.0,3.2518204026,4.5,475.0,,,2.37
2012-10-08,40356,GLO1,Glomma v/Sarpefossen,,311.0,13.0,4.5996143852,5.2,625.0,,,9.83
2012-11-05,40356,GLO1,Glomma v/Sarpefossen,,317.0,20.0,5.198633933,7.1,605.0,,,19.5
2012-12-10,40356,GLO1,Glomma v/Sarpefossen,,323.0,7.0,4.5996143852,5.4,565.0,,,2.75
2013-01-07,40356,GLO1,Glomma v/Sarpefossen,,385.0,6.0,4.1075626138,4.1,550.0,,,2.44
2013-02-04,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-02-04,40356,GLO1,Glomma v/Sarpefossen,,413.0,3.0,4.5996143852,3.3,555.0,,,1.83
2013-03-11,40356,GLO1,Glomma v/Sarpefossen,,416.0,4.0,3.8508399504,2.9,555.0,,,1.6
2013-04-08,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-04-08,40356,GLO1,Glomma v/Sarpefossen,,466.0,11.0,3.8080528398,2.8,645.0,,,9.91
2013-05-06,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-05-06,40356,GLO1,Glomma v/Sarpefossen,,481.0,24.0,5.1558468225,5.3,725.0,,,23.4
2013-05-16,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-05-16,40356,GLO1,Glomma v/Sarpefossen,,304.0,12.0,4.3428917218,5.0,530.0,,,11.5
2013-05-24,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-05-24,40356,GLO1,Glomma v/Sarpefossen,,369.0,22.0,4.4498594982,4.5,605.0,,,10.8
2013-05-27,40356,GLO1,Glomma v/Sarpefossen,,409.0,37.0,4.5354337194,5.2,620.0,,,43.9
2013-05-30,40356,GLO1,Glomma v/Sarpefossen,,329.0,23.0,4.1075626138,5.0,545.0,,,30.3
2013-06-10,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-06-10,40356,GLO1,Glomma v/Sarpefossen,,344.0,10.0,3.5085430659,3.5,530.0,,,8.34
2013-06-17,40356,GLO1,Glomma v/Sarpefossen,,327.0,5.0,3.209033292,3.5,515.0,,,6.3
2013-06-24,40356,GLO1,Glomma v/Sarpefossen,,425.0,9.0,3.2946075131,3.5,625.0,,,9.31
2013-07-09,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-07-09,40356,GLO1,Glomma v/Sarpefossen,,330.0,5.0,3.1876397367,3.6,520.0,,,4.98
2013-08-07,40356,GLO1,Glomma v/Sarpefossen,,271.0,4.0,2.5886201889,2.6,450.0,,,4.73
2013-09-02,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-09-02,40356,GLO1,Glomma v/Sarpefossen,,193.0,3.0,2.3105039702,3.8,380.0,,,3.27
2013-10-07,40356,GLO1,Glomma v/Sarpefossen,,,0.0,,,,,,
2013-10-07,40356,GLO1,Glomma v/Sarpefossen,,276.0,2.0,2.524439523,3.2,470.0,,,1.8
2013-11-04,40356,GLO1,Glomma v/Sarpefossen,,470.0,19.0,4.9846983802,4.4,695.0,,,18.9
2013-12-09,40356,GLO1,Glomma v/Sarpefossen,,386.0,7.0,4.2145303902,4.0,550.0,,,11.2
2014-01-06,40356,GLO1,Glomma v/Sarpefossen,,460.0,30.0,5.5837179281,5.2,710.0,,,28.1
2014-02-10,40356,GLO1,Glomma v/Sarpefossen,,512.0,18.0,4.7707628274,4.4,775.0,,,15.1
2014-03-10,40356,GLO1,Glomma v/Sarpefossen,,510.0,24.0,5.1772403778,5.0,755.0,,,21.6
2014-04-07,40356,GLO1,Glomma v/Sarpefossen,,369.0,6.0,4.6851886063,4.5,575.0,,,4.54
2014-05-05,40356,GLO1,Glomma v/Sarpefossen,,231.0,6.0,3.8294463951,4.7,440.0,,,5.99
2014-05-19,40356,GLO1,Glomma v/Sarpefossen,,355.0,4.0,3.4657559554,4.2,535.0,,,3.36
2014-05-30,40356,GLO1,Glomma v/Sarpefossen,,220.0,17.0,3.1020655156,4.0,405.0,,,17.4
2014-06-04,40356,GLO1,Glomma v/Sarpefossen,,260.0,23.0,3.2732139578,3.9,535.0,,,9.59
2014-06-12,40356,GLO1,Glomma v/Sarpefossen,,295.0,5.0,2.9095235181,3.0,400.0,,,4.76
2014-06-25,40356,GLO1,Glomma v/Sarpefossen,,224.0,4.0,2.524439523,2.7,415.0,,,3.43
