sample_date,station_id,station_code,station_name,DOC_mg/L C,outlier_DOC_mg/L C,Farge_mg Pt/l,outlier_Farge_mg Pt/l,NH4-N_µg/l,outlier_NH4-N_µg/l,NO3-N_µg/l,outlier_NO3-N_µg/l,PO4-P_µg/l,outlier_PO4-P_µg/l,STS_mg/l,outlier_STS_mg/l,SiO2_mg/l,outlier_SiO2_mg/l,TOC_mg/l,outlier_TOC_mg/l,TOTN_µg/l,outlier_TOTN_µg/l,TOTP/F_µg/l P,outlier_TOTP/F_µg/l P,TOTP_P_µg/l P,outlier_TOTP_P_µg/l P,TSM_mg/l,outlier_TSM_mg/l,UV-Abs. 410nm_Abs/cm,outlier_UV-Abs. 410nm_Abs/cm
2012-08-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,455.0,False,,True,,,6.1613439206,False,10.6,True,1130.0,False,,,,,,True,,
2012-09-11,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,190.0,False,1.0,False,,,2.67419441,False,3.3,False,425.0,False,,,,,0.9,False,,
2012-10-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,200.0,False,2.0,False,,,2.9737041839,False,3.3,False,405.0,False,,,,,1.2,False,,
2012-11-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,320.0,False,3.0,False,,,3.4657559554,False,4.1,False,530.0,False,,,,,2.9,False,,
2012-12-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,265.0,False,2.0,False,,,3.1448526262,False,3.2,False,450.0,False,,,,,2.06,False,,
2013-01-08,40352,DRA1,Drammenselva v/Krokstadelva,2.8,False,,,12.0,False,245.0,False,1.0,False,,,2.9950977392,False,2.9,False,395.0,False,,,,,0.58,False,,
2013-02-05,40352,DRA1,Drammenselva v/Krokstadelva,2.4,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-02-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,250.0,False,1.0,False,,,2.9309170734,False,2.6,False,395.0,False,,,,,0.57,False,,
2013-03-05,40352,DRA1,Drammenselva v/Krokstadelva,2.3,False,,,16.0,False,235.0,False,1.0,False,,,2.8453428522,False,2.4,False,390.0,False,,,,,1.12,False,,
2013-04-04,40352,DRA1,Drammenselva v/Krokstadelva,2.7,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-04-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,275.0,False,2.0,False,,,2.7811621864,False,2.8,False,440.0,False,,,,,1.37,False,,
2013-05-07,40352,DRA1,Drammenselva v/Krokstadelva,3.1,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-05-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,310.0,False,3.0,False,,,3.2946075131,False,3.3,False,480.0,False,,,,,2.83,False,,
2013-05-16,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-05-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,31.0,False,925.0,True,19.0,True,,,3.893627061,False,3.6,False,1180.0,True,,,,,25.2,True,,
2013-05-23,40352,DRA1,Drammenselva v/Krokstadelva,4.1,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-05-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,845.0,False,26.0,True,,,5.2414210436,False,4.3,False,1110.0,False,,,,,29.2,True,,
2013-05-27,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,340.0,False,7.0,False,,,3.0378848498,False,3.5,False,490.0,False,,,,,6.67,False,,
2013-05-28,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,315.0,False,7.0,False,,,3.1662461814,False,3.7,False,490.0,False,,,,,8.14,False,,
2013-06-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,245.0,False,4.0,False,,,2.9523106286,False,3.8,False,440.0,False,,,,,4.09,False,,
2013-06-13,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-06-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,255.0,False,2.0,False,,,2.8025557417,False,3.6,False,430.0,False,,,,,2.46,False,,
2013-06-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,230.0,False,8.0,False,,,2.8881299628,False,4.1,False,460.0,False,,,,,2.37,False,,
2013-07-03,40352,DRA1,Drammenselva v/Krokstadelva,4.2,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-07-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,265.0,False,4.0,False,,,2.9095235181,False,4.3,False,450.0,False,,,,,3.22,False,,
2013-08-06,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,34.0,False,165.0,False,2.0,False,,,2.3532910808,False,3.6,False,380.0,False,,,,,0.92,False,,
2013-09-10,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-09-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,180.0,False,1.0,False,,,2.1821426386,False,3.5,False,365.0,False,,,,,0.46,False,,
2013-10-08,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,,,,,0.0,False,,,,,,,,,,,,,,,,
2013-10-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,175.0,False,1.0,False,,,2.2463233044,False,3.3,False,375.0,False,,,,,1.02,False,,
2013-11-05,40352,DRA1,Drammenselva v/Krokstadelva,4.4,False,,,9.0,False,360.0,False,4.0,False,,,3.3160010684,False,4.5,False,565.0,False,,,,,4.54,False,,
2013-12-03,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,9.0,False,245.0,False,1.0,False,,,2.8025557417,False,3.2,False,380.0,False,,,,,1.98,False,,
2014-01-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,390.0,False,6.0,False,,,3.8722335057,False,3.7,False,630.0,False,,,,,5.39,False,,
2014-02-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,240.0,False,1.0,False,,,2.8025557417,False,2.6,False,385.0,False,,,,,0.99,False,,
2014-03-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,425.0,False,6.0,False,,,3.5299366212,False,3.1,False,620.0,False,,,,,3.15,False,,
2014-04-01,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,265.0,False,2.0,False,,,3.0164912945,False,3.3,False,450.0,False,,,,,1.16,False,,
2014-05-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,195.0,False,3.0,False,,,2.7383750758,False,3.2,False,375.0,False,,,,,2.09,False,,
2014-05-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,175.0,False,6.0,False,,,2.524439523,False,3.3,False,335.0,False,,,,,1.87,False,,
2014-05-27,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,165.0,False,3.0,False,,,2.7811621864,False,3.3,False,335.0,False,,,,,3.03,False,,
2014-06-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,190.0,False,2.0,False,,,2.67419441,False,3.4,False,350.0,False,,,,,1.63,False,,
2014-06-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,165.0,False,1.0,False,,,2.5030459678,False,3.1,False,385.0,False,,,,,1.43,False,,
2014-06-24,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,175.0,False,1.0,False,,,2.4816524125,False,3.0,False,295.0,False,,,,,1.31,False,,
2014-07-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,135.0,False,4.0,False,,,2.3318975255,False,3.1,False,320.0,False,,,,,4.88,False,,
2014-08-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,22.0,False,113.0,False,2.0,False,,,2.0815929287,False,3.0,False,290.0,False,,,,,1.01,False,,
2014-09-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,106.0,False,1.0,False,,,2.0366664627,False,2.9,False,270.0,False,,,,,0.94,False,,
2014-10-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,335.0,False,4.0,False,,,3.1662461814,False,4.8,False,560.0,False,,,,,4.28,False,,
2014-11-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,295.0,False,3.0,False,,,2.9737041839,False,3.7,False,460.0,False,,,,,1.75,False,,
2014-12-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,225.0,False,1.0,False,,,2.9095235181,False,3.6,False,385.0,False,,,,,0.96,False,,
2015-01-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,232.0,False,1.0,False,,,,,3.2,False,405.0,False,,,,,1.51,False,,
2015-02-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,230.0,False,2.0,False,,,,,2.5,False,370.0,False,,,,,0.8,False,,
2015-03-11,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,330.0,False,8.0,False,,,,,2.9,False,520.0,False,,,,,3.07,False,,
2015-04-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,310.0,False,4.0,False,,,,,3.1,False,480.0,False,,,,,1.72,False,,
2015-05-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,190.0,False,2.0,False,,,,,3.1,False,390.0,False,,,,,2.01,False,,
2015-05-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,250.0,False,2.0,False,,,,,3.3,False,445.0,False,,,,,1.35,False,,
2015-05-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,210.0,False,2.0,False,,,,,3.1,False,425.0,False,,,,,1.05,False,,
2015-06-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,230.0,False,2.0,False,,,,,3.5,False,395.0,False,,,,,1.25,False,,
2015-06-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,210.0,False,2.0,False,,,,,3.4,False,395.0,False,,,,,1.38,False,,
2015-06-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,190.0,False,2.0,False,,,,,3.4,False,390.0,False,,,,,1.55,False,,
2015-07-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,120.0,False,4.0,False,,,,,4.0,False,305.0,False,,,,,1.57,False,,
2015-08-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,17.0,False,150.0,False,2.0,False,,,,,3.3,False,335.0,False,,,,,1.12,False,,
2015-09-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,300.0,False,64.0,True,,,,,7.6,False,735.0,False,,,,,29.3,True,,
2015-10-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,170.0,False,4.0,False,,,,,4.2,False,410.0,False,,,,,1.83,False,,
2015-11-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,230.0,False,2.0,False,,,,,4.1,False,410.0,False,,,,,2.1,False,,
2015-12-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,280.0,False,2.0,False,,,,,3.9,False,460.0,False,,,,,2.31,False,,
2016-01-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,280.0,False,2.0,False,,,,,3.3,False,455.0,False,,,,,1.35,False,,
2016-02-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,390.0,False,13.0,False,,,,,3.4,False,610.0,False,,,,,10.35,False,,
2016-03-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,220.0,False,3.0,False,,,,,2.7,False,370.0,False,,,,,1.04,False,,
2016-04-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,460.0,False,16.0,False,,,,,3.9,False,690.0,False,,,,,18.8,True,,
2016-05-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,220.0,False,6.0,False,,,,,3.4,False,455.0,False,,,,,1.98,False,,
2016-05-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,200.0,False,2.0,False,,,,,3.2,False,385.0,False,,,,,0.96,False,,
2016-05-25,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,230.0,False,2.0,False,,,,,3.1,False,410.0,False,,,,,3.05,False,,
2016-06-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,150.0,False,1.0,False,,,,,3.5,False,365.0,False,,,,,1.72,False,,
2016-06-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,170.0,False,1.0,False,,,,,3.4,False,370.0,False,,,,,1.41,False,,
2016-06-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,140.0,False,1.0,False,,,,,3.3,False,315.0,False,,,,,1.47,False,,
2016-07-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,36.0,False,150.0,False,1.0,False,,,,,3.4,False,355.0,False,,,,,1.36,False,,
2016-08-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,180.0,False,11.0,False,,,,,5.9,False,450.0,False,,,,,4.13,False,,
2016-09-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,150.0,False,1.0,False,,,,,3.6,False,345.0,False,,,,,1.56,False,,
2016-10-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,130.0,False,1.0,False,,,,,3.2,False,315.0,False,,,,,0.94,False,,
2016-11-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,230.0,False,1.0,False,,,,,3.4,False,435.0,False,,,,,1.56,False,,
2016-12-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,270.0,False,2.0,False,,,,,3.2,False,425.0,False,,,,,1.21,False,,
2017-01-23,40352,DRA1,Drammenselva v/Krokstadelva,2.7,False,,,8.0,False,220.0,False,1.0,False,,,,,2.9,False,340.0,False,2.0,False,,,0.83,False,0.008418,False
2017-02-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,210.0,False,2.0,False,,,,,2.8,False,345.0,False,,,,,1.11,False,0.007578,False
2017-03-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,2.0,False,220.0,False,1.0,False,,,,,2.4,False,350.0,False,,,,,1.1,False,0.006638,False
2017-04-04,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,6.0,False,300.0,False,3.0,False,,,,,3.5,False,480.0,False,3.0,False,,,2.02,False,0.011372,False
2017-05-02,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,9.0,False,390.0,False,1.0,False,,,,,3.6,False,510.0,False,2.0,False,,,1.68,False,0.010806,False
2017-05-16,40352,DRA1,Drammenselva v/Krokstadelva,2.8,False,,,5.0,False,190.0,False,1.0,False,,,,,3.1,False,350.0,False,2.0,False,,,1.19,False,0.00992,False
2017-05-23,40352,DRA1,Drammenselva v/Krokstadelva,3.0,False,,,12.0,False,220.0,False,3.0,False,,,,,3.3,False,385.0,False,2.0,False,,,2.84,False,0.011406,False
2017-06-06,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,20.0,False,190.0,False,2.0,False,,,,,3.7,False,365.0,False,2.0,False,,,1.54,False,0.011258,False
2017-06-19,40352,DRA1,Drammenselva v/Krokstadelva,4.0,False,,,2.0,False,230.0,False,4.0,False,,,,,4.2,False,415.0,False,2.0,False,,,3.33,False,0.014308,False
2017-06-26,40352,DRA1,Drammenselva v/Krokstadelva,3.7,False,,,14.0,False,190.0,False,1.0,False,,,,,3.7,False,375.0,False,3.0,False,,,1.78,False,0.012306,False
2017-07-04,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,20.0,False,170.0,False,2.0,False,,,,,3.7,False,360.0,False,3.0,False,,,1.05,False,0.011304,False
2017-08-07,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,20.0,False,130.0,False,2.0,False,,,,,3.5,False,310.0,False,2.0,False,,,1.25,False,0.011808,False
2017-09-04,40352,DRA1,Drammenselva v/Krokstadelva,3.7,False,,,18.0,False,170.0,False,1.0,False,,,,,3.7,False,340.0,False,2.0,False,,,0.79,False,0.01126,False
2017-10-03,40352,DRA1,Drammenselva v/Krokstadelva,5.3,False,,,2.0,False,310.0,False,4.0,False,,,,,5.4,False,,,4.0,False,,,4.09,False,0.019634,False
2017-11-06,40352,DRA1,Drammenselva v/Krokstadelva,4.6,False,,,10.0,False,310.0,False,4.0,False,,,,,4.8,False,,,3.0,False,,,1.42,False,0.015676,False
2017-12-05,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,7.0,False,220.0,False,2.0,False,,,,,3.2,False,370.0,False,2.0,False,,,1.4,False,0.0111118,False
2018-01-02,40352,DRA1,Drammenselva v/Krokstadelva,3.0,False,,,7.0,False,240.0,False,1.0,False,,,,,2.9,False,360.0,False,1.0,False,,,0.45,False,0.010006,False
2018-02-06,40352,DRA1,Drammenselva v/Krokstadelva,2.5,False,,,11.0,False,220.0,False,1.0,False,,,,,2.5,False,365.0,False,3.0,False,,,0.7,False,0.008802,False
2018-03-06,40352,DRA1,Drammenselva v/Krokstadelva,2.5,False,,,8.0,False,230.0,False,1.0,False,,,,,2.6,False,390.0,False,2.0,False,,,0.59,False,0.007674,False
2018-04-03,40352,DRA1,Drammenselva v/Krokstadelva,2.4,False,,,15.0,False,300.0,False,1.0,False,,,,,2.3,False,395.0,False,2.0,False,,,0.86,False,0.0070922,False
2018-05-08,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,8.0,False,250.0,False,3.0,False,,,,,3.5,False,440.0,False,2.0,False,,,3.79,False,0.013546,False
2018-05-15,40352,DRA1,Drammenselva v/Krokstadelva,3.0,False,,,2.0,False,180.0,False,4.0,False,,,,,3.1,False,350.0,False,2.0,False,,,4.68,False,0.011484,False
2018-05-28,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,13.0,False,200.0,False,2.0,False,,,,,3.4,False,,,2.0,False,,,1.71,False,0.010736,False
2018-06-05,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,23.0,False,150.0,False,2.0,False,,,,,3.4,False,,,2.0,False,,,1.82,False,0.010274,False
2018-06-12,40352,DRA1,Drammenselva v/Krokstadelva,3.0,False,,,12.0,False,110.0,False,2.0,False,,,,,3.2,False,,,2.0,False,,,1.75,False,0.0091278,False
2018-06-26,40352,DRA1,Drammenselva v/Krokstadelva,3.1,False,,,30.0,False,180.0,False,1.0,False,,,,,3.2,False,,,2.0,False,,,1.24,False,0.0088058,False
2018-07-02,40352,DRA1,Drammenselva v/Krokstadelva,3.1,False,,,29.0,False,170.0,False,2.0,False,,,,,3.1,False,,,2.0,False,,,1.1,False,0.009068,False
2018-08-06,40352,DRA1,Drammenselva v/Krokstadelva,2.6,False,,,19.0,False,82.0,False,2.0,False,,,,,2.7,False,,,3.0,False,,,1.62,False,0.006826,False
2018-09-04,40352,DRA1,Drammenselva v/Krokstadelva,2.8,False,,,27.0,False,130.0,False,1.0,False,,,,,2.9,False,,,1.0,False,,,0.99,False,0.008108,False
2018-10-01,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,2.0,False,200.0,False,1.0,False,,,,,3.2,False,,,2.0,False,,,1.25,False,0.010314,False
2018-11-05,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,15.0,False,370.0,False,1.0,False,,,,,3.5,False,,,2.0,False,,,0.87,False,0.01116,False
2018-12-03,40352,DRA1,Drammenselva v/Krokstadelva,3.8,False,,,2.0,False,410.0,False,4.0,False,,,,,3.8,False,,,2.0,False,,,3.29,False,0.01298,False
2019-01-07,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,9.0,False,290.0,False,1.0,False,,,,,3.2,False,,,3.0,False,,,0.75,False,0.010086,False
2019-02-04,40352,DRA1,Drammenselva v/Krokstadelva,2.8,False,,,14.0,False,220.0,False,2.0,False,,,,,2.9,False,,,2.0,False,,,0.77,False,0.008314,False
2019-03-04,40352,DRA1,Drammenselva v/Krokstadelva,2.8,False,,,10.0,False,350.0,False,1.0,False,,,,,2.8,False,,,2.0,False,,,1.05,False,0.008706,False
2019-04-02,40352,DRA1,Drammenselva v/Krokstadelva,3.9,False,,,3.0,False,900.0,False,4.0,False,,,,,3.9,False,,,3.0,False,,,4.19,False,0.0136,False
2019-05-06,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,2.0,False,240.0,False,1.0,False,,,,,3.3,False,,,2.0,False,,,1.55,False,0.012584,False
2019-05-15,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,,,4.0,False,360.0,False,3.0,False,,,,,3.5,False,,,1.0,False,,,1.07,False,0.013138,False
2019-05-22,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,9.0,False,520.0,False,5.0,False,,,,,3.6,False,,,1.0,False,,,3.59,False,0.013284,False
2019-06-03,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,2.0,False,260.0,False,3.0,False,,,,,3.4,False,,,1.0,False,,,1.36,False,0.01148,False
2019-06-12,40352,DRA1,Drammenselva v/Krokstadelva,3.9,False,,,2.0,False,380.0,False,3.0,False,,,,,4.0,False,,,2.0,False,,,3.94,False,0.0138238,False
2019-06-24,40352,DRA1,Drammenselva v/Krokstadelva,3.9,False,,,5.0,False,260.0,False,1.0,False,,,,,3.9,False,,,2.0,False,,,1.25,False,0.01344,False
2019-07-01,40352,DRA1,Drammenselva v/Krokstadelva,3.9,False,,,14.0,False,240.0,False,2.0,False,,,,,4.0,False,,,3.0,False,,,1.47,False,0.012612,False
2019-08-05,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,19.0,False,150.0,False,2.0,False,,,,,3.4,False,,,1.0,False,,,0.73,False,0.009712,False
2019-09-02,40352,DRA1,Drammenselva v/Krokstadelva,3.9,False,,,10.0,False,200.0,False,1.0,False,,,,,4.0,False,,,3.0,False,,,1.04,False,0.012422,False
2019-10-07,40352,DRA1,Drammenselva v/Krokstadelva,4.0,False,,,21.0,False,270.0,False,2.0,False,,,,,4.1,False,,,2.0,False,,,0.96,False,0.013678,False
2019-11-04,40352,DRA1,Drammenselva v/Krokstadelva,3.7,False,,,13.0,False,260.0,False,1.0,False,,,,,3.9,False,,,1.0,False,,,1.18,False,0.013716,False
2019-12-03,40352,DRA1,Drammenselva v/Krokstadelva,4.0,False,,,8.0,False,320.0,False,2.0,False,,,,,4.1,False,,,2.0,False,,,0.8,False,0.012702,False
2020-01-06,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,18.0,False,280.0,False,1.0,False,,,,,3.2,False,,,2.0,False,,,0.79,False,0.01063,False
2020-02-03,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,17.0,False,260.0,False,1.0,False,,,,,3.4,False,,,2.0,False,,,0.97,False,0.011036,False
2020-03-02,40352,DRA1,Drammenselva v/Krokstadelva,3.3,False,,,20.0,False,260.0,False,2.0,False,,,,,3.3,False,,,2.0,False,,,1.33,False,0.010458,False
2020-04-14,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,6.0,False,270.0,False,2.0,False,,,,,3.1,False,,,1.0,False,,,1.03,False,0.010936,False
2020-05-04,40352,DRA1,Drammenselva v/Krokstadelva,3.7,False,,,5.0,False,250.0,False,3.0,False,,,,,3.6,False,,,2.0,False,,,1.27,False,0.01217,False
2020-05-11,40352,DRA1,Drammenselva v/Krokstadelva,3.8,False,,,3.0,False,220.0,False,3.0,False,,,,,4.4,False,,,2.0,False,,,1.16,False,0.011696,False
2020-05-25,40352,DRA1,Drammenselva v/Krokstadelva,4.1,False,,,2.0,False,220.0,False,2.0,False,,,,,4.2,False,,,2.0,False,,,1.4,False,0.01173,False
2020-06-02,40352,DRA1,Drammenselva v/Krokstadelva,4.2,False,,,2.0,False,220.0,False,2.0,False,,,,,4.2,False,,,3.0,False,,,1.66,False,0.011286,False
2020-06-15,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,,9.0,False,170.0,False,2.0,False,,,,,3.2,False,,,1.0,False,,,1.05,False,0.012292,False
2020-06-22,40352,DRA1,Drammenselva v/Krokstadelva,4.5,False,,,5.0,False,170.0,False,3.0,False,,,,,4.3,False,,,2.0,False,,,1.58,False,0.010896,False
2020-07-06,40352,DRA1,Drammenselva v/Krokstadelva,3.6,False,,,2.0,False,190.0,False,2.0,False,,,,,3.7,False,,,2.0,False,,,1.58,False,0.00602,False
2020-08-03,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,3.0,False,140.0,False,1.0,False,,,,,4.3,False,,,2.0,False,,,1.27,False,0.011318,False
2020-09-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,130.0,False,1.0,False,,,,,3.6,False,,,1.0,False,,,0.85,False,0.009408,False
2020-10-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,700.0,False,11.0,False,,,,,5.8,False,,,6.0,False,,,12.7,False,0.02002,False
2020-11-02,40352,DRA1,Drammenselva v/Krokstadelva,4.5,False,,,2.0,False,500.0,False,5.0,False,,,,,4.5,False,,,7.0,False,,,4.09,False,0.017424,False
2020-12-07,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,,,5.0,False,410.0,False,3.0,False,,,,,3.5,False,,,3.0,False,,,2.23,False,0.0125018,False
2021-01-21,40352,DRA1,Drammenselva v/Krokstadelva,3.6,False,21.0,False,4.0,False,270.0,False,1.0,False,1.5,False,3.25,False,3.6,False,,,,,2.5,False,0.82,False,0.01127,False
2021-02-02,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,,False,2.0,False,290.0,False,2.0,False,1.7,False,3.32,False,3.4,False,,,,,3.3,False,0.96,False,0.010594,False
2021-03-02,40352,DRA1,Drammenselva v/Krokstadelva,2.9,False,16.0,False,6.0,False,300.0,False,2.0,False,1.2,False,3.14,False,2.9,False,,,,,4.8,False,1.89,False,0.00912,False
2021-04-06,40352,DRA1,Drammenselva v/Krokstadelva,3.6,False,15.0,False,4.0,False,390.0,False,3.0,False,2.3,False,3.2,False,3.5,False,,,,,4.8,False,2.42,False,0.012508,False
2021-05-03,40352,DRA1,Drammenselva v/Krokstadelva,3.7,False,25.0,False,2.0,False,270.0,False,2.0,False,2.0,False,2.98,False,3.6,False,,,,,3.3,False,4.37,False,0.012582,False
2021-05-18,40352,DRA1,Drammenselva v/Krokstadelva,4.0,False,31.0,False,2.0,False,470.0,False,5.0,False,9.0,False,3.62,False,4.1,False,,,,,8.2,False,6.51,False,0.016836,False
2021-05-25,40352,DRA1,Drammenselva v/Krokstadelva,4.2,False,31.0,False,2.0,False,490.0,False,5.0,False,7.9,False,3.6,False,4.1,False,,,,,9.5,False,6.69,False,0.016242,False
2021-06-07,40352,DRA1,Drammenselva v/Krokstadelva,3.6,False,23.0,False,21.0,False,250.0,False,3.0,False,3.0,False,3.11,False,3.7,False,,,,,5.1,False,2.48,False,0.012448,False
2021-06-14,40352,DRA1,Drammenselva v/Krokstadelva,3.5,False,22.0,False,17.0,False,260.0,False,3.0,False,3.1,False,3.08,False,3.5,False,,,,,4.5,False,1.98,False,,
2021-06-28,40352,DRA1,Drammenselva v/Krokstadelva,3.2,False,19.0,False,8.0,False,180.0,False,1.0,False,1.0,False,2.67,False,3.3,False,,,,,4.0,False,1.49,False,0.010172,False
2021-07-05,40352,DRA1,Drammenselva v/Krokstadelva,3.4,False,19.0,False,13.0,False,180.0,False,1.0,False,1.4,False,2.7,False,3.5,False,,,,,5.0,False,1.74,False,0.009912,False
