index	time	FA/RAMSES/DERIVED/RRS/CALIBRATED/SHIP_SHADDOW	FA/RAMSES/DERIVED/RRS/CALIBRATED/SUN_GLINT	FA/RAMSES/DERIVED/RRS/CALIBRATED/SUN_HEIGHT	longitude	latitude
46	2023-09-01 00:15:04	1.0	1.0	-1.0		
47	2023-09-01 00:15:34	1.0	1.0	-1.0		
48	2023-09-01 00:16:00				11.253123	56.17464
49	2023-09-01 00:16:04	1.0	1.0	-1.0		
50	2023-09-01 00:16:34	1.0	1.0	-1.0		
51	2023-09-01 00:17:00				11.247013	56.170575
52	2023-09-01 00:17:04	1.0	1.0	-1.0		
53	2023-09-01 00:17:34	1.0	1.0	-1.0		
54	2023-09-01 00:18:00				11.24069	56.166533
55	2023-09-01 00:18:04	1.0	1.0	-1.0		
56	2023-09-01 00:18:34	1.0	1.0	-1.0		
57	2023-09-01 00:19:00				11.234195	56.162415
58	2023-09-01 00:19:04	1.0	1.0	-1.0		
59	2023-09-01 00:19:34	1.0	1.0	-1.0		
60	2023-09-01 00:20:00				11.227615	56.158337
61	2023-09-01 00:20:04	1.0	1.0	-1.0		
62	2023-09-01 00:20:34	1.0	1.0	-1.0		
63	2023-09-01 00:21:00				11.221002	56.154078
64	2023-09-01 00:21:04	1.0	1.0	-1.0		
65	2023-09-01 00:21:35	1.0	1.0	-1.0		
66	2023-09-01 00:22:00				11.214582	56.149993
67	2023-09-01 00:22:05	1.0	1.0	-1.0		
68	2023-09-01 00:22:35	1.0	1.0	-1.0		
69	2023-09-01 00:23:00				11.20795	56.145738
70	2023-09-01 00:23:05	1.0	1.0	-1.0		
71	2023-09-01 00:23:35	1.0	1.0	-1.0		
72	2023-09-01 00:24:00				11.201357	56.141637
73	2023-09-01 00:24:05	1.0	1.0	-1.0		
74	2023-09-01 00:24:35	1.0	1.0	-1.0		
75	2023-09-01 00:25:00				11.19491	56.137593
76	2023-09-01 00:25:05	1.0	1.0	-1.0		
77	2023-09-01 00:25:35	1.0	1.0	-1.0		
78	2023-09-01 00:26:00				11.187995	56.13359
79	2023-09-01 00:26:05	1.0	1.0	-1.0		
80	2023-09-01 00:26:36	1.0	1.0	-1.0		
81	2023-09-01 00:27:00				11.181162	56.129663
82	2023-09-01 00:27:06	1.0	1.0	-1.0		
83	2023-09-01 00:27:36	1.0	1.0	-1.0		
84	2023-09-01 00:28:00				11.17445	56.125802
85	2023-09-01 00:28:06	1.0	1.0	-1.0		
86	2023-09-01 00:28:36	1.0	1.0	-1.0		
87	2023-09-01 00:29:00				11.167467	56.121793
88	2023-09-01 00:29:06	1.0	1.0	-1.0		
89	2023-09-01 00:29:36	1.0	1.0	-1.0		
90	2023-09-01 00:30:00				11.160633	56.117813
91	2023-09-01 00:30:06	1.0	1.0	-1.0		
92	2023-09-01 00:30:36	1.0	1.0	-1.0		
93	2023-09-01 00:31:00				11.153848	56.113905
94	2023-09-01 00:31:06	1.0	1.0	-1.0		
95	2023-09-01 00:31:36	1.0	1.0	-1.0		
96	2023-09-01 00:32:00				11.14691	56.109982
97	2023-09-01 00:32:06	1.0	1.0	-1.0		
98	2023-09-01 00:32:36	1.0	1.0	-1.0		
99	2023-09-01 00:33:00				11.139918	56.105978
100	2023-09-01 00:33:06	1.0	1.0	-1.0		
101	2023-09-01 00:33:36	1.0	1.0	-1.0		
102	2023-09-01 00:34:00				11.133303	56.101872
103	2023-09-01 00:34:06	1.0	1.0	-1.0		
104	2023-09-01 00:34:36	1.0	1.0	-1.0		
105	2023-09-01 00:35:00				11.127465	56.097528
106	2023-09-01 00:35:07	1.0	1.0	-1.0		
107	2023-09-01 00:35:37	1.0	1.0	-1.0		
108	2023-09-01 00:36:00				11.122008	56.092953
109	2023-09-01 00:36:07	1.0	1.0	-1.0		
110	2023-09-01 00:36:37	1.0	1.0	-1.0		
111	2023-09-01 00:37:00				11.11734	56.088163
112	2023-09-01 00:37:07	1.0	1.0	-1.0		
113	2023-09-01 00:37:37	1.0	1.0	-1.0		
114	2023-09-01 00:38:00				11.113353	56.083227
115	2023-09-01 00:38:07	1.0	1.0	-1.0		
116	2023-09-01 00:38:37	1.0	1.0	-1.0		
117	2023-09-01 00:39:00				11.109703	56.078503
118	2023-09-01 00:39:08	1.0	1.0	-1.0		
119	2023-09-01 00:39:37	1.0	1.0	-1.0		
120	2023-09-01 00:40:00				11.105892	56.073585
121	2023-09-01 00:40:08	1.0	1.0	-1.0		
122	2023-09-01 00:40:38	1.0	1.0	-1.0		
123	2023-09-01 00:41:00				11.101843	56.068453
124	2023-09-01 00:41:08	1.0	1.0	-1.0		
125	2023-09-01 00:41:38	1.0	1.0	-1.0		
126	2023-09-01 00:42:00				11.097745	56.063482
127	2023-09-01 00:42:08	1.0	1.0	-1.0		
128	2023-09-01 00:42:38	-1.0	1.0	-1.0		
129	2023-09-01 00:43:00				11.093992	56.058472
130	2023-09-01 00:43:08	-1.0	1.0	-1.0		
131	2023-09-01 00:43:38	-1.0	1.0	-1.0		
132	2023-09-01 00:44:00				11.090447	56.053505
133	2023-09-01 00:44:08	-1.0	1.0	-1.0		
134	2023-09-01 00:44:38	-1.0	1.0	-1.0		
135	2023-09-01 00:45:00				11.086852	56.048508
136	2023-09-01 00:45:08	-1.0	1.0	-1.0		
137	2023-09-01 00:45:38	-1.0	1.0	-1.0		
138	2023-09-01 00:46:00				11.083295	56.043427
139	2023-09-01 00:46:08	-1.0	1.0	-1.0		
140	2023-09-01 00:46:38	-1.0	1.0	-1.0		
141	2023-09-01 00:47:00				11.079827	56.03849
142	2023-09-01 00:47:08	-1.0	1.0	-1.0		
143	2023-09-01 00:47:38	-1.0	1.0	-1.0		
144	2023-09-01 00:48:00				11.076302	56.033357
145	2023-09-01 00:48:09	-1.0	1.0	-1.0		
146	2023-09-01 00:48:39	-1.0	1.0	-1.0		
147	2023-09-01 00:49:00				11.072753	56.028287
148	2023-09-01 00:49:09	-1.0	1.0	-1.0		
149	2023-09-01 00:49:39	-1.0	1.0	-1.0		
150	2023-09-01 00:50:00				11.069218	56.023338
151	2023-09-01 00:50:09	-1.0	1.0	-1.0		
152	2023-09-01 00:50:39	-1.0	1.0	-1.0		
153	2023-09-01 00:51:00				11.06556	56.018152
154	2023-09-01 00:51:09	-1.0	1.0	-1.0		
155	2023-09-01 00:51:39	-1.0	1.0	-1.0		
156	2023-09-01 00:52:00				11.061588	56.01315
157	2023-09-01 00:52:09	-1.0	1.0	-1.0		
158	2023-09-01 00:52:40	1.0	1.0	-1.0		
159	2023-09-01 00:53:00				11.057258	56.008217
160	2023-09-01 00:53:10	1.0	1.0	-1.0		
161	2023-09-01 00:53:40	1.0	1.0	-1.0		
162	2023-09-01 00:54:00				11.052957	56.00342
163	2023-09-01 00:54:10	1.0	1.0	-1.0		
164	2023-09-01 00:54:40	1.0	1.0	-1.0		
165	2023-09-01 00:55:00				11.048562	55.998538
166	2023-09-01 00:55:10	1.0	1.0	-1.0		
167	2023-09-01 00:55:40	1.0	1.0	-1.0		
168	2023-09-01 00:56:00				11.044178	55.993682
169	2023-09-01 00:56:10	1.0	1.0	-1.0		
170	2023-09-01 00:56:40	1.0	1.0	-1.0		
171	2023-09-01 00:57:00				11.039678	55.988937
172	2023-09-01 00:57:10	1.0	1.0	-1.0		
173	2023-09-01 00:57:40	1.0	1.0	-1.0		
174	2023-09-01 00:58:00				11.034918	55.984268
175	2023-09-01 00:58:10	1.0	1.0	-1.0		
176	2023-09-01 00:58:40	1.0	1.0	-1.0		
177	2023-09-01 00:59:00				11.030178	55.979603
178	2023-09-01 00:59:10	1.0	1.0	-1.0		
179	2023-09-01 00:59:40	1.0	1.0	-1.0		
180	2023-09-01 01:00:00				11.025335	55.97486
181	2023-09-01 01:00:10	1.0	1.0	-1.0		
182	2023-09-01 01:00:41	1.0	1.0	-1.0		
183	2023-09-01 01:01:00				11.020672	55.970303
184	2023-09-01 01:01:11	1.0	1.0	-1.0		
185	2023-09-01 01:01:41	1.0	1.0	-1.0		
186	2023-09-01 01:02:00				11.015887	55.965622
187	2023-09-01 01:02:11	1.0	1.0	-1.0		
188	2023-09-01 01:02:41	1.0	1.0	-1.0		
189	2023-09-01 01:03:00				11.011238	55.961063
190	2023-09-01 01:03:11	1.0	1.0	-1.0		
191	2023-09-01 01:03:41	1.0	1.0	-1.0		
192	2023-09-01 01:04:00				11.005915	55.956478
193	2023-09-01 01:04:11	1.0	1.0	-1.0		
194	2023-09-01 01:04:41	1.0	1.0	-1.0		
195	2023-09-01 01:05:00				11.000107	55.952192
196	2023-09-01 01:05:11	1.0	1.0	-1.0		
197	2023-09-01 01:05:41	1.0	1.0	-1.0		
198	2023-09-01 01:06:00				10.994052	55.948035
199	2023-09-01 01:06:11	1.0	1.0	-1.0		
200	2023-09-01 01:06:41	1.0	1.0	-1.0		
201	2023-09-01 01:07:00				10.987948	55.943905
202	2023-09-01 01:07:11	1.0	1.0	-1.0		
203	2023-09-01 01:07:41	1.0	1.0	-1.0		
204	2023-09-01 01:08:00				10.981733	55.93991
205	2023-09-01 01:08:11	1.0	1.0	-1.0		
206	2023-09-01 01:08:41	1.0	1.0	-1.0		
207	2023-09-01 01:09:00				10.975588	55.936067
208	2023-09-01 01:09:12	1.0	1.0	-1.0		
209	2023-09-01 01:09:42	1.0	1.0	-1.0		
210	2023-09-01 01:10:00				10.96928	55.932118
211	2023-09-01 01:10:12	1.0	1.0	-1.0		
212	2023-09-01 01:10:42	1.0	1.0	-1.0		
213	2023-09-01 01:11:00				10.963062	55.928185
214	2023-09-01 01:11:12	1.0	1.0	-1.0		
215	2023-09-01 01:11:42	1.0	1.0	-1.0		
216	2023-09-01 01:12:00				10.956917	55.924308
217	2023-09-01 01:12:12	1.0	1.0	-1.0		
218	2023-09-01 01:12:42	1.0	1.0	-1.0		
219	2023-09-01 01:13:00				10.95062	55.920345
220	2023-09-01 01:13:12	1.0	1.0	-1.0		
221	2023-09-01 01:13:42	1.0	1.0	-1.0		
222	2023-09-01 01:14:00				10.944458	55.916473
223	2023-09-01 01:14:12	1.0	1.0	-1.0		
224	2023-09-01 01:14:42	1.0	1.0	-1.0		
225	2023-09-01 01:15:00				10.938512	55.912743
226	2023-09-01 01:15:12	1.0	1.0	-1.0		
227	2023-09-01 01:15:42	1.0	1.0	-1.0		
228	2023-09-01 01:16:00				10.932948	55.909092
229	2023-09-01 01:16:13	1.0	1.0	-1.0		
230	2023-09-01 01:16:43	1.0	1.0	-1.0		
231	2023-09-01 01:17:00				10.927718	55.90564
232	2023-09-01 01:17:13	1.0	1.0	-1.0		
233	2023-09-01 01:17:43	1.0	1.0	-1.0		
234	2023-09-01 01:18:00				10.922525	55.902223
235	2023-09-01 01:18:13	1.0	1.0	-1.0		
236	2023-09-01 01:18:43	1.0	1.0	-1.0		
237	2023-09-01 01:19:00				10.917495	55.89888
238	2023-09-01 01:19:13	1.0	1.0	-1.0		
239	2023-09-01 01:19:43	1.0	1.0	-1.0		
240	2023-09-01 01:20:00				10.912462	55.895472
241	2023-09-01 01:20:13	1.0	1.0	-1.0		
242	2023-09-01 01:20:43	1.0	1.0	-1.0		
243	2023-09-01 01:21:00				10.907573	55.892213
244	2023-09-01 01:21:13	1.0	1.0	-1.0		
245	2023-09-01 01:21:43	1.0	1.0	-1.0		
246	2023-09-01 01:22:00				10.902673	55.888943
247	2023-09-01 01:22:13	1.0	1.0	-1.0		
248	2023-09-01 01:22:43	1.0	1.0	-1.0		
249	2023-09-01 01:23:00				10.897498	55.885635
250	2023-09-01 01:23:13	1.0	1.0	-1.0		
251	2023-09-01 01:23:43	1.0	1.0	-1.0		
252	2023-09-01 01:24:00				10.892338	55.882373
253	2023-09-01 01:24:13	1.0	1.0	-1.0		
254	2023-09-01 01:24:44	1.0	1.0	-1.0		
255	2023-09-01 01:25:00				10.886975	55.879023
256	2023-09-01 01:25:14	1.0	1.0	-1.0		
257	2023-09-01 01:25:44	1.0	1.0	-1.0		
258	2023-09-01 01:26:00				10.881428	55.875555
259	2023-09-01 01:26:14	1.0	1.0	-1.0		
260	2023-09-01 01:26:44	1.0	1.0	-1.0		
261	2023-09-01 01:27:00				10.875517	55.871823
262	2023-09-01 01:27:14	1.0	1.0	-1.0		
263	2023-09-01 01:27:44	1.0	1.0	-1.0		
264	2023-09-01 01:28:00				10.869658	55.868177
265	2023-09-01 01:28:14	1.0	1.0	-1.0		
266	2023-09-01 01:28:44	1.0	1.0	-1.0		
267	2023-09-01 01:29:00				10.863648	55.86457
268	2023-09-01 01:29:14	1.0	1.0	-1.0		
269	2023-09-01 01:29:44	1.0	1.0	-1.0		
270	2023-09-01 01:30:00				10.857643	55.86094
271	2023-09-01 01:30:15	1.0	1.0	-1.0		
272	2023-09-01 01:30:45	1.0	1.0	-1.0		
273	2023-09-01 01:31:00				10.851753	55.857392
274	2023-09-01 01:31:15	1.0	1.0	-1.0		
275	2023-09-01 01:31:45	1.0	1.0	-1.0		
276	2023-09-01 01:32:00				10.84581	55.85364
277	2023-09-01 01:32:15	1.0	1.0	-1.0		
278	2023-09-01 01:32:45	1.0	1.0	-1.0		
279	2023-09-01 01:33:00				10.839845	55.849825
280	2023-09-01 01:33:15	1.0	1.0	-1.0		
281	2023-09-01 01:33:45	1.0	1.0	-1.0		
282	2023-09-01 01:34:00				10.833627	55.84582
283	2023-09-01 01:34:15	1.0	1.0	-1.0		
284	2023-09-01 01:34:45	1.0	1.0	-1.0		
285	2023-09-01 01:35:00				10.827213	55.84166
286	2023-09-01 01:35:15	1.0	1.0	-1.0		
287	2023-09-01 01:35:45	1.0	1.0	-1.0		
288	2023-09-01 01:36:00				10.820548	55.837332
289	2023-09-01 01:36:15	1.0	1.0	-1.0		
290	2023-09-01 01:36:45	1.0	1.0	-1.0		
291	2023-09-01 01:37:00				10.81427	55.833113
292	2023-09-01 01:37:16	-1.0	1.0	-1.0		
293	2023-09-01 01:37:46	-1.0	1.0	-1.0		
294	2023-09-01 01:38:00				10.809292	55.829152
295	2023-09-01 01:38:16	-1.0	1.0	-1.0		
296	2023-09-01 01:38:46	-1.0	1.0	-1.0		
297	2023-09-01 01:39:00				10.805515	55.825353
298	2023-09-01 01:39:16	-1.0	1.0	-1.0		
299	2023-09-01 01:39:46	-1.0	1.0	-1.0		
300	2023-09-01 01:40:16	-1.0	1.0	-1.0		
301	2023-09-01 01:40:46	-1.0	1.0	-1.0		
302	2023-09-01 01:41:00				10.80099	55.817545
303	2023-09-01 01:41:16	-1.0	1.0	-1.0		
304	2023-09-01 01:41:46	-1.0	1.0	-1.0		
305	2023-09-01 01:42:00				10.800457	55.813243
306	2023-09-01 01:42:16	-1.0	1.0	-1.0		
307	2023-09-01 01:42:46	-1.0	1.0	-1.0		
308	2023-09-01 01:43:00				10.80103	55.808877
309	2023-09-01 01:43:17	-1.0	1.0	-1.0		
310	2023-09-01 01:43:47	-1.0	1.0	-1.0		
311	2023-09-01 01:44:00				10.802152	55.804473
312	2023-09-01 01:44:17	-1.0	1.0	-1.0		
313	2023-09-01 01:44:47	-1.0	1.0	-1.0		
314	2023-09-01 01:45:00				10.803395	55.799888
315	2023-09-01 01:45:17	-1.0	1.0	-1.0		
316	2023-09-01 01:45:47	-1.0	1.0	-1.0		
317	2023-09-01 01:46:00				10.804732	55.795122
318	2023-09-01 01:46:17	-1.0	1.0	-1.0		
319	2023-09-01 01:46:47	-1.0	1.0	-1.0		
320	2023-09-01 01:47:00				10.805802	55.790387
321	2023-09-01 01:47:17	-1.0	1.0	-1.0		
322	2023-09-01 01:47:47	-1.0	1.0	-1.0		
323	2023-09-01 01:48:00				10.806478	55.78536
324	2023-09-01 01:48:17	-1.0	1.0	-1.0		
325	2023-09-01 01:48:47	-1.0	1.0	-1.0		
326	2023-09-01 01:49:00				10.806683	55.780178
327	2023-09-01 01:49:17	-1.0	1.0	-1.0		
328	2023-09-01 01:49:47	-1.0	1.0	-1.0		
329	2023-09-01 01:50:00				10.806493	55.774773
330	2023-09-01 01:50:17	-1.0	1.0	-1.0		
331	2023-09-01 01:50:47	-1.0	1.0	-1.0		
332	2023-09-01 01:51:00				10.805812	55.76936
333	2023-09-01 01:51:18	-1.0	1.0	-1.0		
334	2023-09-01 01:51:48	-1.0	1.0	-1.0		
335	2023-09-01 01:52:00				10.804482	55.763917
336	2023-09-01 01:52:18	-1.0	1.0	-1.0		
337	2023-09-01 01:52:48	-1.0	1.0	-1.0		
338	2023-09-01 01:53:00				10.803035	55.758467
339	2023-09-01 01:53:18	-1.0	1.0	-1.0		
340	2023-09-01 01:53:48	-1.0	1.0	-1.0		
341	2023-09-01 01:54:00				10.801677	55.752967
342	2023-09-01 01:54:18	-1.0	1.0	-1.0		
343	2023-09-01 01:54:48	-1.0	1.0	-1.0		
344	2023-09-01 01:55:00				10.800332	55.747445
345	2023-09-01 01:55:18	-1.0	1.0	-1.0		
346	2023-09-01 01:55:48	-1.0	1.0	-1.0		
347	2023-09-01 01:56:00				10.799102	55.741868
348	2023-09-01 01:56:18	-1.0	1.0	-1.0		
349	2023-09-01 01:56:48	-1.0	1.0	-1.0		
350	2023-09-01 01:57:00				10.797543	55.736293
351	2023-09-01 01:57:18	-1.0	1.0	-1.0		
352	2023-09-01 01:57:48	-1.0	1.0	-1.0		
353	2023-09-01 01:58:00				10.79586	55.730873
354	2023-09-01 01:58:19	-1.0	1.0	-1.0		
355	2023-09-01 01:58:49	-1.0	1.0	-1.0		
356	2023-09-01 01:59:00				10.793987	55.725308
357	2023-09-01 01:59:19	-1.0	1.0	-1.0		
358	2023-09-01 01:59:49	-1.0	1.0	-1.0		
359	2023-09-01 02:00:00				10.792198	55.71982
360	2023-09-01 02:00:19	-1.0	1.0	-1.0		
361	2023-09-01 02:00:49	-1.0	1.0	-1.0		
362	2023-09-01 02:01:00				10.790377	55.714362
363	2023-09-01 02:01:19	-1.0	1.0	-1.0		
364	2023-09-01 02:01:49	-1.0	1.0	-1.0		
365	2023-09-01 02:02:00				10.788543	55.708927
366	2023-09-01 02:02:19	-1.0	1.0	-1.0		
367	2023-09-01 02:02:49	-1.0	1.0	-1.0		
368	2023-09-01 02:03:00				10.786717	55.703618
369	2023-09-01 02:03:19	-1.0	1.0	-1.0		
370	2023-09-01 02:03:49	-1.0	1.0	-1.0		
371	2023-09-01 02:04:00				10.784857	55.698135
372	2023-09-01 02:04:19	-1.0	1.0	-1.0		
373	2023-09-01 02:04:50	-1.0	1.0	-1.0		
374	2023-09-01 02:05:00				10.782995	55.692758
375	2023-09-01 02:05:20	-1.0	1.0	-1.0		
376	2023-09-01 02:05:50	-1.0	1.0	-1.0		
377	2023-09-01 02:06:00				10.781148	55.68739
378	2023-09-01 02:06:20	-1.0	1.0	-1.0		
379	2023-09-01 02:06:50	-1.0	1.0	-1.0		
380	2023-09-01 02:07:00				10.779292	55.682033
381	2023-09-01 02:07:20	-1.0	1.0	-1.0		
382	2023-09-01 02:07:50	-1.0	1.0	-1.0		
383	2023-09-01 02:08:00				10.777437	55.676703
384	2023-09-01 02:08:20	-1.0	1.0	-1.0		
385	2023-09-01 02:08:50	-1.0	1.0	-1.0		
386	2023-09-01 02:09:00				10.775518	55.671395
387	2023-09-01 02:09:20	-1.0	1.0	-1.0		
388	2023-09-01 02:09:50	-1.0	1.0	-1.0		
389	2023-09-01 02:10:00				10.77356	55.666108
390	2023-09-01 02:10:20	-1.0	1.0	-1.0		
391	2023-09-01 02:10:50	-1.0	1.0	-1.0		
392	2023-09-01 02:11:00				10.771672	55.660835
393	2023-09-01 02:11:21	-1.0	1.0	-1.0		
394	2023-09-01 02:11:51	-1.0	1.0	-1.0		
395	2023-09-01 02:12:00				10.770552	55.655595
396	2023-09-01 02:12:21	-1.0	1.0	-1.0		
397	2023-09-01 02:12:51	-1.0	1.0	-1.0		
398	2023-09-01 02:13:00				10.770503	55.650137
399	2023-09-01 02:13:21	-1.0	1.0	-1.0		
400	2023-09-01 02:13:51	-1.0	1.0	-1.0		
401	2023-09-01 02:14:00				10.771527	55.644723
402	2023-09-01 02:14:21	-1.0	1.0	-1.0		
403	2023-09-01 02:14:51	-1.0	1.0	-1.0		
404	2023-09-01 02:15:00				10.773618	55.639387
405	2023-09-01 02:15:21	-1.0	1.0	-1.0		
406	2023-09-01 02:15:51	-1.0	1.0	-1.0		
407	2023-09-01 02:16:00				10.776803	55.634328
408	2023-09-01 02:16:21	-1.0	1.0	-1.0		
409	2023-09-01 02:16:51	-1.0	1.0	-1.0		
410	2023-09-01 02:17:00				10.780583	55.629217
411	2023-09-01 02:17:21	-1.0	1.0	-1.0		
412	2023-09-01 02:17:51	-1.0	1.0	-1.0		
413	2023-09-01 02:18:00				10.78436	55.62427
414	2023-09-01 02:18:21	-1.0	1.0	-1.0		
415	2023-09-01 02:18:51	-1.0	1.0	-1.0		
416	2023-09-01 02:19:00				10.788252	55.619172
417	2023-09-01 02:19:22	-1.0	1.0	-1.0		
418	2023-09-01 02:19:52	-1.0	1.0	-1.0		
419	2023-09-01 02:20:00				10.792005	55.614258
420	2023-09-01 02:20:22	-1.0	1.0	-1.0		
421	2023-09-01 02:20:52	-1.0	1.0	-1.0		
422	2023-09-01 02:21:00				10.795848	55.609145
423	2023-09-01 02:21:22	-1.0	1.0	-1.0		
424	2023-09-01 02:21:52	-1.0	1.0	-1.0		
425	2023-09-01 02:22:00				10.799632	55.60416
426	2023-09-01 02:22:22	-1.0	1.0	-1.0		
427	2023-09-01 02:22:52	-1.0	1.0	-1.0		
428	2023-09-01 02:23:00				10.80337	55.599188
429	2023-09-01 02:23:22	-1.0	1.0	-1.0		
430	2023-09-01 02:23:52	-1.0	1.0	-1.0		
431	2023-09-01 02:24:00				10.807075	55.594177
432	2023-09-01 02:24:22	-1.0	1.0	-1.0		
433	2023-09-01 02:24:52	-1.0	1.0	-1.0		
434	2023-09-01 02:25:00				10.810722	55.589063
435	2023-09-01 02:25:22	-1.0	1.0	-1.0		
436	2023-09-01 02:25:52	-1.0	1.0	-1.0		
437	2023-09-01 02:26:00				10.81455	55.583813
438	2023-09-01 02:26:22	-1.0	1.0	-1.0		
439	2023-09-01 02:26:53	-1.0	1.0	-1.0		
440	2023-09-01 02:27:00				10.818455	55.578365
441	2023-09-01 02:27:23	-1.0	1.0	-1.0		
442	2023-09-01 02:27:53	-1.0	1.0	-1.0		
443	2023-09-01 02:28:00				10.822047	55.573128
444	2023-09-01 02:28:23	-1.0	1.0	-1.0		
445	2023-09-01 02:28:53	-1.0	1.0	-1.0		
446	2023-09-01 02:29:00				10.825333	55.56822
447	2023-09-01 02:29:23	-1.0	1.0	-1.0		
448	2023-09-01 02:29:53	-1.0	1.0	-1.0		
449	2023-09-01 02:30:00				10.828595	55.563398
450	2023-09-01 02:30:23	-1.0	1.0	-1.0		
451	2023-09-01 02:30:53	-1.0	1.0	-1.0		
452	2023-09-01 02:31:00				10.831918	55.558505
453	2023-09-01 02:31:23	-1.0	1.0	-1.0		
454	2023-09-01 02:31:53	-1.0	1.0	-1.0		
455	2023-09-01 02:32:00				10.8353	55.553545
456	2023-09-01 02:32:23	-1.0	1.0	-1.0		
457	2023-09-01 02:32:53	-1.0	1.0	-1.0		
458	2023-09-01 02:33:00				10.838908	55.548565
459	2023-09-01 02:33:23	-1.0	1.0	-1.0		
460	2023-09-01 02:33:53	-1.0	1.0	-1.0		
461	2023-09-01 02:34:00				10.84258	55.54357
462	2023-09-01 02:34:23	-1.0	1.0	-1.0		
463	2023-09-01 02:34:53	-1.0	1.0	-1.0		
464	2023-09-01 02:35:00				10.846103	55.538602
465	2023-09-01 02:35:24	-1.0	1.0	-1.0		
466	2023-09-01 02:35:54	-1.0	1.0	-1.0		
467	2023-09-01 02:36:00				10.849857	55.53358
468	2023-09-01 02:36:24	-1.0	1.0	-1.0		
469	2023-09-01 02:36:54	-1.0	1.0	-1.0		
470	2023-09-01 02:37:00				10.85359	55.52856
471	2023-09-01 02:37:24	-1.0	1.0	-1.0		
472	2023-09-01 02:37:54	-1.0	1.0	-1.0		
473	2023-09-01 02:38:00				10.857467	55.523478
474	2023-09-01 02:38:24	-1.0	1.0	-1.0		
475	2023-09-01 02:38:54	-1.0	1.0	-1.0		
476	2023-09-01 02:39:00				10.861213	55.518548
477	2023-09-01 02:39:24	-1.0	1.0	-1.0		
478	2023-09-01 02:39:54	-1.0	1.0	-1.0		
479	2023-09-01 02:40:00				10.865328	55.513507
480	2023-09-01 02:40:24	-1.0	1.0	-1.0		
481	2023-09-01 02:40:54	-1.0	1.0	-1.0		
482	2023-09-01 02:41:00				10.869918	55.50872
483	2023-09-01 02:41:24	-1.0	1.0	-1.0		
484	2023-09-01 02:41:54	-1.0	1.0	-1.0		
485	2023-09-01 02:42:00				10.874782	55.504132
486	2023-09-01 02:42:24	-1.0	1.0	-1.0		
487	2023-09-01 02:42:54	-1.0	1.0	-1.0		
488	2023-09-01 02:43:00				10.879812	55.499505
489	2023-09-01 02:43:25	-1.0	1.0	-1.0		
490	2023-09-01 02:43:55	-1.0	1.0	-1.0		
